V2,V6,V9,Theta2,Theta6,Theta9,P1,P4,Q4,P5,Q5,P7,P9,P10,Q10,P11,P12,Q12,P13,P14,Q14,LoadMargin
1.045,1.07,1.0544,-4.8968,-13.955,-14.822,228.62,43.448,-4.8234,9.1824,1.1606,-1.1634,28.633,12.522,6.4417,3.7208,5.5943,1.8996,10.147,16.39,6.1136,28.195
1.045,1.07,1.0618,-4.533,-13.114,-13.395,212.29,34.089,-4.3916,10.434,1.7041,-0.40065,22.616,6.9539,3.0752,4.1291,8.4291,1.8598,11.414,16.078,4.7321,35.723
1.045,1.07,1.0563,-5.244,-14.946,-15.591,244.28,56.898,-2.7079,7.0586,0.62989,-0.9986,27.965,7.8853,4.3983,3.8353,4.4935,1.6426,16.065,19.224,4.8868,20.304
1.045,1.07,1.0549,-5.1278,-14.474,-14.796,238.82,58.058,-2.5234,7.2173,2.433,1.2237,24.2,5.2609,6.9302,3.5989,5.4252,2.3681,16.993,15.612,5.9242,21.543
1.045,1.07,1.055,-5.0418,-14.163,-15.196,235.52,44.685,-4.4238,14.083,1.1233,-0.35692,34.467,14.478,6.6089,3.0708,5.37,1.1128,13.122,6.0178,4.2493,43.236
1.045,1.07,1.0586,-4.6563,-12.514,-13.553,217.33,45.783,-5.3097,10.951,1.4201,0.19887,28.358,8.6483,5.4285,3.1209,5.0426,1.22,4.8764,11.465,3.3112,37.889
1.045,1.07,1.0551,-5.1388,-14.632,-15.502,239.44,50.853,-2.6626,7.5774,2.1743,0.81938,29.013,10.641,6.1382,2.8668,5.1583,1.7753,13.332,17.894,3.5422,22.122
1.045,1.07,1.0596,-4.7571,-12.625,-13.199,221.42,59.636,-3.4172,6.9375,1.9599,-0.44209,21.29,6.2436,4.6005,3.2329,4.6253,1.7943,8.5882,11.969,4.1866,23.714
1.045,1.07,1.0566,-4.2664,-12.12,-12.755,199.57,29.645,-3.2569,6.5975,1.6586,1.7672,25.531,6.9471,6.3174,1.3283,4.0141,2.1382,11.457,14.788,7.2145,23.312
1.045,1.07,1.0548,-5.2045,-15.163,-16.139,242.71,46.192,-4.4871,7.5377,1.582,0.59517,35.723,10.879,3.3651,2.064,6.4528,1.9074,16.197,15.454,6.8909,21.343
1.045,1.07,1.0525,-5.3073,-15.017,-16.344,246.82,55.7,-2.5739,4.8019,1.5141,-0.40126,38.508,9.7372,6.5757,3.0487,6.3098,2.3015,10.192,16.833,3.6009,13.38
1.045,1.07,1.0578,-4.9261,-13.681,-14.389,229.31,55.889,-4.8335,4.4605,2.2244,-1.135,24.643,9.3164,6.4834,2.4976,4.785,1.9959,11.552,17.038,2.0798,14.117
1.045,1.07,1.0552,-5.189,-14.499,-15.029,241.71,59.166,-3.3648,9.0483,1.7421,0.093399,27.547,9.0756,5.1619,2.795,6.0161,0.93885,16.159,10.426,7.3569,27.12
1.045,1.07,1.047,-5.7864,-17.43,-18.756,269.29,52.141,-4.1371,4.3538,1.0599,-0.74643,48.683,8.2561,7.4145,4.3244,7.2991,2.6447,18.711,21.406,5.8714,10.082
1.045,1.07,1.0548,-5.05,-14.881,-15.696,235.54,43.49,-4.7909,4.801,1.6986,-0.15817,36.136,5.1053,4.0059,4.4612,5.3918,1.0193,16.799,18.518,7.3985,13.765
1.045,1.07,1.0643,-4.0817,-11.166,-10.794,191.12,39.598,-2.3699,9.198,1.6776,0.18584,10.362,4.5596,6.282,2.5506,6.104,0.33788,14.217,7.7153,2.8249,37.029
1.045,1.07,1.0521,-5.8994,-17.188,-17.97,274.25,66.929,-3.0204,6.0767,1.6003,2.385,32.631,12.697,6.4122,3.9989,6.6968,1.2007,21.506,16.086,3.5481,14.926
1.045,1.07,1.055,-4.9589,-13.456,-14.236,230.98,57.242,-2.2771,9.5407,1.5138,-2.3988,26.983,8.4931,6.7894,4.8302,6.1175,1.3437,6.4466,13.447,5.3702,30.29
1.045,1.07,1.0565,-5.027,-13.945,-13.966,234.22,61.356,-3.2818,8.3864,1.6131,1.1156,19.448,6.5781,8.0376,3.8472,7.7603,2.0587,15.979,9.1429,5.1336,26.504
1.045,1.07,1.0517,-5.6985,-16.59,-17.084,264.82,67.805,-2.3354,3.2052,1.5674,0.41642,32.526,10.488,6.7814,3.102,9.4761,1.6105,21.194,12.461,6.3334,8.2551
1.045,1.07,1.0516,-5.3869,-15.683,-16.629,251.12,49.629,-3.2011,9.2703,1.7806,1.371,33.201,12.262,6.8735,3.7537,7.5667,1.3745,13.672,17.854,5.5922,24.927
1.045,1.07,1.0575,-4.9145,-14.082,-14.785,229.51,43.35,-4.1548,9.6024,1.7656,-0.034594,28.27,10.515,6.1837,2.2931,5.39,1.4507,14.585,15.359,2.695,29.892
1.045,1.07,1.0531,-5.4155,-15.371,-16.836,252.31,51.256,-4.4758,10.418,1.5685,1.0325,40.6,7.6112,3.9721,3.4961,5.3328,1.7233,9.9683,19.926,5.1836,28.177
1.045,1.07,1.0584,-5.283,-15.036,-15.371,246.42,56.826,-3.1717,11.428,1.5048,0.58379,23.687,6.3548,5.8344,4.5509,8.1633,1.8275,14.395,18.472,1.7805,33.265
1.045,1.07,1.058,-4.3786,-12.958,-13.828,205.04,22.463,-3.0037,6.4957,1.2408,0.16229,36.876,9.4374,4.6251,5.0162,6.8674,1.1744,13.061,6.8591,5.3943,22.158
1.045,1.07,1.0588,-5.0615,-14.315,-14.204,235.89,60.236,-2.8589,7.3476,1.7771,0.095674,18.906,6.1871,5.6966,6.1136,8.8955,1.4621,16.581,10.712,4.9976,22.867
1.045,1.07,1.06,-3.8117,-10.579,-11.113,178.64,23.604,-5.3513,5.8133,1.3766,-1.0082,21.396,11.315,6.7967,3.0988,5.436,1.1097,6.208,7.1093,5.4948,24.046
1.045,1.07,1.0571,-4.7626,-13.477,-14.149,222.14,46.215,-5.013,5.3454,0.90324,0.013477,26.549,11.291,4.3351,5.1709,6.1692,0.93061,11.447,10.485,7.3397,17.476
1.045,1.07,1.0566,-4.9488,-14.067,-15.089,230.83,44.523,-2.007,8.0701,1.1704,-0.43896,38.308,8.3295,5.211,3.3751,5.7298,1.618,14.324,8.414,3.3197,25.036
1.045,1.07,1.0576,-4.3298,-12.999,-13.809,202.8,19.867,-3.4608,5.1703,1.9273,-0.15344,32.583,10.098,3.4078,2.8364,2.4298,1.3327,17.151,14.988,7.3489,17.019
1.045,1.07,1.0564,-4.6288,-13.085,-13.689,216.1,41.268,-3.4751,6.9609,1.6294,1.1551,26.849,8.1573,7.728,2.1088,5.4541,1.7121,13.147,12.127,4.367,23.323
1.045,1.07,1.0548,-4.9427,-13.689,-14.318,230.13,54.948,-3.6353,6.413,3.0477,1.5205,17.698,13.957,7.3766,2.5176,5.1034,1.9834,9.4047,18.174,5.065,19.849
1.045,1.07,1.0519,-5.2396,-14.198,-15.703,243.55,59.77,-2.2927,7.6162,1.4959,0.55551,38.05,9.9254,5.6057,5.097,7.06,1.3866,3.2012,10.663,6.3302,22.265
1.045,1.07,1.055,-4.9579,-14.513,-15.814,231.62,33.952,-2.4427,9.3695,1.2388,-0.50443,40.433,8.613,4.6349,3.329,8.0966,1.927,8.2333,19.611,3.8694,27.079
1.045,1.07,1.055,-4.6744,-14.242,-14.987,218.32,29.045,-3.0645,1.0556,1.7998,1.3196,34.587,10.603,4.4744,3.7547,6.376,1.4736,18.329,13.966,7.7075,3.1845
1.045,1.07,1.054,-5.3694,-14.575,-15.546,249.66,67.278,-3.6969,9.1101,1.5796,0.013087,32.139,7.0932,5.737,3.5581,6.3326,3.0486,9.8669,12.046,5.5317,26.51
1.045,1.07,1.0573,-4.9218,-13.959,-14.398,229.73,49.002,-4.4119,9.3647,1.8874,-0.81224,23.178,10.574,5.0546,3.9963,5.9497,1.7471,13.698,14.569,5.961,29.461
1.045,1.07,1.06,-4.7064,-13.388,-14.351,219.68,38.851,-4.2048,6.5713,2.2393,1.4763,33.366,10.455,1.794,2.4475,6.5661,1.5471,12.755,8.0582,4.8504,21.735
1.045,1.07,1.0566,-4.6236,-12.951,-13.163,216.16,43.284,-4.8688,11.129,1.9766,1.1231,16.313,12.25,7.5471,3.5923,7.5353,0.18778,10.19,11.894,6.8917,37.874
1.045,1.07,1.058,-4.7425,-13.873,-14.547,221.41,38.864,-5.9029,4.0212,1.334,0.95854,25.67,9.9166,5.3366,3.8286,4.1775,1.7801,14.691,19.689,3.7513,12.581
1.045,1.07,1.0539,-5.3743,-15.517,-16.658,250.28,51.843,-2.3934,6.8711,1.1233,0.96939,31.849,11.157,4.1468,4.1789,7.0884,1.1022,9.4064,24.278,4.5805,18.29
1.045,1.07,1.0558,-5.0093,-14.013,-14.415,233.31,57.36,-3.5066,6.1612,1.4005,0.75784,22.107,8.899,6.944,5.2435,4.5419,1.7701,14.994,12.657,5.3667,19.201
1.045,1.07,1.0568,-4.4961,-13.06,-14.245,210.54,24.117,-4.9592,9.5817,0.99512,0.2413,39.329,7.2766,5.3691,1.998,7.3019,1.7204,8.4243,13.927,4.5967,31.591
1.045,1.07,1.0604,-4.1969,-12.418,-13.106,196.73,19.66,-4.1075,6.2394,1.957,0.13929,32.244,8.3058,3.2132,2.9836,4.8269,1.6655,15.331,9.8481,5.7663,22.404
1.045,1.07,1.0582,-4.6957,-13.577,-13.659,218.97,47.157,-1.7738,2.8392,2.0533,-0.57449,26.153,7.7479,4.7664,3.5714,10.404,1.9106,17.107,5.3758,7.2063,9.3879
1.045,1.07,1.059,-4.6694,-13.465,-13.771,218.08,42.172,-3.7167,5.9549,1.2973,-0.036296,23.808,8.789,5.7976,2.3089,7.0226,1.2622,15.782,13.173,4.243,19.763
1.045,1.07,1.0639,-4.4488,-11.26,-10.622,207.27,67.934,-0.11537,10.038,1.8499,-0.34482,2.7983,2.4489,4.2472,2.9978,3.9071,1.718,14.853,4.6194,5.424,37.886
1.045,1.07,1.0544,-5.1147,-14.852,-15.638,238.74,44.612,-3.3377,9.5969,1.4236,0.37867,37.148,8.2105,7.5193,2.4946,8.7842,1.3095,15.745,10.728,3.7398,28.223
1.045,1.07,1.0534,-5.0874,-14.502,-15.771,237.28,43.715,-3.0488,9.6341,1.9552,0.37052,42.742,5.8183,5.7159,5.4379,8.8436,1.5647,7.7999,12.026,5.2678,28.314
1.045,1.07,1.0626,-4.1991,-12.272,-11.919,196.68,32.797,-2.3626,5.5631,1.3823,0.46138,12.69,6.2674,4.9966,4.2134,9.1339,1.1469,14.32,13.956,5.22,20.567
1.045,1.07,1.0513,-5.6055,-15.427,-16.666,260.46,68.817,-2.7514,8.5033,1.1403,-0.32245,29.086,17.447,5.0742,2.1692,3.0659,1.3013,11.901,16.193,6.8049,22.768
1.045,1.07,1.0537,-5.1091,-14.347,-14.337,237.83,63.759,-3.7066,5.6608,1.6023,0.47526,16.113,5.2467,8.3437,5.3756,5.7524,1.4268,15.107,19.069,7.7273,16.821
1.045,1.07,1.0585,-4.8527,-13.74,-14.717,226.43,43.031,-3.3787,8.0886,1.933,0.015476,29.639,8.6447,2.8496,3.5279,5.1244,2.1966,9.4196,18.975,4.2326,25.298
1.045,1.07,1.0538,-5.3758,-15.865,-16.794,251.21,42.502,-6.337,13.701,1.9911,0.34599,34.529,10.83,6.0503,4.0381,5.4624,1.6479,16.418,20.832,4.0548,36.644
1.045,1.07,1.048,-5.346,-15.034,-16.214,248.64,58.314,-3.7591,6.1407,1.3438,0.6754,34.257,13.605,9.2581,3.7166,3.6866,1.5689,13.124,12.844,7.5187,16.952
1.045,1.07,1.0539,-4.9883,-14.668,-16.069,233.17,30.672,-2.9198,11.194,2.2457,0.52572,40.867,14.962,3.5812,1.9035,5.9928,1.9053,12.592,13.912,5.9783,32.056
1.045,1.07,1.0523,-5.1714,-15.222,-16.132,241.46,41.372,-4.1601,9.8152,1.7381,0.34355,32.185,7.7953,6.2271,3.9628,3.6666,1.7517,14.734,25.813,6.2101,25.959
1.045,1.07,1.0548,-4.8534,-14.071,-15.12,226.47,39.888,-4.4073,5.6308,1.4363,-2.1256,34.132,14.491,4.1587,3.3617,6.2627,1.4144,11.503,13.382,7.3679,17.143
1.045,1.07,1.0571,-4.8879,-14.418,-14.51,228.12,46.097,-5.8939,4.0975,2.0338,1.2803,13.424,11.236,4.9542,3.0958,7.4882,2.2868,14.22,26.604,6.9262,11.552
1.045,1.07,1.0547,-5.6276,-14.593,-15.687,261.08,83.872,-3.1381,10.385,1.3703,0.43827,27.435,8.5578,4.7339,0.7851,5.224,1.8962,7.4182,13.456,4.6941,29.246
1.045,1.07,1.0638,-4.3012,-12.709,-12.745,201.53,29.62,-4.1328,5.9522,0.71387,-0.37747,17.081,10.073,3.8363,3.3384,5.8949,1.4585,16.768,15.504,2.6975,21.354
1.045,1.07,1.0569,-4.4654,-12.716,-14.122,208.84,26.174,-1.8841,8.6355,0.96332,-0.10865,43.283,7.8931,3.7248,2.4592,8.3149,1.669,5.4869,8.5614,5.3443,29.007
1.045,1.07,1.0482,-5.8011,-15.954,-17.428,269.4,71.252,-3.8079,9.2842,1.6442,1.2054,38.174,10.437,7.1427,2.469,1.2393,1.6302,14.493,16.206,6.5171,23.686
1.045,1.07,1.0572,-4.7691,-13.446,-13.904,222.56,47.017,-4.0607,7.6771,1.6887,0.16578,24.057,10.198,6.9711,2.4443,6.746,1.2547,13.299,11.488,4.5085,25.219
1.045,1.07,1.0526,-5.248,-14.619,-15.842,244.23,56.787,-6.28,7.3768,2.6072,-0.38616,37.761,10.619,5.9903,1.3821,6.3409,1.2642,11.494,11.17,6.5783,21.416
1.045,1.07,1.0583,-4.5606,-13.397,-13.782,213.46,32.23,-4.6757,8.0295,1.4166,0.67838,24.987,10.041,5.4373,1.5759,4.5446,2.282,18.475,14.183,5.5646,26.607
1.045,1.07,1.055,-5.0227,-14.811,-15.959,234.44,37.184,-3.5035,6.7002,1.3073,1.187,42.076,7.5705,4.3597,2.9473,4.8566,1.7307,17.664,13.543,5.0054,19.447
1.045,1.07,1.0559,-5.2844,-15.156,-16.284,246.33,50.166,-5.0201,8.5898,1.228,0.13901,35.788,10.001,3.3587,3.9092,3.4855,1.7562,15.636,16.641,4.5435,24.33
1.045,1.07,1.0557,-5.1305,-14.819,-15.932,239.62,41.392,-3.4429,11.882,1.1758,-0.13152,36.283,11.032,3.523,1.6617,3.3797,2.5909,16.365,16.518,4.9161,34.336
1.045,1.07,1.0499,-5.6802,-15.401,-16.807,263.93,70.034,-3.1185,11.148,1.3314,2.287,39.926,9.7293,8.8519,2.7311,5.9805,1.3895,10.921,7.4263,3.623,29.986
1.045,1.07,1.0509,-5.5473,-15.759,-17.341,258.21,55.65,-4.6379,9.3154,1.8936,-2.1926,42.462,11.295,5.072,5.4001,6.7015,1.6138,7.1107,19.124,5.4041,24.293
1.045,1.07,1.0561,-4.9146,-14.272,-15,229.47,41.251,-3.1078,7.987,1.4841,0.078205,31.223,5.7497,6.1617,2.5245,5.3051,0.3535,14.626,20.388,3.958,23.952
1.045,1.07,1.0531,-5.2058,-15.601,-16.647,243.07,38.141,-2.0271,8.3089,1.051,-1.3541,38.332,10.144,4.8565,2.544,9.8534,0.97251,11.63,23.617,5.3153,21.9
1.045,1.07,1.0585,-5.0379,-14.704,-15.541,235.22,42.219,-3.3855,8.7406,2.0618,-1.7874,31.266,8.0233,4.3759,4.3495,7.4922,2.0243,10.799,23.175,1.1769,25.457
1.045,1.07,1.0539,-5.1502,-14.202,-15.348,239.58,57.967,-4.2347,6.6447,2.6852,-1.4173,39.085,4.801,7.4734,2.7466,6.8239,1.4674,9.5728,12.181,3.3559,19.903
1.045,1.07,1.0527,-5.6776,-16.411,-17.77,264.24,56.405,-4.9145,8.0743,1.7906,1.7286,40.941,11.425,4.3748,2.5813,6.8755,1.8025,15.026,17.187,4.1674,20.628
1.045,1.07,1.055,-4.7356,-12.629,-13.258,220.29,59.321,-3.0605,5.0988,1.6996,-1.3848,27.539,3.3487,8.7063,0.79115,5.7405,1.1302,9.3226,11.224,5.2415,17.212
1.045,1.07,1.0631,-4.4126,-12.965,-13.155,206.59,31.45,-4.8141,6.5625,2.1526,0.37677,18.899,11.488,4.1093,3.3083,4.1356,1.3213,18.485,13.807,2.1867,23.007
1.045,1.07,1.0545,-5.1887,-15.12,-16.55,241.95,42.416,-4.5613,6.7724,0.80279,-0.21144,43.039,8.6647,1.9308,4.0462,4.8217,1.1841,12.94,17.875,6.8982,18.8
1.045,1.07,1.0541,-5.5547,-15.463,-16.588,258.47,64.049,-4.2715,10.324,1.4603,-0.63858,31.892,9.7686,4.1502,4.2058,5.6772,1.3389,9.5522,20.287,5.0057,27.976
1.045,1.07,1.0609,-4.1513,-11.985,-12.357,194.43,26.495,-3.1447,5.8761,1.0933,1.2917,24.023,7.0011,3.572,4.1329,6.6733,-0.2598,11.785,10.2,6.8933,22.018
1.045,1.07,1.0567,-4.9969,-13.978,-14.738,232.73,54.377,-5.7346,5.5287,1.4857,0.54474,26.775,9.1125,6.7163,3.2908,3.2785,1.4953,14.406,14.861,3.2276,17.214
1.045,1.07,1.0573,-4.8132,-14.369,-14.79,225.26,33.099,-3.2907,9.8515,1.8192,0.28301,29.697,11.305,5.715,3.6069,6.0011,1.8873,20.505,11.166,4.5515,30.535
1.045,1.07,1.054,-5.4236,-15.347,-16.331,252.36,59.908,-2.9861,7.0543,1.0207,0.61685,35.872,9.4933,3.841,3.7581,6.0078,1.5389,15.738,11.352,6.8376,19.697
1.045,1.07,1.0585,-4.6762,-13.133,-13.589,218.47,43.169,-4.5383,9.5006,1.4976,1.6536,22.341,5.6236,5.1498,2.1804,7.5512,1.6961,9.5542,17.725,5.6511,31.563
1.045,1.07,1.0533,-5.6562,-15.541,-16.536,262.76,73.17,-5.0637,7.9392,1.5363,1.0984,31.191,13.286,5.5968,2.5158,7.4613,1.7031,12.824,9.59,5.3002,21.646
1.045,1.07,1.0593,-4.8304,-13.795,-14.316,225.53,44.991,-3.0793,8.1136,1.128,-0.4885,26.793,9.6869,4.6651,3.9017,5.7952,1.7071,15.342,11.66,3.4963,26.204
1.045,1.07,1.0578,-5.0194,-13.859,-14.353,234.03,57.384,-6.0111,9.7161,1.0524,-0.62741,25.456,10.338,6.283,3.0109,4.5372,1.4898,16.439,7.2701,4.1668,31.023
1.045,1.07,1.0534,-4.6622,-13.307,-14.861,217.67,31.663,-4.6636,6.6905,1.5987,0.13177,42.554,10.237,5.6667,3.3006,4.8887,1.4151,7.4617,11.696,6.1698,20.977
1.045,1.07,1.059,-4.6183,-13.074,-13.254,215.94,42.055,-3.09,10.225,1.4127,0.47335,15.931,8.2131,5.8851,5.1305,6.0853,1.9025,10.629,18.257,4.8646,34.276
1.045,1.07,1.0551,-5.1968,-14.878,-15.74,242.1,52.814,-4.3461,6.4682,1.5586,-0.54545,27.596,10.947,4.6276,5.9284,6.3312,1.6603,9.8144,21.083,5.4655,18.414
1.045,1.07,1.0597,-3.9944,-12.115,-12.34,187.93,11.11,-3.6495,9.085,1.009,0.34511,23.791,10.35,6.3985,3.4485,6.3509,1.9953,15.221,11.762,5.4485,33.481
1.045,1.07,1.0557,-5.0872,-14.368,-15.33,237.3,48.098,-2.6158,10.701,1.6372,-0.13913,37.508,8.4611,2.8906,2.5436,6.5828,1.4903,14.403,8.2942,7.4968,32.332
1.045,1.07,1.0542,-5.2783,-15.832,-16.908,246.58,37.384,-3.6689,10.259,1.6986,-0.25263,41.326,6.2465,4.8563,2.0029,6.2883,1.8619,17.131,23.971,3.3845,26.877
1.045,1.07,1.0567,-5.1321,-15.412,-15.842,239.69,41.392,-3.5884,7.5992,2.2596,1.0765,22.918,9.305,3.4543,3.0094,8.3583,2.485,14.55,29.691,5.2426,19.771
1.045,1.07,1.0519,-5.2254,-14.481,-16.428,243.04,50.677,-4.1739,6.2915,1.235,1.7882,42.151,12.283,4.3257,4.2345,4.1069,1.543,4.125,15.688,5.3892,17.717
1.045,1.07,1.0458,-6.2885,-17.931,-19.572,291.84,74.358,-2.0575,7.9169,0.60128,0.92951,50.408,8.7629,6.9877,5.4619,5.502,1.7661,17.212,13.938,5.3824,17.794
1.045,1.07,1.0572,-4.5406,-13.116,-13.94,212.41,30.583,-2.2241,8.6561,0.75345,0.4957,31.115,9.2167,5.5909,2.0649,3.1217,1.3585,14.944,13.666,4.7051,28.765
1.045,1.07,1.0563,-4.6507,-13.297,-13.472,217.32,43.091,-5.3524,7.9425,1.9102,0.13178,21.729,6.5807,6.9181,2.8452,5.1343,1.2401,16.326,14.445,7.7503,26.241
1.045,1.07,1.0541,-4.8726,-13.986,-14.851,227.63,39.7,-4.6679,10.029,1.6627,0.57068,32.158,10.485,5.8096,2.7915,3.5236,2.3002,15.527,12.845,7.4134,30.942
1.045,1.07,1.0575,-5.2013,-15.367,-16.253,242.96,41.297,-3.6726,10.472,1.6616,-1.2071,29.049,12.591,4.0464,3.8138,5.2471,1.6125,13.849,25.989,1.4207,28.61
1.045,1.07,1.0595,-4.7604,-13.395,-13.56,221.88,52.524,-3.8584,4.4064,1.7621,1.3347,13.186,11.492,5.1698,3.7988,3.3989,0.80497,15.983,16.18,4.6702,14.471
1.045,1.07,1.0595,-5.0721,-13.898,-14.65,236.13,58.831,-0.96705,8.3457,1.7425,-0.17539,28.952,4.0145,2.778,2.3396,5.2156,1.5127,12.201,15.565,3.251,25.906
1.045,1.07,1.0572,-4.9999,-14.331,-15.179,232.91,48.983,-3.075,4.1937,1.9894,-0.15919,29.914,11.525,2.5049,1.3311,4.9278,1.8422,15.681,15.851,6.1076,12.631
1.045,1.07,1.0549,-4.6864,-13.662,-14.248,219.31,33.453,-4.8605,10.26,1.2992,0.72495,29.72,9.7958,9.2135,2.222,6.2371,2.2273,15.307,12.432,4.1498,33.009
1.045,1.07,1.0585,-4.5337,-12.79,-13.908,211.63,37.203,-5.8232,4.93,1.3747,-2.166,38.044,9.0231,4.0485,4.6418,6.203,1.9464,9.1274,6.2374,4.7199,16.962
1.045,1.07,1.0564,-4.9459,-13.374,-13.929,230.41,59.271,-2.6807,9.6278,1.0007,-0.82523,22.561,7.2396,5.754,1.7071,2.5135,1.3166,13.214,14.812,6.1388,30.862
1.045,1.07,1.0566,-5.3185,-15.238,-16.569,248.13,46.199,-3.6389,12.159,1.9585,-0.25006,41.655,8.8833,3.3013,2.05,6.9103,1.1107,12.307,16.158,2.1705,34.124
1.045,1.07,1.0563,-5.0418,-14.34,-14.644,235.22,52.796,-2.7861,9.6186,1.8861,-1.3373,17.612,12.656,6.8585,3.9701,4.9038,1.0747,14.177,19.912,4.2353,28.874
1.045,1.07,1.0561,-5.1177,-14.046,-14.799,238.02,61.593,-4.6871,5.7603,2.4942,1.8879,26.106,9.024,6.417,2.064,4.4674,1.2604,13.852,12.217,3.9571,17.68
1.045,1.07,1.0571,-5.1132,-14.371,-14.394,238.65,57.817,-4.7257,12.197,1.183,0.06529,18.374,9.9885,6.8228,4.3279,9.7206,1.2497,13.871,11.258,5.7213,37.673
1.045,1.07,1.0582,-4.3538,-12.761,-13.059,204.12,25.958,-2.8941,10.051,1.7761,0.80012,21.916,11.384,5.6688,3.1292,8.6978,1.5276,11.299,13.07,6.7099,34.872
1.045,1.07,1.0614,-4.8384,-13.201,-13.319,225.47,59.975,-4.4976,7.6615,1.8644,-0.47601,14.11,8.5302,3.6141,4.0849,7.0881,2.2687,10.93,13.786,4.5803,25.606
1.045,1.07,1.0523,-4.7462,-13.315,-14.658,221.3,40.324,-3.7888,6.3052,1.7372,-0.21798,34.688,9.1364,9.0282,5.6567,4.3527,0.88366,4.1602,17.399,3.9701,19.583
1.045,1.07,1.0573,-5.1368,-14.379,-15.26,239.18,56.259,-4.6048,6.3211,0.94142,0.68852,28.727,8.0496,2.44,3.9452,5.743,2.0645,11.02,17.18,6.241,18.947
1.045,1.07,1.0578,-4.6823,-13.382,-14.077,218.74,38.937,-2.1528,8.2544,1.6049,-1.0081,29.502,5.0654,4.2031,3.846,5.8514,1.8844,10.663,18.402,5.3758,26.604
1.045,1.07,1.0541,-5.4677,-15.844,-16.63,254.95,52.466,-3.7424,11.308,2.2503,2.0292,34.956,9.968,6.9485,3.7368,9.1152,1.9904,16.369,12.229,2.9504,30.889
1.045,1.07,1.0636,-4.4084,-13.134,-13.013,206.74,29.311,-4.7253,8.7721,1.2931,0.55555,13.686,7.7462,5.1676,2.0216,4.9748,1.0633,18.57,22.757,1.2022,29.481
1.045,1.07,1.0533,-5.3452,-14.645,-15.267,248.41,69.935,-3.7273,6.4017,1.7335,0.22447,29.801,5.7403,6.8611,3.0673,5.4445,1.7512,15.679,9.9744,6.9412,18.691
1.045,1.07,1.0562,-4.5214,-13.345,-14.238,211.57,26.731,-5.238,6.5518,1.5719,0.20423,30.664,8.5302,6.8205,3.0991,5.1925,2.3147,10.585,21.325,4.01,20.538
1.045,1.07,1.0563,-4.604,-13.125,-14.394,215.53,26.671,-3.1184,13.062,2.1576,1.5099,35.742,9.207,4.2853,5.9691,5.9729,1.74,4.9,13.742,5.3056,42.493
1.045,1.07,1.0579,-4.2703,-12.29,-12.603,199.72,32.665,-2.8754,4.8425,1.1381,-0.90585,15.143,13.478,7.1539,5.5895,4.8548,1.4591,9.0636,17.415,5.2536,16.967
1.045,1.07,1.0581,-4.6349,-12.727,-13.584,216.07,47.097,-3.4038,6.0254,1.2856,-1.44,30.056,8.6372,5.1643,1.9859,6.4283,1.575,8.6622,9.7961,4.5367,20.651
1.045,1.07,1.058,-5.4791,-15.432,-16.471,255.19,60.226,-4.3687,10.088,0.4577,-1.3181,40.009,5.964,3.867,3.3063,5.4592,1.3782,17.098,11.598,1.1898,28.44
1.045,1.07,1.0514,-5.2713,-15.261,-16.495,245.58,47.781,-1.3557,7.2221,1.6728,-1.0845,35.823,13.027,7.2162,2.415,7.1774,1.8419,9.8218,21.331,3.8154,19.453
1.045,1.07,1.0521,-5.2199,-14.738,-15.722,243.29,51.577,-3.6259,10.408,2.3634,1.0722,31.961,15.276,7.4897,1.9112,4.8279,1.4086,15.228,9.4913,5.706,30.135
1.045,1.07,1.0592,-4.1014,-11.494,-11.738,191.86,33.722,-4.8924,5.3016,2.0648,-1.4858,17.311,8.1363,6.6784,4.2228,4.0085,1.0707,9.885,13.93,6.3526,20.148
1.045,1.07,1.059,-4.7715,-14.125,-14.085,222.96,42.74,-5.0865,5.3462,1.5812,0.044032,19.448,9.799,5.6088,2.9289,9.7591,2.6326,17.301,15.872,5.3377,16.942
1.045,1.07,1.0571,-5.1093,-14.601,-15.228,237.92,54.988,-3.2147,4.4352,1.5346,-1.0576,25.35,12.831,3.5863,3.4099,2.9438,1.5552,18.295,15.544,5.5144,13.184
1.045,1.07,1.0498,-5.934,-16.5,-17.703,275.11,80.107,-3.5612,3.654,1.301,-0.21204,32.434,13.26,6.5948,4.7464,7.5635,1.1938,9.7213,18.418,5.3783,9.0797
1.045,1.07,1.0553,-4.9301,-14.663,-15.08,230.44,39.518,-6.2953,7.7702,1.8159,-0.67757,22.414,14.331,6.4125,2.7401,8.4913,1.4171,13.634,21.672,6.0997,22.528
1.045,1.07,1.0566,-4.5364,-13.61,-14.42,212.29,25.031,-3.6956,5.7639,2.2484,-0.68577,33.095,7.5256,5.2897,3.7083,3.4298,1.4697,15.609,20.048,4.9435,17.842
1.045,1.07,1.0599,-4.1076,-11.271,-11.465,192.59,31.421,-2.3345,12.72,1.62,-0.73595,15.658,8.2402,5.3822,3.7571,4.7404,1.7142,7.9547,12.074,7.1544,49.329
1.045,1.07,1.0492,-5.4795,-15.806,-17.367,254.66,54.937,-2.3932,2.8197,1.5192,-0.16026,46.151,9.894,6.5434,2.2397,8.1006,1.3123,11.093,16.561,5.6042,7.3003
