V2,V6,V9,Theta2,Theta6,Theta9,P1,P4,Q4,P5,P7,P9,P10,Q10,P11,P12,Q12,P13,P14,LoadMargin
1.045,1.07,1.0603,-4.3866,-12.971,-13.457,205.46,25.805,-1.6458,7.3682,-0.33916,24.865,8.3683,3.2745,5.1219,6.0353,1.0503,11.852,18.349,20.304
1.045,1.07,1.0611,-4.5416,-13.641,-13.792,212.6,31.57,-3.5233,5.856,-1.7797,24.138,8.8691,3.2289,3.665,7.5324,1.3423,17.781,16.263,24.747
1.045,1.07,1.0588,-4.5086,-12.592,-12.816,210.6,43.451,-1.3546,8.1375,-0.55001,19.074,5.8674,6.2121,4.5692,7.0145,1.2944,9.2231,15.41,24.422
1.045,1.07,1.0593,-4.7848,-13.313,-13.563,222.98,54.216,-4.1204,5.3155,1.2084,17.327,7.9408,4.9638,3.8438,4.9151,2.0862,13.965,14.641,16.265
1.045,1.07,1.052,-5.3835,-15.412,-16.456,250.67,55.014,-2.4337,7.8594,-1.0695,37.216,6.9823,6.6678,4.5521,7.0798,1.0159,11.59,18.94,19.281
1.045,1.07,1.057,-4.6233,-13.418,-13.887,216.01,36.323,-1.1548,6.566,2.2101,18.973,13.026,5.9594,4.7739,5.3254,1.8544,12.001,17.797,17.143
1.045,1.07,1.0487,-5.7232,-15.711,-17.566,265.7,67.416,-4.5259,7.4891,1.5261,47.12,8.2755,6.8589,3.6533,6.9964,1.817,6.3894,12.711,18.117
1.045,1.07,1.0547,-5.6448,-15.844,-16.806,262.35,68.537,-3.8661,6.8699,0.72903,34.944,8.416,3.8716,3.3705,5.1567,1.904,17.478,13.14,13.866
1.045,1.07,1.0532,-4.9969,-14.188,-15.154,233.06,46.225,-4.2442,8.5743,0.022917,32.758,9.3623,7.9358,4.9876,6.6181,0.70202,9.2833,14.694,19.977
1.045,1.07,1.0553,-4.6271,-13.249,-14.476,216.06,33.861,-5.589,5.8319,0.30502,39.15,8.5978,6.3053,3.8565,5.7749,0.83882,9.6673,10.175,18.795
1.045,1.07,1.0574,-4.527,-13.223,-13.66,211.8,32.881,-4.532,7.3306,0.12831,27.174,6.7803,6.9526,3.7283,3.5087,0.96958,17.35,14.369,11.721
1.045,1.07,1.0536,-5.4758,-15.96,-16.673,254.96,56.979,-4.0511,6.0332,0.96205,33.431,5.4339,5.8248,4.689,6.035,1.9489,18.181,20.128,16.07
1.045,1.07,1.055,-4.7099,-13.126,-14.436,219.69,39.87,-3.3902,7.2749,0.64651,35.031,5.9758,5.548,2.6542,5.4846,1.9313,4.4438,18.959,17.374
1.045,1.07,1.0522,-5.7009,-15.773,-16.231,265.12,74.744,-3.108,11.373,0.52442,26.063,7.6983,8.3696,2.2789,4.9847,1.9747,18.836,14.586,13.385
1.045,1.07,1.0568,-5.0704,-14.31,-15.149,236.33,51.716,-3.0045,8.1445,-1.4069,31.423,9.9995,4.0593,3.2854,5.2044,1.1275,13.885,13.237,15.803
1.045,1.07,1.0524,-5.516,-15.285,-16.217,256.45,67.968,-3.2549,8.3673,-1.6566,28.614,9.6507,6.6309,4.7502,7.0187,2.165,7.8288,20.728,19.126
1.045,1.07,1.0592,-4.6147,-13.226,-13.099,215.7,44.077,-2.5083,8.252,-0.15113,13.234,9.6128,6.5034,3.8054,7.4273,1.1643,14.23,16.263,24.912
1.045,1.07,1.0594,-5.3812,-14.96,-15.207,250.41,69.985,-4.4572,8.0341,-0.94909,22.047,9.3672,2.9841,3.1567,7.1675,1.3105,17.753,11.513,21.02
1.045,1.07,1.0583,-5.4136,-14.994,-15.497,251.86,68.404,-5.1615,8.1802,1.7444,25.61,8.6941,3.2788,2.3266,9.4885,2.3497,14.215,10.74,27.619
1.045,1.07,1.0559,-5.1715,-14.68,-14.711,240.84,61.851,-4.6252,5.8829,2.0067,13.061,9.1658,7.6011,1.7877,7.3805,1.4571,15.299,22.723,21.438
1.045,1.07,1.0561,-4.8919,-13.898,-14.002,228.09,53.434,-2.284,6.494,-1.024,19.117,11.311,8.0313,3.9259,4.0945,1.5235,19.142,11.504,12.978
1.045,1.07,1.058,-4.539,-13.296,-14.077,212.55,27.412,-3.9539,9.4588,-0.17891,36.144,8.0088,4.9529,2.8283,7.4751,1.7921,13.926,9.0095,24.979
1.045,1.07,1.0564,-5.4705,-15.328,-16.349,254.54,61.546,-5.5577,8.0447,3.8373,30.802,13.042,2.9855,2.6845,6.6591,1.3344,14.489,10.685,18.744
1.045,1.07,1.048,-5.6706,-16.138,-17.762,263.83,57.355,-3.4003,9.7025,-0.90185,42.156,9.5652,7.435,4.1503,7.1541,0.91766,5.9141,24.579,17.614
1.045,1.07,1.0558,-5.2226,-15.127,-15.665,243.92,47.97,-5.194,12.256,1.2599,24.52,14.836,5.7753,3.7447,6.2712,1.3625,16.75,14.664,18.141
1.045,1.07,1.0532,-5.748,-16.054,-17.386,266.73,72.555,-4.2905,3.8022,-0.93654,41.197,9.539,3.7913,4.2867,8.8859,0.98561,10.807,12.351,23.229
1.045,1.07,1.0554,-4.7137,-13.667,-15.3,220.37,26.528,-4.8225,8.8807,0.92004,44.013,10.084,3.6454,1.6148,5.2229,1.456,8.6216,15.162,15.954
1.045,1.07,1.0589,-4.932,-13.354,-14.158,229.29,61.502,-4.4476,3.4867,-0.19448,30.437,4.7933,3.4368,4.5511,4.8092,1.2234,11.77,8.0267,15.668
1.045,1.07,1.0539,-4.8206,-14.479,-15.173,225.51,30.289,-3.9879,8.2979,1.4103,28.687,11.512,7.7473,3.3232,6.3608,0.78598,14.414,21.202,18.433
1.045,1.07,1.0614,-4.4048,-13.033,-13.189,206.18,31.066,-3.3005,5.498,-0.12061,15.774,10.401,3.0284,3.0036,2.6399,2.5748,17.664,21.934,8.6759
1.045,1.07,1.0559,-4.7831,-12.933,-13.935,222.98,50.482,-5.188,9.2288,-0.58032,31.767,6.6092,6.5648,2.5955,3.0692,1.6589,9.8149,10.532,10.211
1.045,1.07,1.0544,-4.949,-13.98,-14.738,230.72,48.615,-2.6943,7.5081,0.84476,25.607,15.219,7.4633,4.3059,9.3994,1.0973,7.7045,11.231,29.067
1.045,1.07,1.0539,-5.4687,-16.528,-16.942,255.13,49.249,-4.2382,7.2283,-0.55907,34.913,4.3303,5.8929,3.2233,7.8035,2.1565,23.065,22.611,19.998
1.045,1.07,1.0516,-5.4339,-15.695,-16.744,253.09,53.308,-3.4417,8.0638,0.73038,33.125,9.1419,6.5681,3.9582,4.1815,2.2312,14.135,23.499,10.963
1.045,1.07,1.0577,-5.216,-15.612,-15.317,243.79,49.332,-4.0119,10.413,-0.19193,16.668,9.1293,5.715,4.9016,5.8804,2.1763,24.864,20.81,16.461
1.045,1.07,1.0591,-4.3589,-13.005,-13.195,204.58,23.812,-4.3364,10.453,-1.4698,21.179,10.181,6.1218,3.0107,6.9466,2.5577,13.864,18.619,23.323
1.045,1.07,1.0518,-5.0473,-14.798,-15.674,235.43,42.767,-4.3101,5.9202,0.79263,30.55,9.4142,8.6369,4.2964,6.6269,1.8053,11.095,22.894,18.474
1.045,1.07,1.0527,-5.5072,-15.274,-16.974,255.93,61.144,-3.4056,6.8996,-0.64778,40.953,9.529,3.392,3.7495,6.4928,1.2151,4.6666,19.996,17.391
1.045,1.07,1.0554,-4.9221,-13.555,-14.907,228.92,52.09,-2.9879,3.4845,-0.48812,33.988,7.1645,4.1045,2.7148,4.0625,2.2733,5.9915,19.586,12.437
1.045,1.07,1.0586,-4.8428,-13.924,-13.847,226.06,51.324,-6.3423,6.4671,-0.86502,16.052,11.577,6.9131,2.8096,7.6717,1.0987,17.54,13.556,24.708
1.045,1.07,1.0637,-4.3676,-12.029,-12.233,204.14,43.501,-6.8669,7.5126,-0.65082,17.71,8.7676,2.826,3.3076,6.5478,1.3892,11.268,8.4602,24.636
1.045,1.07,1.057,-5.1605,-14.804,-15.032,240.38,58.435,-4.3238,5.265,-0.52869,23.942,6.8982,5.7384,3.7236,5.4154,1.9215,19.795,16,16.048
1.045,1.07,1.0488,-4.9634,-15.609,-17.095,232.49,14.219,-3.0509,9.1464,0.4495,49.061,9.6441,7.909,6.0115,6.5026,1.304,13.299,23.354,16.127
1.045,1.07,1.0512,-5.3562,-14.635,-15.479,249.36,64.697,-4.8417,11.838,-1.5665,22.622,12.489,9.4909,2.7403,3.9734,0.80479,8.2274,21.922,11.199
1.045,1.07,1.0632,-4.195,-12.28,-12.587,196.82,22.838,-4.6231,8.7626,1.7312,22.876,6.9938,2.6414,3.9993,7.9895,0.87101,11.708,12.771,29.6
1.045,1.07,1.0529,-5.9817,-16.463,-17.565,277.52,81.996,-4.4052,7.2643,-0.10235,41.326,6.3169,4.5215,3.4013,9.6682,2.1806,14.103,8.1355,24.604
1.045,1.07,1.0551,-5.1303,-14.426,-15.164,238.62,58.445,-1.9882,3.8623,0.19282,30.822,10.144,5.9837,5.8428,7.4205,1.7381,13.027,7.7935,22.328
1.045,1.07,1.0562,-4.9661,-14.188,-14.959,231.31,50.029,-5.5161,3.3038,1.4672,32.064,7.3502,5.8266,5.539,9.1043,1.1832,10.91,11.181,28.211
1.045,1.07,1.0522,-5.2956,-15.344,-16.694,247.01,43.599,-4.0073,10.253,1.9003,36.674,9.2438,5.4677,5.0776,6.2414,1.0145,8.1144,23.698,16.624
1.045,1.07,1.0569,-5.1877,-14.531,-15.619,241.86,51.645,-3.8008,10.9,-0.090412,27.255,12.738,2.3552,3.6061,2.026,1.3184,11.418,20.786,5.8889
1.045,1.07,1.0517,-5.645,-16.427,-17.425,262.49,60.699,-3.3703,4.469,0.37788,42.229,6.7093,6.122,1.8849,7.2011,1.1096,20.323,14.746,18.543
1.045,1.07,1.0517,-5.7648,-16.701,-17.56,268.48,61.263,-4.1746,10.792,-0.78474,37.59,7.9767,6.4422,5.0094,10.818,1.3269,13.374,17.978,27.397
1.045,1.07,1.0565,-4.9509,-14.161,-14.998,230.64,47.915,-2.5587,4.0335,1.1942,33.778,9.6048,4.7287,5.2116,7.4494,0.819,13.704,7.5045,23.074
1.045,1.07,1.0547,-4.9625,-14.048,-14.743,231.4,49.268,-4.4123,7.6052,0.50159,30.765,6.7871,7.6881,3.5531,6.9185,1.2184,12.604,13.044,21.444
1.045,1.07,1.0532,-5.2258,-14.693,-15.352,243.26,59.274,-3.5147,6.9502,0.29129,23.156,9.1307,7.7014,1.4934,4.1747,1.3283,13.319,23.561,11.785
1.045,1.07,1.0506,-5.7638,-16.111,-17.527,267.75,68.312,-3.4524,7.6311,-0.20492,47.847,6.3764,6.0542,3.1169,5.5474,2.4407,16.596,8.2583,14.366
1.045,1.07,1.0613,-4.2121,-12.241,-12.315,197.3,30.217,-6.2154,5.7618,0.74474,20.332,3.9623,5.6611,2.8654,5.1897,1.4273,16.019,14.89,19.078
1.045,1.07,1.0501,-6.0429,-17.323,-18.333,281.01,70.782,-4.2582,10.616,-1.9544,42.97,10.052,6.7482,3.3048,4.4534,0.81393,23.84,11.053,10.787
1.045,1.07,1.059,-5.0013,-13.471,-14.365,232.51,62.586,-2.5939,5.256,-1.3448,29.899,8.4157,2.3341,4.1928,3.8796,1.5071,11.778,7.4464,12.43
1.045,1.07,1.0525,-5.5558,-15.326,-16.265,258.21,69.188,-1.9523,8.5951,0.41719,27.89,10.633,6.3681,3.589,5.7898,2.2017,10.569,18.215,15.767
1.045,1.07,1.0554,-5.2168,-14.876,-15.811,242.87,53.954,-2.9235,5.5803,0.56415,26.636,14.797,4.13,3.1322,5.1075,1.0758,12.669,18.709,14.585
1.045,1.07,1.0582,-5.0141,-14.833,-15.72,234.08,39.402,-5.0888,6.0692,0.83753,44.162,5.6339,2.4842,4.622,8.0227,1.5325,19.888,4.8973,24.101
1.045,1.07,1.0575,-4.3157,-12.505,-13.101,202.02,28.16,-5.2181,6.5448,-0.17096,29.913,5.8018,7.2573,3.0757,5.3942,1.5447,12.789,12.883,19.014
1.045,1.07,1.0534,-5.7475,-15.31,-16.389,266.98,80.052,-5.7368,12.148,-0.87037,33.288,5.0371,5.5782,3.1558,3.7682,2.122,11.507,14.725,10.242
1.045,1.07,1.0581,-4.2835,-12.841,-13.225,200.9,21.014,-3.7147,7.559,-0.13475,18.683,12.051,6.2775,2.2067,5.4548,1.1442,11.575,24.61,17.083
1.045,1.07,1.0516,-5.6768,-16.085,-17.522,263.57,66.334,-6.2342,2.7522,0.47886,37.2,10.249,4.9394,2.2944,7.0393,1.407,9.5041,23.513,17.87
1.045,1.07,1.0594,-4.4574,-12.691,-13.445,208.39,33.736,-4.5964,7.0182,0.25277,34.549,1.2162,4.2574,3.0887,4.6122,1.3829,13.488,12.273,16.089
1.045,1.07,1.0509,-4.884,-13.554,-15.437,227.64,38.98,-2.7769,8.5637,1.4372,40.28,10.933,6.7226,3.8419,0.63045,2.2181,4.7763,18.027,1.8544
1.045,1.07,1.0524,-5.3262,-15.138,-16.386,248.07,52.184,-3.0548,8.7372,0.15423,42.358,7.0569,6.1834,3.7026,5.9006,1.7282,13.56,12.351,16.529
1.045,1.07,1.0639,-4.5014,-12.181,-12.685,210.27,45.46,-3.6102,10.291,-0.50738,16.774,12.167,0.32097,2.1556,1.3166,1.5536,12.813,11.518,4.7739
1.045,1.07,1.0534,-4.9091,-14.438,-16.031,229.04,32.66,-4.3249,4.7184,0.43811,45.246,7.2408,4.5951,3.4141,5.0593,1.3262,9.9864,19.934,14.315
1.045,1.07,1.0571,-4.6978,-13.12,-13.962,219.27,42.877,-6.3914,7.7344,2.1042,28.902,8.2586,6.2194,3.4451,8.573,0.81779,6.7898,11.462,28.69
1.045,1.07,1.0535,-5.1745,-15.077,-16.3,241.46,41.836,-3.9734,9.1435,-0.24013,41.791,8.0888,5.343,4.165,6.9555,1.24,12.408,15.889,19.596
1.045,1.07,1.0572,-4.4513,-11.638,-12.086,207.35,55.217,-4.2856,6.4583,-1.8499,18.783,1.8434,8.3047,1.5647,3.8252,1.5205,5.4913,17.813,13.758
1.045,1.07,1.0612,-4.5364,-12.564,-12.881,211.69,47.094,-4.5652,5.9674,0.29363,18.231,9.7786,3.8418,4.0112,6.9124,2.1943,10.293,10.665,24.552
1.045,1.07,1.0576,-4.762,-13.708,-14.068,222.71,40.418,-5.54,10.611,0.42718,24.442,8.4651,6.5376,4.1059,4.1617,1.4252,17.225,13.357,13.517
1.045,1.07,1.0559,-5.0376,-14.425,-15.012,234.89,50.205,-4.1539,7.0007,0.40143,22.305,11.008,5.7809,2.806,5.7573,1.9768,12.631,21.815,16.962
1.045,1.07,1.0485,-5.6126,-16.453,-18.1,261.22,49.632,-4.2422,6.2881,2.0121,43.861,14.818,6.7334,3.0286,7.8108,1.6144,11.369,18.632,19.259
1.045,1.07,1.0488,-5.2998,-14.744,-16.244,246.13,58.783,-1.7248,3.2447,1.3822,41.674,9.15,9.1098,4.2838,5.4738,1.0626,9.2457,10.919,15.297
1.045,1.07,1.0604,-3.7142,-10.741,-10.675,174.7,15.947,-3.9472,8.5415,0.70694,12.744,8.1501,8.5979,1.8116,6.1107,0.75443,10.15,15.029,24.724
1.045,1.07,1.0556,-4.7436,-13.666,-14.165,221.62,40.274,-4.2203,8.0755,1.1948,26.344,9.9243,7.968,3.3085,6.4723,1.3489,14.481,12.145,20.87
1.045,1.07,1.0547,-4.3474,-12.468,-13.823,203.11,26.606,-4.9565,3.774,-0.84384,40.003,12.466,7.1573,3.8096,3.7635,1.7618,9.8443,5.9858,12.75
1.045,1.07,1.0545,-5.5225,-15.473,-16.033,257.03,67.155,-2.7161,10.181,-1.503,26.197,11.516,5.8774,3.383,5.1777,1.2756,17.062,14.758,14.335
1.045,1.07,1.0558,-5.2336,-14.125,-14.459,243.5,71.307,-4.4919,9.507,-2.594,15.182,9.6989,6.9855,2.0132,4.5659,1.9179,10.776,21.245,13.605
1.045,1.07,1.0616,-3.9413,-11.396,-11.788,184.96,19.974,-4.843,6.964,-0.87545,26.775,8.6519,5.1413,3.6402,6.6049,1.4339,12.286,4.8255,26.267
1.045,1.07,1.0576,-4.4068,-12.422,-12.907,205.97,35.896,-0.62527,7.7042,0.72802,25.613,6.8358,6.7068,1.8308,4.4471,1.7499,13.817,11.157,15.705
1.045,1.07,1.0512,-5.5475,-15.489,-16.566,257.95,64.875,-4.3963,8.1273,1.1972,35.702,6.9902,7.6992,3.8166,3.6387,1.4613,15.25,15.112,9.8813
1.045,1.07,1.0603,-4.9073,-14.102,-14.139,229.12,50.089,-5.3392,7.9871,0.90033,18.16,8.7518,4.25,3.5956,8.9879,2.1235,15.53,14.919,28.591
1.045,1.07,1.0489,-5.5901,-15.881,-17.78,260.09,52.643,-2.4632,9.2591,1.0809,44.701,12.081,5.5733,3.5845,5.5373,1.0738,6.6978,20.863,13.922
1.045,1.07,1.0585,-4.5675,-12.702,-13.371,213.19,42.432,-4.9027,6.701,2.2143,20.511,11.453,5.3317,4.7624,6.4072,2.2132,6.6681,13.422,22.101
1.045,1.07,1.0593,-4.4647,-12.36,-13.034,208.59,39.81,-3.3194,8.4969,-1.3742,29.458,5.1007,4.8073,4.5195,4.7255,0.8325,10.288,9.4776,16.88
1.045,1.07,1.0547,-4.8997,-13.609,-14.691,228.11,50.6,-2.5521,5.1601,-0.65068,33.575,8.9572,6.1892,2.9209,5.6938,1.4724,9.0237,12.773,17.856
1.045,1.07,1.0545,-5.0055,-14.256,-14.866,233.72,46.298,-3.2836,11.341,0.86761,26.504,8.1251,7.5329,3.8836,5.3282,1.3563,13.096,17.63,16.091
1.045,1.07,1.0559,-5.0788,-14.698,-15.535,237.12,44.085,-4.3465,9.8133,-0.26946,34.662,8.845,4.8987,3.9224,5.2533,1.1566,16.351,13.535,15.601
1.045,1.07,1.0546,-5.4522,-16.1,-16.444,254.5,51.885,-5.2115,11.174,0.93703,32.138,8.9928,6.7869,2.5114,10.699,1.0594,20.741,12.608,29.209
1.045,1.07,1.0591,-4.2369,-12.195,-12.784,198.47,25.842,-2.8357,8.0329,0.063089,24.463,7.1965,5.3195,1.0484,4.2787,1.2612,11.139,18.953,14.965
1.045,1.07,1.0559,-4.5753,-12.675,-13.129,213.35,47.734,-3.3947,5.3078,-0.95312,25.295,6.0969,8.6997,3.0228,4.1457,2.6588,13.341,10.718,14.283
1.045,1.07,1.0536,-5.0612,-14.838,-15.689,236.23,42,-3.2748,7.9038,-0.58736,37.685,7.6107,7.0173,1.8958,8.4057,1.1349,14.841,15.552,24.343
1.045,1.07,1.0516,-5.8175,-16.688,-17.81,270.3,67.748,-4.1787,5.3802,-0.87268,40.05,6.0876,5.1079,5.2216,5.2826,2.2376,16.71,19.853,13.171
1.045,1.07,1.0546,-5.677,-16.391,-17.282,264.45,59.242,-5.1063,10.452,1.1487,26.671,16.355,3.3602,4.3392,4.5857,2.1356,16.57,20.964,11.807
1.045,1.07,1.0571,-4.6769,-12.998,-13.572,218.33,45.625,-3.9947,8.8203,-0.44562,21.266,10.317,6.5682,4.7879,2.4751,1.4453,11.565,14.804,8.2803
1.045,1.07,1.0618,-4.3012,-12.823,-13.262,201.23,26.457,-2.7401,2.4531,0.29084,17.022,16.826,1.9664,4.7151,7.1532,1.7752,10.349,18.202,24.367
1.045,1.07,1.0556,-5.1165,-14.341,-15.327,237.86,57.949,-3.8389,2.2585,0.3839,30.883,12.121,4.7847,3.71,6.5754,1.5561,11.441,11.469,19.758
1.045,1.07,1.0545,-5.3825,-15.017,-15.432,250.41,66.939,-5.0638,7.3417,2.6651,22.704,7.2229,7.5599,5.3194,5.0373,1.8451,16.363,14.414,14.493
1.045,1.07,1.0529,-5.4588,-15.174,-16.137,253.89,64.843,-5.6213,7.9331,1.1559,27.125,12.479,6.8045,3.4213,4.9191,1.3726,11.624,17.555,13.689
1.045,1.07,1.0586,-4.2173,-12.692,-12.352,197.48,29.917,-2.7512,2.7363,-0.92923,6.7686,13.854,8.4439,4.9623,7.0157,1.2648,14.03,21.498,23.236
1.045,1.07,1.0531,-4.4633,-12.354,-12.694,208.47,42.527,-2.3928,8.5051,-0.31272,16.324,14.48,12.286,2.4045,6.077,1.4017,8.377,11.87,21.029
1.045,1.07,1.0527,-5.3103,-15.096,-15.975,247.37,55.764,-4.3792,8.5858,-0.76259,30.61,7.7677,7.1736,5.0266,2.2868,1.0784,14.847,21.02,6.3576
1.045,1.07,1.0598,-4.8877,-14.743,-14.883,228.65,36.828,-2.7987,8.2189,-0.40992,24.059,7.459,3.0203,6.0833,9.3382,1.4329,16.359,20.41,27.852
1.045,1.07,1.054,-4.7109,-13.517,-14.792,220,34.932,-7.6703,6.5498,-0.064257,37.395,13.506,7.3256,1.484,5.9424,1.9959,10.181,10.821,18.81
1.045,1.07,1.0519,-4.9777,-14.363,-15.843,232.29,37.003,-4.5472,8.2218,0.80009,45.934,7.4353,7.1392,5.3828,3.347,1.1782,12.997,10.752,9.8138
1.045,1.07,1.053,-5.189,-14.535,-15.819,241.75,51.451,-4.7683,9.1813,-0.15171,41.273,9.4896,6.5221,4.0695,6.1198,1.4643,11.465,7.5439,18.002
1.045,1.07,1.0594,-5.1018,-14.009,-14.532,237.67,59.099,-1.4694,10.142,2.057,25.035,8.152,2.6984,3.5906,6.1171,1.2434,14.674,7.9457,19.117
1.045,1.07,1.0565,-5.0406,-13.964,-15.074,235.1,49.453,-3.7999,11.552,-0.63515,39.243,7.1922,4.1595,3.9449,6.415,0.89848,11.112,6.2796,19.957
1.045,1.07,1.0607,-4.4606,-12.611,-13.453,208.39,35.264,-4.5207,5.9378,0.81065,30.201,9.2424,2.4596,3.8854,7.226,2.9909,9.1627,8.5519,25.518
1.045,1.07,1.0581,-4.8028,-13.026,-13.779,223.9,52.6,-2.7183,9.5715,-1.484,26.734,3.5708,4.2122,2.6548,2.2769,2.6318,10.577,17.713,7.463
1.045,1.07,1.0538,-5.6472,-15.645,-16.389,262.45,73.357,-3.3639,8.4166,-1.1273,34.646,4.3202,5.8888,4.9112,7.4954,1.8189,14.547,12.225,20.414
1.045,1.07,1.054,-4.9114,-14.23,-15.349,229.21,38.35,-2.7072,7.2114,0.91737,37.875,7.5666,6.0126,2.9509,5.92,2.1431,12.195,16.005,17.676
1.045,1.07,1.0591,-4.4547,-12.844,-13.771,208.53,28.425,-5.963,8.6751,-1.2562,30.029,8.7233,3.7218,5.3497,3.1841,1.4417,9.6736,17.478,10.733
1.045,1.07,1.0544,-5.2017,-14.365,-15.464,242.28,55.589,-4.403,10.09,1.6124,26.576,14.857,5.6778,5.5225,5.7774,1.4359,6.422,14.368,17.1
1.045,1.07,1.0565,-4.6828,-13.591,-14.567,218.84,33.932,-4.6627,7.1842,-1.0774,36.719,9.3522,5.3371,3.5515,5.2213,1.1742,13.642,11.208,16.792
1.045,1.07,1.0536,-4.9664,-14.165,-15.276,231.78,42.095,-4.3505,9.282,0.59031,35.117,7.2544,6.8409,4.4423,5.994,2.0271,8.7289,17.809,17.914
1.045,1.07,1.0551,-5.0815,-14.078,-15.34,236.51,53.702,-3.2024,6.5905,-1.1151,35.335,9.7166,4.3384,2.5201,4.936,2.1595,9.0162,14.883,14.853
1.045,1.07,1.0532,-5.8621,-16.728,-17.352,272.03,77.074,-2.2154,2.7472,-0.17901,26.642,9.5458,4.8054,3.2128,8.8503,1.2837,15.145,23.755,21.937
1.045,1.07,1.0573,-4.9282,-14.274,-15.091,229.82,44.036,-2.7152,5.0974,-0.25423,32.052,8.5157,3.5637,3.5657,7.6138,1.8251,12.333,16.555,23.153
1.045,1.07,1.0558,-4.7583,-14.004,-14.094,221.87,46.065,-3.3019,1.1602,0.14425,19.427,10.145,8.4311,4.9924,6.3613,1.6658,17.562,16.347,19.906
1.045,1.07,1.0547,-5.1517,-14.791,-15.616,240,51.628,-4.7764,5.6506,0.47845,32.341,6.646,5.813,1.8585,3.5781,2.4784,17.636,18.737,10.332
1.045,1.07,1.0517,-5.4548,-15.491,-17.003,253.61,57.16,-5.6939,4.49,0.90336,46.99,5.6204,5.6941,3.1398,1.7644,1.5466,18.159,12.579,4.7781
1.045,1.07,1.056,-4.7376,-13.096,-14.071,220.96,45.573,-5.0975,7.7053,0.2855,29.099,8.7099,6.3351,3.4096,4.8066,1.9035,7.7425,14.282,15.797
1.045,1.07,1.0579,-4.8315,-13.691,-14.515,225.45,44.329,-4.6555,7.5347,0.047577,32.471,1.1603,3.9662,4.2839,3.7868,1.3859,12.442,19.495,11.898
1.045,1.07,1.0542,-5.0022,-14.021,-15.292,233.1,48.07,-5.809,7.1281,-0.4151,32.481,13.372,5.8623,3.702,5.4515,2.2611,6.9332,15.769,16.469
1.045,1.07,1.0563,-4.7224,-13.412,-13.829,220.53,44.634,-5.4388,7.8366,-0.49723,28.254,6.7132,8.1669,3.2532,7.6419,1.7716,13.782,9.6648,25.339
1.045,1.07,1.0559,-5.2769,-14.523,-15.037,245.54,66.612,-5.1152,8.0511,0.021799,20.601,11.385,6.1728,4.7783,4.8537,1.2902,13.077,14.317,14.429
1.045,1.07,1.0537,-5.2096,-14.734,-15.889,242.39,54.464,-2.9275,4.9084,0.069889,38.111,9.6373,5.5164,2.7833,5.5838,2.3363,13.991,11.324,16.176
1.045,1.07,1.0549,-5.2759,-15.593,-15.919,246.21,49.347,-3.0832,8.7884,0.59834,29.69,6.9301,6.6241,4.137,8.2796,1.057,19.72,16.696,23.141
1.045,1.07,1.0617,-4.7153,-13.9,-13.683,220.23,44.707,-2.8413,4.2129,0.30019,17.111,11.16,3.5958,3.8492,8.3043,1.2557,21.371,9.8453,27.266
1.045,1.07,1.0571,-4.8542,-13.432,-14.174,225.96,53.588,-2.3896,4.3999,0.71343,29.752,3.7572,5.2772,3.6922,6.1287,0.52076,10.651,13.429,19.765
1.045,1.07,1.0539,-5.2313,-15.241,-16.345,243.73,47.248,-3.856,5.3659,1.541,42.018,6.2288,5.1766,2.1993,5.9688,2.0532,17.941,13.512,16.782
1.045,1.07,1.05,-5.8281,-16.523,-17.692,270.72,69.135,-2.632,6.6849,0.48007,38.482,9.8104,6.7497,3.957,4.0649,1.8933,17.817,15.505,10.215
1.045,1.07,1.0553,-4.739,-14.57,-15.322,222.22,20.102,-3.5276,10.839,0.1684,35.804,10.039,5.7529,2.7522,6.5378,2.9099,17.741,18.619,19.07
1.045,1.07,1.0533,-5.2308,-15.14,-16.17,244.23,43.865,-5.9571,11.759,2.1857,43.647,6.2061,7.0217,4.197,6.6583,0.79088,17.922,6.2653,19.155
1.045,1.07,1.0565,-5.0103,-13.961,-14.797,233.55,52.721,-2.8419,9.0847,-2.8691,26.319,8.2659,4.3258,3.3978,4.4559,1.3613,8.5085,22.881,13.354
1.045,1.07,1.0629,-3.9535,-11.497,-11.673,185.54,20.973,-2.7142,7.0157,-0.57148,15.263,5.1854,3.4181,2.5805,6.8424,1.3509,7.0122,24.664,23.703
1.045,1.07,1.056,-4.5813,-13.091,-13.834,214.09,36.372,-4.8543,7.4047,-0.15344,26.994,11.004,7.2392,3.5611,6.007,2.2461,9.7087,14.464,19.938
1.045,1.07,1.058,-5.0749,-14.423,-14.905,236.49,54.98,-2.7804,6.7466,-1.9329,28.211,7.6504,3.9794,3.9986,5.261,1.8105,17.316,13.355,16.031
1.045,1.07,1.0568,-4.8271,-14.324,-14.984,225.7,34.785,-4.5818,7.9075,-0.60775,27.519,9.4667,4.8073,4.6695,9.4111,1.8405,8.924,23.561,27.67
1.045,1.07,1.0567,-4.7453,-13.726,-14.57,221.5,38.881,-4.3338,5.3682,0.079932,30.474,11.182,5.1988,3.3964,3.8218,1.9761,14.991,13.85,12.136
1.045,1.07,1.0582,-4.8168,-13.584,-14.338,224.82,45.113,-2.7858,8.7651,-1.9216,29.387,10.386,3.7665,4.4736,6.526,2.5462,10.67,11.765,21.099
