V2,V6,V9,Theta2,Theta6,Theta9,P1,P4,Q4,P5,P7,P9,P10,P11,P12,P13,P14,LoadMargin
1.045,1.07,1.0588,-4.3096,-11.829,-12.435,201.56,35.306,-2.1937,10.085,0.80288,20.185,8.7833,3.5877,3.1544,7.7853,14.317,129.17
1.045,1.07,1.0551,-5.4047,-16.103,-16.477,252.11,51.581,-6.2938,7.23,0.87946,27.364,9.3471,4.5559,5.1539,22.878,20.291,138.19
1.045,1.07,1.0575,-4.9396,-14.513,-14.66,230.35,48.597,-3.1394,3.3798,0.53028,23.767,8.7866,4.7217,4.7501,22.595,12.815,148.94
1.045,1.07,1.0546,-5.1517,-14.607,-15.545,239.91,52.008,-4.1119,6.0865,3.9812,28.084,10.143,2.8437,8.18,9.3242,17.903,151.88
1.045,1.07,1.055,-4.862,-14.321,-15.207,226.93,37.765,-3.3266,4.9332,-0.24997,34.122,6.6642,5.421,7.5297,10.573,20.057,111.76
1.045,1.07,1.0546,-4.8497,-14.202,-15.303,226.6,34.241,-3.9754,8.2041,-1.1821,37.945,10.432,4.209,7.5981,10.145,15.095,103.15
1.045,1.07,1.0514,-5.645,-15.96,-17.398,262.55,61.062,-5.5659,8.2341,0.62511,48.167,5.5161,2.2863,6.3668,15.674,10.943,160.96
1.045,1.07,1.0565,-5.1615,-14.527,-15.049,240.25,60.016,-5.32,5.15,1.0078,24.344,9.9813,3.6054,8.8771,12.12,13.828,180.59
1.045,1.07,1.053,-5.4364,-15.332,-16.41,252.98,59.909,-4.3147,7.7978,-0.22359,33.603,8.6778,1.9411,6.3936,11.408,20.654,163.43
1.045,1.07,1.0578,-4.9588,-14.624,-14.764,231.37,47.443,-4.9101,4.2681,1.0278,24.23,6.8907,2.4219,7.8602,20.094,16.568,143.76
1.045,1.07,1.0602,-4.3601,-12.648,-12.669,204.48,30.213,-3.1312,11.607,-0.72771,14.568,12.847,3.9868,4.7545,15.068,14.31,106.77
1.045,1.07,1.0517,-5.4575,-15.943,-17.145,254.41,48.43,-3.1903,9.6255,-0.32182,40.584,9.4269,4.9338,8.9714,10.91,18.958,127.05
1.045,1.07,1.0574,-4.5439,-12.192,-13.132,211.66,48.7,-3.8562,5.259,-0.33195,26.97,7.8768,1.344,5.8176,4.844,12.69,170.75
1.045,1.07,1.0573,-4.7976,-13.536,-14.178,223.92,45.621,-4.5334,8.1296,-0.07375,32.935,2.9548,3.1527,5.7433,14.571,11.308,148.79
1.045,1.07,1.0525,-5.5982,-15.353,-16.566,260.01,70.919,-3.4442,7.4023,-0.86583,36.7,11.072,3.8217,7.7233,9.6972,10.16,194
1.045,1.07,1.0574,-5.0271,-14.448,-14.655,235.15,46.14,-4.3555,14.939,-1.1423,21.427,8.3784,3.5708,2.2911,20.058,18.654,139.59
1.045,1.07,1.0557,-4.9179,-13.684,-14.62,229.28,49.065,-4.3817,8.3949,0.30547,30.637,4.5214,3.8049,4.6233,8.9779,18.711,152.64
1.045,1.07,1.0522,-5.8522,-16.586,-17.419,271.86,73.171,-2.7248,6.888,-0.39627,34.921,8.6743,3.3654,8.5252,16.249,15.578,185.75
1.045,1.07,1.0533,-5.2794,-14.123,-15.56,245.56,62.003,-3.4165,10.904,0.061072,40.479,4.1365,4.3703,7.7355,2.9937,11.137,183.36
1.045,1.07,1.0578,-4.9034,-14.45,-14.604,229.1,42.876,-3.7475,7.6089,1.2719,23.768,8.3839,3.5364,8.4461,18.216,14.767,132.19
1.045,1.07,1.0494,-5.8353,-16.883,-18.466,271.28,59.405,-4.0649,6.6134,2.0288,53.066,7.5386,3.2403,6.516,19.162,8.9779,145.95
1.045,1.07,1.0549,-5.0987,-14.119,-15.201,237.01,59.702,-6.0636,2.5708,-0.72453,32.429,9.5984,2.5495,7.1293,8.4579,14.267,180.85
1.045,1.07,1.0506,-5.9795,-17.734,-18.536,278.16,63.303,-2.5439,7.005,0.88516,35.342,12.932,2.0987,9.229,20.849,20.643,148.13
1.045,1.07,1.0587,-4.6477,-12.166,-12.778,216.46,58.106,-5.1552,7.9451,-0.79081,18.332,10.511,2.3005,6.1146,4.4837,10.592,205.03
1.045,1.07,1.0567,-4.6284,-13.231,-14.227,216.2,36.062,-6.3952,6.5699,-0.22667,35.795,7.4689,3.9558,5.8192,10.89,11.016,119.48
1.045,1.07,1.0568,-4.613,-13.344,-14.132,215.64,33.558,-3.2615,7.6169,0.46514,32.884,6.4468,2.79,6.9886,11.634,14.398,109.68
1.045,1.07,1.0537,-4.9521,-14.331,-15.592,231.26,37.114,-3.8677,9.4049,-0.79626,41.458,5.4557,3.4557,5.4993,10.59,18.638,108.55
1.045,1.07,1.054,-5.1412,-14.552,-15.628,239.54,50.46,-4.0633,7.6862,0.88283,33.621,5.0551,4.0546,4.6322,10.352,21.413,145.03
1.045,1.07,1.0512,-5.7566,-17.064,-17.908,268.08,56.808,-3.2452,8.0023,0.19285,33.412,11.221,3.9504,7.0009,18.027,24.729,136.95
1.045,1.07,1.0558,-5.0857,-14.329,-14.959,236.62,58.266,-3.6305,3.4743,0.0081396,25.138,10.677,5.4527,2.3823,16.833,13.392,176.41
1.045,1.07,1.0561,-4.7987,-14.54,-15.1,224.49,31.181,-4.5148,6.7188,-1.1325,29.907,10.237,2.9194,8.514,14.766,21.431,91.197
1.045,1.07,1.0601,-4.3668,-12.864,-12.987,204.76,27.748,-3.6452,9.6208,-0.28705,22.449,11.634,6.5711,9.8845,12.567,6.7928,98.392
1.045,1.07,1.0617,-4.4275,-11.872,-11.634,206.39,56.275,-4.0087,5.0974,1.1579,2.2002,10.805,3.9039,6.4397,8.8959,13.537,207.37
1.045,1.07,1.0541,-5.1026,-14.168,-15.353,237.87,50.329,-2.9572,11.085,-0.5727,39.12,7.8257,2.0771,3.1545,14.266,9.6686,151.91
1.045,1.07,1.0572,-4.9758,-14.274,-14.449,232.55,47.504,-3.1393,12.397,-0.68293,16.616,8.0691,3.0839,6.6865,12.284,25.803,138.88
1.045,1.07,1.0555,-5.2327,-14.554,-15.264,243.71,59.653,-3.3099,9.4614,-0.4726,32.804,6.2114,4.0599,6.6887,14.238,9.5364,178.08
1.045,1.07,1.0544,-5.4249,-15.378,-16.191,252.8,58.075,-4.7344,11.048,-0.62315,33.711,10.267,4.8886,6.1089,15.925,10.889,163.6
1.045,1.07,1.0621,-3.9292,-11.132,-11.199,184.18,27.346,-5.141,5.9695,-0.12501,14.577,6.4405,2.9178,3.1426,12.661,15.016,108.57
1.045,1.07,1.0556,-5.1461,-14.554,-15.254,240.17,50.503,-4.2161,12.182,0.5603,26.682,10.231,3.9258,5.7781,12.54,16.515,150.14
1.045,1.07,1.0531,-5.1942,-15.815,-16.727,242.76,34.722,-4.7289,8.6122,-1.0298,36.736,12.113,3.8715,7.8164,16.004,22.118,91.473
1.045,1.07,1.0582,-4.747,-12.833,-13.458,221.37,52.568,-4.8895,9.5566,-0.10758,28.01,3.5665,4.4669,6.4739,8.7033,8.8857,179.4
1.045,1.07,1.0594,-4.2102,-11.573,-12.22,196.89,33.802,-4.3496,7.8724,0.75645,22.144,8.9862,2.2154,1.4135,11.161,11.391,127.63
1.045,1.07,1.0567,-4.9443,-13.867,-14.429,230.45,52.745,-3.7819,7.0993,0.10478,23.11,7.1337,5.8545,6.8948,8.5579,18.577,164.19
1.045,1.07,1.0583,-4.3326,-13.002,-13.594,203.2,19.633,-4.0476,8.0712,-0.18281,33.292,10.637,2.2561,5.7849,18.155,7.8785,67.404
1.045,1.07,1.0561,-5.0423,-14.25,-14.939,235.11,50.918,-3.2768,8.7163,0.43208,33.174,6.1276,4.5852,7.3597,13.936,9.2244,156.86
1.045,1.07,1.0566,-5.0941,-14.923,-15.265,238,45.022,-3.968,10.613,0.98157,28.459,7.4319,3.1961,4.4936,22.554,14.165,133.22
1.045,1.07,1.0538,-5.2198,-14.888,-15.956,243.29,50.612,-4.3607,8.6105,-0.79658,34.478,10.72,3.6175,6.8348,10.767,16.801,144.74
1.045,1.07,1.0567,-4.9316,-14.655,-14.985,230.38,40.721,-2.5477,7.0199,0.055122,27.546,8.8097,4.3398,8.424,17.176,15.915,122.26
1.045,1.07,1.0556,-4.9327,-13.992,-14.918,230.02,45.953,-3.5659,7.3237,0.40393,35.536,8.6619,2.8141,7.4748,12.5,9.2025,143.22
1.045,1.07,1.0567,-4.7163,-13.006,-13.892,219.99,45.924,-2.7197,8.4385,-1.0056,32.336,9.0427,3.0453,8.6598,7.0001,7.4137,153.67
1.045,1.07,1.0506,-5.0853,-14.774,-16.529,237.19,36.025,-2.5307,7.899,0.12233,42.703,12.287,4.2402,1.4314,10.202,21.059,97.072
1.045,1.07,1.0612,-4.2075,-12.36,-12.306,197.37,27.365,-3.7538,8.5242,-2.0511,20.064,5.8596,5.7438,10.413,10.068,14.12,100.08
1.045,1.07,1.0558,-4.9735,-14.72,-15.338,231.93,42.903,-2.5056,3.3757,1.1934,39.755,3.6977,3.8573,8.5258,20.179,8.0082,128.8
1.045,1.07,1.0591,-4.6921,-13.577,-13.729,219.45,41.135,-5.5463,9.1167,-1.0185,20.163,9.0436,2.3986,7.8004,14.298,17.214,134.54
1.045,1.07,1.0578,-4.9357,-14.477,-14.651,230.6,44.946,-4.5369,8.2174,-0.88563,26.919,3.7552,4.2381,6.5678,19.099,17.316,137.28
1.045,1.07,1.0479,-5.5339,-15.77,-18.013,257.6,47.364,-4.149,9.4511,-0.0088013,53.421,14.357,2.608,7.3546,5.2032,14.592,119.2
1.045,1.07,1.0572,-4.7469,-14.349,-14.652,221.93,34.564,-5.0008,4.4711,0.015404,22.339,10.191,4.1045,6.0126,17.027,23.379,101.85
1.045,1.07,1.055,-4.9566,-14.416,-15.283,231.17,44.083,-3.7676,5.2358,-2.5611,36.608,5.5416,2.5399,7.3125,12.87,19.022,130.38
1.045,1.07,1.0552,-4.8973,-14.635,-15.464,228.64,36.345,-5.0055,4.0825,0.47844,35.289,8.0329,2.888,7.6558,15.174,18.411,106.5
1.045,1.07,1.0614,-3.9461,-11.427,-11.605,185.17,22.289,-4.0993,6.8236,-1.8454,24.446,4.2693,3.6983,2.6496,16.795,9.822,87.935
1.045,1.07,1.0592,-4.4864,-12.58,-12.954,209.55,41.535,-4.0141,6.7618,0.66916,20.056,11.263,4.0686,6.6427,10.951,9.3736,147.13
1.045,1.07,1.0574,-4.4229,-13.2,-13.832,207.27,22.443,-2.8889,8.1969,0.35064,30.586,5.2454,3.0563,6.6559,12.185,20.293,72.057
1.045,1.07,1.0539,-5.0933,-13.858,-15.157,236.98,56.279,-2.9512,7.8656,0.37924,34.213,9.9599,3.213,6.3221,5.498,12.338,171.12
1.045,1.07,1.0559,-4.6948,-14.127,-14.797,219.77,27.682,-2.856,8.2085,-1.0451,30.012,10.889,3.6587,5.7366,14.883,20.309,83.02
1.045,1.07,1.0549,-5.3391,-15.582,-15.975,249.03,53.832,-2.23,9.7245,-2.5323,28.269,8.7791,3.3687,6.87,18.405,19.922,148.26
1.045,1.07,1.0618,-4.6447,-12.457,-11.991,216.61,62.773,-4.4956,8.8028,-1.365,5.5844,2.6911,3.8617,5.1469,13.353,16.719,219.75
1.045,1.07,1.0546,-5.3245,-15.397,-16.016,247.86,58.015,-3.5401,4.7293,-1.9234,28.171,12.313,5.294,7.3538,14.91,16.773,162.28
1.045,1.07,1.0508,-5.1172,-14.719,-16.605,238.21,42.317,-4.4679,3.529,-0.42181,52.061,6.1966,1.1453,4.1046,11.087,16.929,116.18
1.045,1.07,1.0535,-5.5645,-16.516,-17.076,259.51,52.681,-3.5748,9.7999,0.17298,30.396,13.448,4.6459,8.1185,19.603,17.161,136.91
1.045,1.07,1.0567,-4.8272,-13.689,-14.362,225.22,45.949,-4.1295,7.1705,-0.45317,28.31,7.3801,4.069,3.1743,14.903,14.918,146.42
1.045,1.07,1.0559,-4.814,-13.534,-14.523,224.38,45.771,-3.7914,5.5456,0.040577,34.346,10.888,3.429,7.3102,10.531,6.915,147.29
1.045,1.07,1.0545,-4.6749,-14.075,-15.208,218.48,26.755,-3.1857,3.965,-2.0201,42.806,8.115,5.2703,6.0411,13.509,14.837,80.502
1.045,1.07,1.0555,-5.0305,-14.053,-14.925,234.44,51.957,-3.8754,8.3086,0.55508,28.571,12.319,3.7463,2.0047,15.645,10.688,160.13
1.045,1.07,1.0512,-5.1929,-14.841,-16.598,241.96,42.899,-4.5782,7.559,1.7513,42.45,14.342,4.7441,4.1715,8.6989,13.824,119.16
1.045,1.07,1.0541,-5.0728,-15.156,-16.083,237.02,36.541,-4.6363,8.4744,-1.0021,37.952,8.904,2.4718,8.0665,14.714,19.793,102.12
1.045,1.07,1.0544,-5.4094,-14.641,-15.675,251.45,69.582,-6.3474,8.4503,-0.58392,31.58,9.1208,2.0224,1.2911,15.567,11.964,201.8
1.045,1.07,1.0532,-5.7969,-16.917,-17.351,269.74,66.703,-4.0375,7.3787,0.34937,30.435,4.0257,4.2709,6.6222,21.232,23.79,165.38
1.045,1.07,1.055,-4.6445,-13.349,-14.566,216.97,31.881,-2.4814,7.4566,0.35868,39.585,7.4389,1.7287,4.2368,12.246,13.062,101.68
1.045,1.07,1.0582,-4.9629,-13.837,-13.962,231.28,57.765,-2.3227,7.6956,1.4069,18.707,6.826,3.6446,8.3867,13.435,13.054,183.84
1.045,1.07,1.0576,-4.8815,-13.821,-14.143,227.79,50.234,-3.6511,8.4847,-1.1303,19.221,9.3866,4.2284,7.4533,10.34,19.444,157.66
1.045,1.07,1.0577,-4.8329,-13.106,-13.754,225.13,56.654,-5.1482,7.3401,-1.237,29.6,6.3636,2.6183,3.1866,15.38,5.5805,189.3
1.045,1.07,1.0534,-5.5767,-15.67,-16.523,259.52,65.438,-3.5402,10.107,-2.0317,31.687,10.844,2.1489,8.246,12.318,17.346,176.89
1.045,1.07,1.0556,-4.522,-13.572,-14.545,211.58,23.639,-2.3617,5.3238,-1.5357,36.034,12.968,2.5849,6.8308,12.859,14.319,74.244
1.045,1.07,1.0577,-4.6103,-13.396,-13.994,215.54,34.877,-4.6979,7.0338,0.65282,31.406,3.3319,4.6086,9.2963,9.9402,15.521,114.77
1.045,1.07,1.0567,-4.7921,-13.247,-14.091,223.56,46.857,-3.1841,9.4228,-0.028158,33.618,8.3946,2.7625,3.4258,15.462,4.2002,154.7
1.045,1.07,1.0509,-5.7032,-16.164,-17.644,265.18,61.992,-5.5434,7.7574,0.78818,45.12,8.5828,4.6954,6.9572,12.513,12.77,160.46
1.045,1.07,1.0556,-5.3,-14.873,-15.352,246.55,64.278,-4.3204,5.652,1.7643,19.755,8.4038,2.3458,6.3644,12.939,22.817,182.63
1.045,1.07,1.0604,-3.6961,-11.135,-11.704,173.72,6.6145,-4.2612,3.3273,-0.043039,24.165,12.535,4.4397,6.7945,7.9544,12.513,25.695
1.045,1.07,1.0548,-4.9691,-15.33,-15.904,232.27,31.501,-3.566,4.8098,1.3652,30.777,10.505,3.4856,7.7314,18.606,22.656,86.206
1.045,1.07,1.0537,-5.6113,-15.782,-16.568,260.93,68.41,-3.9268,7.8356,-0.76571,32.757,10.255,3.0676,6.9803,16.564,12.303,185.45
1.045,1.07,1.0504,-5.937,-17.073,-18.353,276.22,64.469,-6.1201,10.13,-0.19672,41.959,9.5487,5.1321,5.5026,16.432,17.836,157.11
1.045,1.07,1.0596,-4.4657,-13.427,-13.586,209.19,29.313,-6.589,5.9709,-1.3768,23.753,11.545,3.0197,6.1373,19.625,12.858,98.636
1.045,1.07,1.0545,-5.135,-14.552,-15.573,239.36,49.958,-4.4705,8.5217,0.4171,36.545,4.6619,6.2217,2.5108,14.754,14.58,147.57
1.045,1.07,1.0529,-5.5099,-14.982,-16.153,255.73,72.322,-3.3226,5.3815,0.21672,31.622,10.911,2.0044,5.1248,10.522,14.602,201.4
1.045,1.07,1.059,-4.7778,-13.684,-13.706,223.15,48.063,-3.7816,8.0211,-1.372,17.475,9.9108,2.6392,7.5405,15.464,15.759,156.03
1.045,1.07,1.0563,-4.6564,-13.427,-14.205,217.6,35.538,-2.8881,7.825,-0.091578,24.685,13.877,2.5144,3.8978,11.988,18.206,112.94
1.045,1.07,1.0545,-5.2236,-15.058,-15.788,243.16,54.436,-2.4086,4.2711,0.7474,31.925,8.1709,2.3338,5.4428,18.158,15.946,155.35
1.045,1.07,1.0529,-5.6348,-16.61,-17.308,262.68,54.978,-5.3106,9.7615,0.91369,30.413,10.151,3.3626,8.1294,16.661,24.267,138.41
1.045,1.07,1.0567,-4.772,-13.711,-14.449,222.68,42.713,-5.0346,5.3768,-1.3192,30.303,9.7018,3.8294,7.437,11.214,13.881,136.56
1.045,1.07,1.0587,-4.3642,-12.593,-13.188,204.18,30.325,-4.4733,6.3281,0.47185,29.262,5.1764,3.5731,6.4789,11.466,13.285,106.6
1.045,1.07,1.0568,-4.7529,-13.891,-14.434,221.95,39.184,-3.2287,5.6166,0.3083,27.392,6.1189,6.1517,8.1839,10.421,18.989,122.22
1.045,1.07,1.0533,-5.436,-14.799,-16.001,252.37,70.208,-5.5107,4.7152,0.49079,27.622,14.347,2.4003,4.6324,8.6473,16.592,198.09
1.045,1.07,1.0514,-5.9018,-17.062,-18.055,274.31,67.238,-3.3936,6.5558,1.1704,44.463,6.7091,4.4279,11.029,17.953,9.6879,166.9
1.045,1.07,1.0531,-5.715,-16.296,-17.003,265.92,66.558,-3.5928,9.4421,0.19778,30.135,10.509,3.5512,2.8097,21.688,16.805,173.26
1.045,1.07,1.0587,-4.2831,-12.967,-13.539,200.88,17.649,-4.7924,6.3113,1.5665,36.346,5.044,3.3045,7.4018,17.455,8.3087,61.076
1.045,1.07,1.0569,-4.8784,-12.721,-13.615,227.21,59.978,-4.3844,11.71,-0.35885,22.778,11.723,2.5333,6.9311,2.3136,9.768,200.1
1.045,1.07,1.0551,-5.2001,-14.502,-15.391,242.37,55.853,-5.2157,10.551,-1.3854,34.134,3.0689,4.7117,5.072,11.358,17.498,165.01
1.045,1.07,1.0579,-4.8976,-13.746,-14.065,228.7,50.324,-5.1771,10.996,-0.17431,18.275,7.0879,4.9746,4.7719,11.572,20.657,158.3
1.045,1.07,1.0581,-4.5797,-13.861,-14.153,214.86,24.497,-3.82,11.242,-1.3934,27.693,9.9505,4.7734,4.486,20.179,14.6,78.461
1.045,1.07,1.055,-5.1889,-15.112,-15.771,241.95,49.682,-3.566,7.1251,-0.85499,32.389,9.3874,5.1324,5.2567,18.327,14.007,143.11
1.045,1.07,1.0579,-4.9671,-13.53,-13.872,231.26,61.51,-3.4475,7.4215,1.4092,20.667,6.045,2.8444,4.3332,14.971,11.726,198.17
1.045,1.07,1.0573,-4.3509,-12.647,-13.48,203.68,25.259,-3.2782,7.3359,0.0017062,28.695,9.2031,4.9727,5.6963,7.812,16.874,85.606
1.045,1.07,1.0562,-4.7148,-13.326,-14.286,219.64,44.763,-4.6008,2.3252,0.54693,29.987,9.7318,3.9498,4.5274,10.649,13.864,145.15
1.045,1.07,1.0578,-4.3636,-12.708,-13.43,204.11,28.208,-3.1747,5.3234,-0.44959,30.548,10.307,4.1206,6.1431,11.962,10.165,97.867
1.045,1.07,1.0572,-4.9903,-14.31,-14.684,232.86,50.009,-3.8931,8.2049,-1.0852,25.845,10.949,2.6399,10.255,13.404,12.133,154.82
1.045,1.07,1.0568,-4.9907,-14.46,-14.91,232.91,47.169,-4.6648,7.37,0.1688,27.102,7.9804,2.1084,11.058,11.938,17.387,142.89
1.045,1.07,1.0554,-4.7702,-13.894,-14.718,222.79,36.261,-1.9497,7.0163,0.73361,28.955,10.109,2.8247,2.8006,15.154,19.23,110.56
1.045,1.07,1.0552,-5.0425,-14.454,-15.299,235.31,45.863,-5.4069,8.9752,0.70639,25.869,12.139,4.4496,5.8561,9.8953,20.644,134.96
1.045,1.07,1.0584,-4.7808,-12.994,-13.299,222.91,54.984,-2.654,9.4117,1.2479,18.095,3.113,2.7269,8.073,6.8998,18.745,181.94
1.045,1.07,1.0574,-4.5819,-12.694,-13.44,213.86,42.756,-2.3321,7.975,-1.2778,27.024,8.2072,1.8005,7.0072,7.0993,14.589,145.58
1.045,1.07,1.056,-5.2055,-13.97,-14.636,242.11,67.555,-2.8728,9.2919,0.66783,20.287,13.675,2.3415,5.3348,10.51,11.039,206.34
1.045,1.07,1.0593,-4.6827,-13.423,-13.575,219.02,42.284,-5.7535,9.9539,-0.96174,20.252,7.1565,4.7326,4.4438,16.162,15.788,140.5
1.045,1.07,1.0598,-4.0003,-12.07,-12.546,187.95,12.19,-4.4863,6.6671,0.013976,29.232,6.1502,2.2499,6.0751,13.928,14.912,44.242
1.045,1.07,1.0558,-5.1613,-14.728,-15.24,240.23,58.675,-3.7159,4.0045,-2.1267,27.864,7.2855,5.9763,4.6042,16.562,15.992,173.01
1.045,1.07,1.0553,-5.1824,-15.302,-15.888,242.15,43.077,-4.7987,11.04,-0.1533,33.13,6.3328,3.5603,7.3057,17.458,18.824,121.87
1.045,1.07,1.0484,-6.1901,-17.288,-18.787,287.23,78.012,-2.4903,9.0594,0.74795,40.74,10.721,4.4272,4.4504,14.089,18.158,182.36
1.045,1.07,1.0571,-4.6181,-12.746,-13.528,215.43,44.585,-3.1428,7.2218,0.02874,22.514,12.022,1.7383,3.4245,9.5233,15.495,150.22
1.045,1.07,1.0483,-5.6495,-16.249,-18.207,262.85,51.303,-2.3275,8.4566,0.50401,57.942,6.1601,1.0108,5.8631,14.431,13.364,127.48
1.045,1.07,1.0559,-5.08,-14.004,-14.772,236.33,59.808,-3.4096,5.6326,0.69592,27.989,9.8476,2.7413,5.9243,12.61,10.244,184.72
1.045,1.07,1.0554,-5.403,-15.453,-15.846,251.64,61.288,-3.1359,8.3282,-0.10917,25.202,10.642,3.12,7.6341,17.463,15.51,172.01
1.045,1.07,1.0596,-4.5508,-13.521,-13.423,213.1,34.408,-4.2898,7.7996,0.065362,14.53,8.1207,1.9101,10.729,11.814,24.723,107.03
1.045,1.07,1.0529,-5.1877,-15.553,-16.743,242.25,35.805,-5.1208,7.9097,1.402,43.159,9.8542,6.1796,9.9093,12.261,14.273,98.074
1.045,1.07,1.0542,-4.8118,-13.844,-15.139,224.63,34.768,-2.8659,7.6358,2.2483,40.798,7.678,4.5903,4.2855,12.275,10.698,107.29
1.045,1.07,1.0507,-5.7833,-16.973,-18.129,269.1,59.232,-5.2457,6.4623,-0.80435,43.103,7.5477,1.944,8.6618,16.576,21.618,144.38
1.045,1.07,1.0544,-5.6981,-15.397,-16.083,264.49,82.5,-4.8902,7.7106,-0.81879,24.402,11.965,4.117,6.3719,12.609,11.721,226.36
1.045,1.07,1.0559,-4.4378,-13.415,-14.513,208.4,11.996,-4.4088,12.033,0.86788,40.016,10.354,3.5017,5.3113,13.748,12.438,38.257
1.045,1.07,1.0586,-4.8163,-13.422,-13.586,225,50.084,-1.9408,12.45,-1.7593,23.479,4.7958,2.6741,7.3718,14.039,12.214,165.18
1.045,1.07,1.053,-5.3158,-15.211,-16.296,247.35,54.916,-3.5254,4.9101,0.90379,34.988,6.5434,3.0213,6.595,11.511,21.682,150.39
1.045,1.07,1.0539,-5.3277,-14.293,-15.442,247.67,67.179,-3.597,9.4136,-0.82151,31.08,8.6897,4.6761,6.633,4.4932,14.293,197.16
1.045,1.07,1.0547,-5.1934,-15.799,-16.317,242.33,43.117,-5.4484,3.6204,-0.89934,31.59,9.6747,2.6385,8.8237,19.059,22.806,115.49
1.045,1.07,1.055,-5.0904,-14.055,-15.085,236.76,58.233,-3.5937,4.9936,-0.51966,36.675,6.0923,3.3515,6.6111,11.106,9.345,178.14
1.045,1.07,1.0551,-5.3871,-15.156,-15.837,250.63,64.429,-5.5944,6.3102,-0.43305,30.864,4.8008,3.6682,8.9472,11.867,17.689,182.73
1.045,1.07,1.052,-5.5927,-15.278,-16.6,259.82,69.614,-4.1689,8.4792,-0.26201,34.278,8.78,3.5018,4.8838,8.1243,18.903,188.16
1.045,1.07,1.0572,-4.6038,-12.948,-13.752,214.77,42.515,-4.7628,4.8738,-1.1645,29.613,6.256,3.1172,5.2676,9.6517,15.806,142.26
1.045,1.07,1.0545,-5.1316,-14.694,-15.632,239.24,49.133,-4.5526,7.7965,-0.68293,32.425,10.367,2.841,6.7838,11.834,17.49,143.08
1.045,1.07,1.0538,-5.3099,-14.933,-15.929,247.24,57.228,-3.7766,8.4785,-0.2619,31.166,11.564,2.2038,6.2368,11.635,16.907,162.7
1.045,1.07,1.0598,-4.3577,-12.492,-12.686,203.91,34.797,-4.3924,7.1641,0.075586,15.493,7.6895,4.0156,6.093,9.5868,21.013,119.52
1.045,1.07,1.0629,-4.5861,-13.071,-12.253,214.54,50.349,-5.5154,9.4523,0.047255,1.9937,13.728,2.7123,5.6584,23.594,8.1699,176.23
1.045,1.07,1.0544,-4.9501,-15.17,-16.02,231.9,24.776,-4.5093,11.268,0.34807,39.646,6.6714,6.1162,5.9707,17.655,18.914,69.442
1.045,1.07,1.0655,-3.6429,-10.906,-10.149,171.23,20.489,-5.6424,2.3731,-0.56435,6.4336,7.0641,3.3154,7.8048,17.516,11.43,86.155
1.045,1.07,1.0504,-5.531,-15.998,-17.75,257.41,50.753,-6.5316,6.0693,1.0764,53.827,8.6294,4.2116,9.6372,11.128,8.9661,132.18
1.045,1.07,1.0559,-4.8814,-14.034,-14.834,227.81,43.331,-4.1273,7.2018,-1.393,30.165,11.172,4.5443,5.649,12.372,14.728,134.16
1.045,1.07,1.0525,-5.3789,-15.46,-16.667,250.66,51.448,-4.4795,9.2399,-1.6685,39.791,9.9747,2.1258,6.2116,13.51,17.567,140.14
1.045,1.07,1.0583,-4.5378,-13.5,-13.745,212.14,34.576,-4.3256,3.5426,-0.88966,20.935,7.8645,4.5923,4.4437,16.064,22.149,108.97
1.045,1.07,1.0636,-3.584,-10.301,-10.159,168.64,15.028,-2.9235,7.6451,0.11429,14.654,6.0345,3.2414,4.6355,13.246,9.0625,65.458
1.045,1.07,1.0526,-5.7886,-16.888,-17.464,269.76,60.937,-3.2792,12.248,0.088076,30.648,8.4389,1.254,7.9895,19.128,24.169,150.44
1.045,1.07,1.0523,-5.6106,-16.713,-17.495,261.51,51.604,-4.048,8.1271,2.1237,36.681,5.1305,5.7673,6.0816,20.03,22.09,129.55
1.045,1.07,1.0574,-4.8093,-13.928,-14.407,224.79,40.616,-5.1797,9.1771,-0.17259,23.658,10.77,3.5538,7.6822,11.819,17.891,127.62
1.045,1.07,1.0568,-4.3499,-13.237,-14,203.82,18.42,-3.5492,4.8715,-0.941,28.175,15.578,3.2042,6.6992,11.729,18.112,58.694
1.045,1.07,1.056,-5.0039,-14.814,-15.322,233.97,39.854,-6.3273,9.9221,-0.84436,23.731,11.861,3.2884,4.805,16.022,24.38,112.97
1.045,1.07,1.0549,-5.2158,-15.376,-15.97,243.37,47.158,-3.4714,7.9877,-0.91283,31.976,10.528,2.5089,6.912,19.153,16.345,132.9
1.045,1.07,1.0545,-4.8214,-15.208,-15.958,225.93,19.189,-3.9753,7.1827,-0.49767,43.061,3.5357,3.2442,4.8937,23.443,21.68,52.242
1.045,1.07,1.0572,-4.7251,-13.086,-13.798,220.37,47.407,-2.5439,7.6925,-0.54963,31.037,7.0673,1.4246,6.4274,12.358,8.3057,158.62
1.045,1.07,1.0546,-5.1167,-14.483,-15.39,238.53,49.94,-2.8626,9.169,0.91757,28.886,9.2337,4.2825,7.7888,7.6836,19.441,146.29
1.045,1.07,1.0543,-4.919,-14.124,-15.247,229.39,42.321,-3.5846,6.0831,-0.76078,34.065,8.7306,5.1138,7.4479,6.2442,19.823,125.81
1.045,1.07,1.0591,-4.4072,-13.024,-13.297,206,33.465,-4.0703,2.3532,-1.0858,23.087,10.005,3.0952,7.0679,15.044,14.863,114.15
