V2,V6,V9,Theta2,Theta6,Theta9,P1,P4,Q4,P5,P7,P9,P10,Q10,P11,P12,Q12,P13,P14,Q14,LoadMargin
1.045,1.07,1.0585,-4.4513,-12.071,-12.77,207.59,45.562,-5.5074,5.4759,0.7764,20.545,9.727,5.399,3.9103,5.3306,1.5512,5.2531,12.885,5.8327,46.292
1.045,1.07,1.0529,-5.5761,-15.579,-16.391,259.04,70.278,-2.6328,5.7905,0.25746,30.544,7.0238,6.5125,2.577,9.2131,2.2755,10.913,18.96,4.7572,51.12
1.045,1.07,1.0547,-4.6377,-13.348,-14.135,216.41,38.886,-3.3767,4.2299,-0.91216,31.313,7.8893,6.7525,4.1404,5.56,1.9065,11.398,14.896,6.5149,47.906
1.045,1.07,1.0594,-4.8799,-13.828,-14.248,227.6,49.998,-3.2549,6.8778,0.22976,25.1,7.2612,4.5596,3.3729,8.6506,1.7841,12.627,13.501,3.8028,43.326
1.045,1.07,1.0508,-5.9686,-16.999,-17.427,277.38,77.469,-3.0572,8.6509,-0.97273,33.359,4.2884,6.9638,2.6932,7.9649,1.858,21.519,16.761,6.8832,41.435
1.045,1.07,1.0685,-3.6167,-10.434,-10.487,170.08,15.263,-4.3582,6.1239,-0.76992,18.89,3.6599,0.87315,3.9303,6.4664,1.1368,10.958,10.494,3.8311,46.033
1.045,1.07,1.0532,-5.4217,-15.75,-16.338,252.43,57.98,-2.6045,6.1209,-0.65105,27.479,7.4968,6.917,4.3181,3.6518,1.6673,18.315,24.738,4.2518,65.291
1.045,1.07,1.0524,-5.4155,-15.787,-16.774,252.66,49.284,-5.5636,11.115,-1.813,39.257,9.4462,5.585,3.934,7.2473,1.9523,15.232,16.326,6.3849,44.063
1.045,1.07,1.0519,-5.1302,-14.51,-15.647,238.99,50.338,-3.8452,7.3987,-0.088661,34.087,9.6923,8.073,4.0694,6.3821,1.76,8.3575,17.513,4.7909,50.681
1.045,1.07,1.0541,-5.4838,-16.212,-16.764,255.84,51.561,-4.135,10.191,-0.093794,28.628,14.681,6.9376,4.5548,6.3516,1.8338,20.395,16.521,3.2657,44.01
1.045,1.07,1.0617,-4.6156,-14.144,-13.968,216.23,30.852,-2.5641,6.7151,-1.2796,18.22,10.167,3.3781,3.4716,6.8396,1.9851,21.994,20.028,4.2643,62.659
1.045,1.07,1.0561,-4.6249,-12.92,-13.691,215.46,46.867,-3.4366,2.7386,-1.6867,30.632,2.4626,5.2952,1.2743,3.8496,1.6103,11.588,18.679,6.9425,60.786
1.045,1.07,1.0563,-4.7402,-13.066,-13.639,221.49,46.108,-5.7676,12.586,-0.44859,22.113,12.061,6.2076,6.3003,3.7657,0.33199,10.146,9.5803,7.2005,32.129
1.045,1.07,1.053,-4.8243,-14.193,-15.112,225.24,36.034,-2.6608,5.8073,-0.5797,31.401,9.7221,7.4131,2.5644,5.7779,1.8251,11.239,23.202,5.1781,66.59
1.045,1.07,1.0537,-5.1985,-14.722,-15.683,242.21,52.264,-4.2748,8.2019,1.8006,26.586,10.544,7.5798,4.3891,4.5524,1.1361,9.9455,22.242,3.3075,63.326
1.045,1.07,1.0519,-4.872,-15.039,-16.095,228.2,19.91,-2.8277,9.7037,1.723,38.914,13.717,7.1554,3.7963,6.7083,1.892,16.212,17.326,5.4521,47.742
1.045,1.07,1.057,-4.8695,-14.556,-14.75,227.7,38.886,-5.7295,7.4481,-0.057015,25.797,11.799,6.7818,2.9151,6.8628,1.2337,21.748,12.226,5.0868,37.594
1.045,1.07,1.0493,-5.9015,-16.787,-18.285,274.15,66.663,-3.8883,7.043,1.1189,39.931,12.692,5.1894,4.5367,4.5554,1.2098,13.786,18.558,5.851,45.161
1.045,1.07,1.0553,-4.5514,-12.381,-13.771,212.23,40.211,-5.3314,6.4982,1.3,34.391,10.224,7.1049,4.5804,2.7268,2.1664,5.6246,8.1846,4.0273,28.05
1.045,1.07,1.0528,-5.3525,-15.45,-16.433,249.65,48.673,-3.4445,11.176,2.0647,30.387,13.034,5.7155,5.6866,7.5756,1.1686,10.229,18.483,5.7896,50.564
1.045,1.07,1.0529,-6.0869,-17.161,-18.298,282.51,78.454,-4.4488,6.5193,0.098529,33.812,11.401,4.7112,4.4007,8.2566,0.72213,12.44,20.842,2.7881,50.273
1.045,1.07,1.0553,-4.8369,-13.856,-14.346,225.82,44.586,-2.2744,8.4541,-1.1842,26.412,7.7602,8.0896,2.648,5.7675,1.7567,13.97,17.495,4.1032,54.582
1.045,1.07,1.0503,-5.4562,-15.715,-16.897,254.47,49.197,-2.06,13.097,-0.33198,37.896,11.739,5.315,4.4498,10.547,2.0922,7.213,17.804,7.8689,47.002
1.045,1.07,1.0589,-5.0148,-14.184,-14.449,233.91,54.52,-5.1557,8.5513,-0.17182,24.812,8.8878,5.3199,3.9706,8.7947,2.4897,15.659,8.3584,4.3484,26.385
1.045,1.07,1.0552,-5.573,-15.232,-15.852,258.88,76.076,-3.5662,7.6371,0.37761,27.242,8.6277,4.6132,2.9453,2.9722,1.8865,19.458,10.255,5.8889,28.718
1.045,1.07,1.0545,-5.2677,-15.342,-16.362,245.81,45.216,-4.5074,10.091,0.74728,33.978,11.301,4.322,2.7272,8.0519,0.80435,12.016,19.71,5.4968,54.501
1.045,1.07,1.0544,-5.1442,-14.383,-15.353,239.56,54.392,-3.6511,7.6433,1.2977,30.574,10.082,4.9546,2.6209,9.0602,2.1151,7.6241,15.021,6.5088,44.585
1.045,1.07,1.0601,-4.2982,-12.726,-12.56,201.46,29.128,-1.815,7.6409,-0.017896,16.029,8.5609,5.1205,3.9412,6.8184,1.4012,16.604,15.055,6.6136,52.729
1.045,1.07,1.0613,-4.8503,-13.413,-14.114,226.24,50.144,-2.6599,9.346,-0.77151,28.789,6.478,4.5661,3.8552,5.9417,1.8382,11.62,11.115,0.24554,36.645
1.045,1.07,1.0603,-4.3397,-12.88,-12.853,203.44,28.583,-4.0997,7.9296,-0.86461,17.22,9.9838,6.1008,3.0451,6.1534,1.6287,16.534,16.968,4.6571,58.62
1.045,1.07,1.0581,-5.1801,-14.723,-15.688,241.62,49.186,-3.8587,10.424,0.65611,37.43,7.3708,4.0578,1.0192,5.6421,2.035,17.367,11.21,2.28,33.334
1.045,1.07,1.0611,-4.55,-12.164,-12.764,212.16,51.209,-4.4643,7.6895,-1.4302,23.782,8.3923,5.688,4.2085,3.6631,2.1475,10.411,5.8543,1.8423,21.153
1.045,1.07,1.0589,-4.2336,-12.631,-13.129,198.43,21.5,-4.0252,5.7681,-0.84164,24.606,12.787,5.0427,4.0757,5.2319,1.2729,13.497,14.412,5.8422,50.023
1.045,1.07,1.0566,-4.7542,-12.878,-13.53,221.6,53.567,-5.1992,8.2723,-0.98621,23.147,11.36,6.9791,3.1203,3.508,1.0375,11.034,9.2474,5.3071,31.21
1.045,1.07,1.0567,-4.7341,-13.381,-13.826,220.78,48.094,-3.5538,5.4087,-1.4348,27.682,6.366,6.1798,2.9722,3.9489,1.7309,17.011,11.372,6.1417,37.404
1.045,1.07,1.0575,-4.9365,-13.994,-14.128,230.57,50.745,-4.8931,11.095,-0.12905,23.198,6.6954,7.2448,3.2725,7.5725,1.7644,16.487,11.407,4.7101,36.381
1.045,1.07,1.0564,-4.7458,-13.68,-14.297,221.58,40.878,-3.1791,6.6215,-0.55438,24.926,16.015,5.0053,1.5703,10.094,2.2774,9.8391,12.729,6.6905,40.607
1.045,1.07,1.0552,-5.3536,-15.33,-15.861,249.4,58.663,-4.4715,8.048,-0.090506,26.713,8.6129,4.1522,4.4843,7.3128,1.2483,14.766,18.505,7.1113,51.89
1.045,1.07,1.0593,-4.6666,-13.36,-13.757,218.22,39.831,-5.3581,9.5724,-0.28548,26.505,8.5638,6.8701,5.1601,6.6451,0.61363,14.48,8.7933,2.7784,29.72
1.045,1.07,1.0608,-4.7036,-13.544,-13.404,219.66,47.277,-5.0712,5.8969,1.7452,13.298,13.139,6.9348,3.4604,9.6725,0.99838,16.009,9.9223,2.68,33.327
1.045,1.07,1.0541,-5.6199,-15.326,-16.555,260.8,74.278,-5.0451,5.2494,0.8537,33.182,11.814,3.495,0.92445,5.1664,0.49254,12.764,12.995,6.0175,35.551
1.045,1.07,1.0636,-3.5162,-10.49,-10.29,166,5.5242,-4.2734,9.757,-0.47957,16.447,5.943,7.6764,2.0384,4.2379,1.5494,16.263,11.43,3.0813,49.099
1.045,1.07,1.0609,-5.0959,-14.652,-15.658,237.93,43.666,-3.3233,10.782,-0.61131,38.659,5.2783,1.3741,2.7092,2.3946,1.8861,19.574,14.482,1.3747,43.458
1.045,1.07,1.05,-5.8352,-17.765,-18.613,271.89,51.29,-2.858,7.322,1.0312,38.144,10.604,7.0293,4.4149,7.329,1.352,22.172,24.343,3.7974,56.102
1.045,1.07,1.0566,-4.4244,-12.474,-13.326,206.98,32.213,-3.1961,9.6508,-1.8979,26.808,11.823,4.6881,4.7659,4.5396,2.3945,6.7092,14.291,7.4606,48.984
1.045,1.07,1.0613,-4.6768,-13.332,-13.943,218.81,36.727,-4.5455,11.461,1.2985,27.477,11.215,3.4738,4.3589,6.5282,1.2607,13.78,7.0073,3.1755,23.734
1.045,1.07,1.0597,-4.62,-13.819,-13.919,216.56,30.23,-4.8774,10.414,0.73076,20.148,12.331,6.9914,3.3121,8.0456,1.5406,17.19,15.172,2.5133,49.473
1.045,1.07,1.0469,-5.6945,-16.724,-18.043,264.93,55.61,-5.0914,5.6168,0.34307,44.156,8.1561,7.305,1.4175,6.9134,2.248,16.019,22.322,7.8115,53.515
1.045,1.07,1.0603,-4.1984,-11.486,-12.356,196.36,31.419,-1.4934,8.8782,-0.23639,32.176,1.7665,4.9591,2.9812,5.2408,0.83091,6.3645,10.736,3.4293,40.657
1.045,1.07,1.0556,-5.3471,-14.735,-15.121,248.85,68.139,-2.6792,9.8496,-1.0749,24.408,5.8496,8.9021,2.9232,4.3917,2.3492,16.919,15.244,1.567,44.514
1.045,1.07,1.0528,-5.0569,-14.559,-14.844,236.08,49.849,-4.3831,10.24,-0.75662,22.195,8.8703,8.7902,4.439,6.0245,2.4077,14.572,19.631,6.8522,57.428
1.045,1.07,1.0588,-5.0506,-14.141,-14.9,235.36,54.492,-5.1853,7.4784,-1.1262,30.979,6.0501,2.8281,4.7252,6.0591,2.3405,12.4,13.562,4.9077,42.105
1.045,1.07,1.0618,-4.5078,-12.59,-12.856,210.68,41.965,-2.2498,9.0791,0.35213,23.28,3.4094,4.0392,4.7613,5.8859,2.149,13.082,10.574,3.7954,37.679
1.045,1.07,1.0543,-5.2091,-14.985,-16.263,242.78,46.431,-3.773,7.5377,1.0652,44.955,4.2907,4.2449,5.5452,7.1238,1.2166,12.501,11.841,5.2433,33.869
1.045,1.07,1.0607,-3.9203,-10.734,-11.653,183.44,25.328,-3.1369,5.6106,-0.2138,31.363,5.6887,4.756,3.3027,5.3547,1.3782,5.2541,5.755,4.5392,23.269
1.045,1.07,1.0586,-4.8455,-14.305,-14.147,226.36,45.329,-2.0216,6.5902,-0.59983,22.515,9.9758,6.6146,3.6173,7.3769,1.7215,24.103,7.539,4.324,23.859
1.045,1.07,1.052,-5.3594,-14.817,-16.357,249.08,59.732,-3.2831,6.0115,0.13242,38.572,12.108,5.0763,3.4674,4.7911,2.0207,8.4215,13.563,5.5865,38.02
1.045,1.07,1.0553,-4.3903,-12.627,-13.904,205.43,24.36,-4.7627,7.7428,-0.73151,36.853,12.974,7.6422,2.6902,1.4359,2.4155,12.128,10.078,3.4834,33.873
1.045,1.07,1.0473,-5.5629,-16.593,-17.834,259.28,46.557,-3.7885,8.0298,0.00058134,45.243,10.483,7.9124,5.2378,7.1417,0.99264,16.578,16.517,7.2533,40.908
1.045,1.07,1.0564,-5.2988,-14.467,-15.503,246.21,65.635,-1.8925,5.9783,0.47379,27.422,12.396,4.3412,2.9309,3.1641,0.99755,12.231,14.045,3.1936,41.184
1.045,1.07,1.0576,-4.4966,-12.854,-13.594,210.16,34.163,-2.6055,6.9767,-0.25023,27.484,12.873,3.0531,3.588,7.3504,2.4014,9.3117,10.326,8.1152,35.125
1.045,1.07,1.0539,-5.3591,-14.624,-15.875,248.91,65.882,-3.0192,5.548,0.70871,38.635,10.241,3.4889,4.909,6.793,2.2747,10.764,3.3001,7.089,9.5456
1.045,1.07,1.0538,-5.7597,-16.73,-17.651,267.99,61.598,-2.1995,7.8495,1.1314,36.982,8.3244,3.1964,4.7762,6.679,1.2317,18.804,17.388,5.3237,43.958
1.045,1.07,1.055,-5.2712,-14.709,-15.168,245.43,61.894,-2.1175,9.0847,1.5623,24.471,5.2508,5.4217,2.2093,4.6483,0.98809,16.486,17.88,6.5382,51.886
1.045,1.07,1.0569,-4.6522,-13.241,-13.757,217.5,38.562,-3.9851,9.9396,1.4329,21.949,9.7774,6.7406,4.2542,7.6896,1.254,8.2869,16.566,5.2772,54.546
1.045,1.07,1.0584,-4.2002,-12.241,-13.05,196.54,24.09,-4.1062,3.8507,-0.37152,29.295,11.992,5.6137,3.8216,5.2283,2.1601,10.725,10.746,4.8838,38.439
1.045,1.07,1.0582,-4.6392,-13.888,-14.125,216.83,34.609,-1.9129,4.1174,0.64455,27.116,6.0471,4.9743,3.867,5.5985,0.95383,20.527,15.184,5.5979,48.387
1.045,1.07,1.0563,-4.9662,-15.304,-16.296,232.02,29.9,-4.3695,3.2899,-0.95906,44.519,9.4852,4.4211,4.8348,8.6669,1.4097,18.711,13.058,3.2332,36.996
1.045,1.07,1.0574,-4.9061,-13.486,-14.096,228.63,54.995,-5.209,7.8928,0.77274,25.02,9.8473,6.9701,4.3042,4.1711,1.213,13.767,7.8731,3.5261,25.66
1.045,1.07,1.058,-5.1716,-15.291,-15.272,241.57,49.637,-4.4391,9.611,-0.64597,24.78,5.0363,5.424,5.7731,9.7404,1.2375,18.839,17.27,4.8206,50.163
1.045,1.07,1.0515,-5.838,-16.664,-17.686,271.63,66.447,-4.8664,10.358,-1.3992,40.729,9.1846,4.9649,4.0263,5.9619,1.6722,18.944,12.622,6.5834,32.03
1.045,1.07,1.0543,-4.8963,-13.605,-14.774,228.35,45.858,-4.6719,9.2522,0.089749,36.565,6.4682,6.7491,2.8448,4.234,2.5061,10.043,12.97,4.8801,40.751
1.045,1.07,1.0548,-5.0433,-14.672,-15.729,235.49,40.318,-6.0563,8.9835,0.57179,32.818,12.964,6.3563,3.7572,5.5711,1.5467,12.389,17.277,3.8073,50.484
1.045,1.07,1.0568,-5.1581,-14.662,-15.233,240.28,56.015,-4.047,6.4962,0.14565,26.283,7.006,5.0934,2.481,6.7448,2.0521,14.062,19.603,4.4439,57.652
1.045,1.07,1.0489,-5.7346,-16.201,-17.633,266.48,63.973,-1.8754,7.7226,0.74812,37.691,13.104,6.9262,5.331,1.3933,1.2371,15.165,17.024,5.0329,42.991
1.045,1.07,1.0553,-5.0118,-14.285,-15.325,233.7,46.152,-4.4092,7.4965,-0.51503,35.151,9.4003,5.7567,3.2153,4.9918,2.1772,13.065,14.139,4.2322,42.708
1.045,1.07,1.0601,-4.1855,-12.229,-12.649,196.04,26.08,-4.7627,5.1903,-1.2284,20.868,12.572,5.6662,3.1632,3.2531,2.0352,14.222,14.713,4.2789,53.156
1.045,1.07,1.0569,-5.0732,-14.048,-14.589,236.56,56.287,-4.0133,11.123,-0.40389,23.158,8.5187,5.435,4.0002,8.2205,1.7356,8.386,16.394,5.255,50.582
1.045,1.07,1.057,-5.3035,-14.706,-15.4,246.84,63.441,-4.8468,8.2838,0.44478,25.093,10.872,5.5826,3.2331,7.4129,1.6916,11.47,14.636,3.1053,43.107
1.045,1.07,1.0557,-5.0502,-14.202,-14.775,235.47,53.217,-4.5474,9.0309,0.56507,25.312,9.1778,7.1658,4.4776,4.5673,2.188,14.46,13.899,4.3297,42.7
1.045,1.07,1.0543,-4.9756,-13.642,-14.471,231.72,55.898,-2.2574,8.2542,-1.9425,30.922,8.7612,5.517,2.4351,7.4618,1.9744,8.7019,10.855,7.6407,34.045
1.045,1.07,1.0521,-5.1922,-15.725,-16.818,242.41,35.453,-2.1261,6.9631,-0.45174,41.341,9.2452,6.1421,2.6507,5.7349,1.7753,17.985,21.699,4.4995,56.806
1.045,1.07,1.0613,-4.5342,-12.072,-11.853,211.62,55.998,-2.9738,10.415,1.2627,-0.73297,11.914,5.6162,5.181,2.9436,1.1426,9.7593,16.351,4.8523,58.544
1.045,1.07,1.0607,-4.5776,-12.553,-13.494,213.3,46.675,-3.2939,4.1538,-1.9818,26.749,8.1799,3.714,4.0523,4.3218,1.3703,6.3097,16.155,2.2137,55.753
1.045,1.07,1.0552,-4.7687,-14.082,-15.094,222.55,34.611,-3.0641,3.4454,0.25807,35.372,10.707,6.036,3.1655,6.3319,2.3321,13.255,15.788,4.0823,48.001
1.045,1.07,1.0528,-5.5759,-16.436,-16.826,259.76,59.383,-5.6399,6.9475,-0.39508,31.505,7.9668,7.6873,3.1613,6.9161,1.7112,23.223,17.437,4.9896,45.68
1.045,1.07,1.0544,-5.107,-14.944,-15.517,238.22,47.059,-3.963,6.616,0.80923,34.394,4.9863,5.8658,3.1304,6.5316,1.5625,19.427,14.109,6.7256,41.113
1.045,1.07,1.0566,-5.3295,-15.696,-16.31,248.56,50.337,-4.4914,7.6013,-0.22198,34.713,9.5612,4.2079,3.5292,7.5702,1.4506,20.868,12.426,4.3965,34.819
1.045,1.07,1.0528,-5.2819,-15.138,-15.901,245.95,55.599,-2.3444,6.6755,-0.8445,33.022,8.1013,7.7461,4.5355,3.342,0.98161,18.343,15.215,4.4447,42.991
1.045,1.07,1.0552,-4.8607,-13.65,-14.649,226.63,45.977,-3.7008,7.094,-0.22596,34.16,8.8748,7.7575,5.3431,5.0342,2.1396,10.864,9.6896,3.0258,30.784
1.045,1.07,1.0524,-5.7789,-16.655,-17.649,268.84,64.189,-2.6186,8.5304,-2.256,41.944,11.43,6.4207,1.8044,8.5198,1.1604,19.361,10.9,3.0885,27.798
1.045,1.07,1.0529,-4.6695,-13.381,-15.325,218.04,27.281,-4.1262,6.9185,-0.71896,45.281,13.723,4.6655,3.4502,3.649,2.0741,4.5568,14.711,5.4505,44.1
1.045,1.07,1.0517,-4.6284,-13.006,-14.095,215.86,39.363,-4.7832,5.1865,1.8422,34.156,6.7614,8.6127,3.4107,3.4091,1.6852,10.031,12.762,7.6629,41.222
1.045,1.07,1.0579,-4.6341,-13.914,-14.131,216.84,32.2,-2.9094,6.4009,0.12467,22.206,11.72,4.8603,3.312,4.2828,2.65,20.555,16.869,6.1848,53.067
1.045,1.07,1.0608,-4.209,-12.068,-12.079,197.17,32.647,-4.8045,7.5918,-1.8373,13.191,12.249,6.5076,3.6728,2.6928,1.4557,15.584,14.103,4.5284,52.156
1.045,1.07,1.0631,-3.4976,-9.9522,-10.25,164.62,9.7038,-2.0577,7.8534,0.11694,21.085,6.4293,6.8575,4.2657,4.7129,1.7188,8.5751,7.2614,2.593,32.205
1.045,1.07,1.0564,-4.916,-14.01,-14.983,229.23,45.173,-2.9663,6.533,-1.3294,37.136,7.9902,4.0018,3.2337,5.2919,1.6118,14.39,10.696,5.5656,33.238
1.045,1.07,1.0509,-5.6728,-15.957,-17.402,263.91,60.758,-1.5064,11.007,-0.50333,36.083,11.773,4.6018,3.2266,5.5334,2.263,8.2252,23.696,5.2948,59.989
1.045,1.07,1.0569,-5.0491,-15.149,-15.769,235.97,37.722,-4.3101,8.125,0.00051326,34.425,12.348,5.5333,4.5226,9.1247,2.0142,18.432,10.474,3.2878,30.665
1.045,1.07,1.0564,-4.6271,-13.168,-13.599,215.89,43.206,-3.4463,4.6568,1.8683,21.798,9.1184,6.9189,2.0078,5.3179,1.317,13.959,14.981,5.9489,49.604
1.045,1.07,1.0486,-5.8228,-17.11,-19.112,270.87,51.952,-5.4697,6.3974,-0.63027,54.033,12.631,2.2598,4.9197,5.5454,1.8538,13.492,17.629,7.5548,41.268
1.045,1.07,1.0562,-4.8158,-13.782,-14.175,224.81,45.152,-1.1014,8.2304,-0.8705,24.427,9.1936,6.1515,4.4356,6.744,2.3323,13.278,14.47,5.7671,45.868
1.045,1.07,1.0528,-5.3427,-16.266,-16.966,249.53,40.053,-3.8319,8.5184,0.02874,37.102,9.2003,5.4636,2.7713,6.2139,2.0579,22.676,20.412,6.0075,52.839
1.045,1.07,1.0503,-5.8866,-16.748,-17.756,273.51,70.25,-2.3618,7.7344,0.66396,41.133,3.899,6.6754,2.5737,8.2453,1.1393,16.649,17.24,5.2837,42.82
1.045,1.07,1.0551,-4.9664,-14.273,-14.592,231.78,48.392,-2.0362,8.759,-0.16572,24.713,12.926,8.6285,3.025,7.0154,1.9051,17.628,9.122,4.0454,28.175
1.045,1.07,1.0566,-4.6009,-12.564,-13.357,214.31,48.496,-2.4683,4.4637,0.45793,22.575,8.282,4.6544,2.1052,4.0485,1.9171,7.1509,17.847,7.0568,59.724
1.045,1.07,1.059,-5.0818,-14.868,-15.05,237.22,49.068,-1.8479,8.4125,-1.1749,25.223,5.9846,4.5971,3.407,7.3817,1.7592,18.945,18.853,3.2273,55.782
1.045,1.07,1.0567,-4.9476,-14.505,-14.897,231.02,43.342,-2.9839,7.3537,0.85228,24.205,8.9047,7.3275,5.1678,5.8317,0.92053,16.234,18.662,2.8668,56.154
1.045,1.07,1.057,-5.1693,-14.788,-15.957,241.13,45.959,-3.2244,10.002,-0.23947,40.842,8.502,1.6617,3.0321,8.4481,2.1336,11.952,11.358,5.6192,33.285
1.045,1.07,1.0532,-4.9806,-12.779,-14.243,231.57,62.119,-5.2062,10.182,1.2956,29.537,14.236,6.7979,1.7397,1.7953,1.5645,4.2832,6.0456,5.9082,19.452
1.045,1.07,1.0537,-5.2228,-14.665,-15.634,243.18,56.08,-4.0447,7.6511,-0.038848,25.893,16.433,7.0518,3.8751,4.321,1.4488,11.258,16.05,4.0445,46.49
1.045,1.07,1.0515,-5.4948,-14.866,-16.107,254.93,73.453,-2.6927,4.8608,-1.4845,35.909,9.7929,6.0292,4.0824,6.0483,2.0827,8.745,10.632,6.3138,29.736
1.045,1.07,1.0551,-4.8663,-14.626,-15.041,227.5,35.249,-3.2051,7.0176,0.78735,25.013,13.457,6.9627,6.7855,6.0718,0.77355,17.018,15.993,5.3816,47.584
1.045,1.07,1.0547,-5.3634,-14.548,-15.289,249.43,68.509,-2.7516,9.8298,0.75631,25.109,8.2008,5.0774,2.5498,6.8341,2.1642,9.4688,15.903,6.3645,46.211
1.045,1.07,1.0559,-4.9217,-14.28,-14.849,230.07,40.667,-3.9822,11.111,-0.51923,24.638,8.8503,7.4857,3.7723,6.6186,2.5006,11.027,23.464,3.1171,69.585
1.045,1.07,1.058,-4.4403,-12.978,-13.67,207.6,29.309,-3.7845,4.6466,2.8909,27.76,8.1894,5.9263,1.0965,9.5514,0.17858,9.2174,16.715,4.5153,56.078
1.045,1.07,1.0556,-4.3897,-13.41,-13.767,205.82,20.327,-2.3914,6.8631,-0.16589,23.197,14.179,7.175,4.3005,6.9302,1.7533,14.27,17.757,6.5698,56.157
1.045,1.07,1.0556,-5.0274,-13.984,-14.325,234.22,59.515,-6.0542,7.2594,-0.70593,18.381,6.8635,7.3419,0.12709,6.7661,1.3765,11.028,24.005,5.7079,71.611
1.045,1.07,1.0571,-5.3758,-15.704,-15.634,250.53,60.291,-1.4778,7.4921,-0.77159,19.339,10.731,5.3647,3.9012,8.1828,1.3838,21.424,17.37,4.5016,48.348
1.045,1.07,1.057,-4.6923,-13.342,-13.975,218.87,44.087,-3.7714,4.7313,-0.55131,31.392,5.9632,7.2629,2.1794,9.5181,2.0757,10.631,11.77,3.7635,38.87
1.045,1.07,1.0493,-4.8787,-14.128,-15.789,227.85,31.413,-5.5002,8.8109,0.46148,51.628,3.3579,8.1635,1.536,6.9491,1.8071,8.3834,15.214,6.9845,43.43
1.045,1.07,1.0559,-5.4288,-14.946,-15.105,252.27,75.741,-2.5346,6.3404,-0.28735,22.39,8.2928,6.2215,5.7883,6.2965,0.99554,18.695,6.4905,5.5925,18.824
1.045,1.07,1.0584,-4.7881,-13.793,-14.108,223.75,43.893,-6.0514,8.572,-1.4023,26.232,8.2631,6.1166,2.7999,5.928,1.0378,17.687,12.177,4.7312,39.581
1.045,1.07,1.0575,-5.0777,-13.999,-14.396,236.35,62.44,-1.8393,7.185,-1.276,23.621,8.4228,3.6192,3.7311,5.2012,2.1416,15.273,10.895,6.8592,33.865
1.045,1.07,1.0569,-4.7586,-13.688,-14.787,222.38,34.567,-2.8154,9.496,-0.74378,41.053,4.4022,4.383,4.5062,4.8007,1.4755,12.858,12.041,4.3808,38.247
1.045,1.07,1.055,-5.3518,-15.245,-15.781,249.38,58.356,-2.8833,9.7413,-0.29903,30.943,6.6503,5.5509,4.4781,7.5685,1.3081,16.225,13.494,5.7241,38.439
1.045,1.07,1.0553,-5.1337,-14.706,-15.404,239.07,53.191,-3.2641,4.8912,1.2961,31.605,9.0215,6.1145,2.9769,8.9601,1.9257,14.279,11.684,4.7558,34.652
1.045,1.07,1.0581,-4.9246,-14.238,-14.877,229.78,46.137,-5.2223,6.0632,-2.3552,26.181,12.062,5.18,4.2649,5.6563,1.9028,13.553,17.897,3.1238,55.002
1.045,1.07,1.0606,-4.2041,-12.237,-12.68,197.12,23.822,-3.8279,8.4292,-0.17813,24.417,7.5443,4.0726,2.9793,4.078,2.0743,13.776,15.006,5.4989,54.243
1.045,1.07,1.0578,-5.278,-15.124,-16.171,245.99,51.239,-3.9428,8.4069,-0.46759,31.555,15.813,1.544,3.4311,5.7087,0.50346,14.118,14.305,4.5393,40.944
1.045,1.07,1.0558,-4.5148,-12.715,-13.99,210.98,30.844,-2.3212,8.6188,1.0133,37.877,11.065,5.9371,3.6464,5.3768,1.747,8.3672,5.8655,4.4837,19.782
1.045,1.07,1.0586,-3.7203,-11.407,-11.865,175.08,3.9485,-4.6624,4.7687,-0.7995,32.63,6.0157,6.642,4.0605,4.4063,1.7926,16.112,8.4515,6.9476,32.34
1.045,1.07,1.0565,-4.5063,-12.622,-13.134,210.47,40.674,-3.9263,7.2688,0.29409,23.476,8.3616,6.9643,5.2508,5.7347,1.8747,9.3462,11.713,6.509,40.635
1.045,1.07,1.0549,-4.7306,-13.67,-14.131,220.83,42.668,-5.0822,5.368,-0.53995,24.247,6.7864,8.2667,2.4278,4.4543,1.4603,14.313,21.489,5.4795,66.187
1.045,1.07,1.0553,-5.1195,-14.706,-15.406,238.56,51.494,-2.7078,6.2233,-0.53426,31.141,9.1123,5.9505,3.2756,7.2752,0.50108,14.571,14.849,4.7544,43.783
1.045,1.07,1.0555,-5.4343,-14.123,-15.106,252.19,81.192,-6.53,8.1581,-1.4405,29.008,4.6901,5.1175,3.5045,5.307,2.1594,6.5744,12.678,5.2598,37.479
1.045,1.07,1.0463,-5.9001,-16.615,-18.18,274.12,66.719,-1.5772,9.5515,0.30346,44.559,8.4296,6.9266,2.1659,3.1555,1.9398,15.038,18.909,7.1812,45.581
1.045,1.07,1.0499,-5.3861,-15.343,-16.239,250.88,56.74,-4.5226,9.2024,-1.001,30.096,13.109,8.4002,3.1673,5.1379,1.7366,13.358,18.509,6.8444,50.348
1.045,1.07,1.055,-5.3594,-14.8,-14.902,249.45,70.985,-4.3552,9.6162,-0.9285,18.429,8.5834,8.4733,4.1936,7.5669,1.3558,14.645,14.091,4.8093,41.219
1.045,1.07,1.0482,-5.752,-16.874,-18.145,267.81,54.685,-4.4111,8.6923,1.4481,37.981,14.154,7.5199,3.3749,11.326,1.5857,9.4487,22.108,5.6943,53.307
1.045,1.07,1.0573,-4.8136,-13.593,-14.496,224.87,40.783,-3.3036,10.987,-0.2537,29.395,9.8519,3.5319,3.3467,2.1416,0.87454,13.371,15.523,5.9022,49.37
