V2,V6,V9,Theta2,Theta6,Theta9,P1,P4,Q4,P5,Q5,P7,Q7,P9,Q9,P10,Q10,P11,Q11,P12,Q12,P13,P14,Q14,LoadMargin
1.045,1.07,1.0558,-5.2178,-14.612,-15.285,242.71,61.287,-3.6566,5.0311,1.5036,1.2022,1.1864,20.703,15.253,14.167,5.983,4.4242,1.4568,6.5934,1.9997,10.603,17.036,5.4012,12.972
1.045,1.07,1.0622,-4.7824,-13.821,-13.746,223.58,45.225,-4.2491,9.4737,1.8537,0.17771,1.2676,12.124,15.425,12.907,3.2506,2.3793,1.3232,8.1479,1.8966,15.624,17.787,5.1748,7.6864
1.045,1.07,1.0494,-4.9348,-14.183,-14.878,230,48.535,-5.6199,4.7808,2.2399,-2.5778,-1.3873,24.953,22.763,15.886,4.6925,2.5226,1.7811,7.5295,1.4662,9.3021,18.613,7.1466,7.3585
1.045,1.07,1.053,-5.3779,-14.489,-15.175,249.83,73.738,-3.184,7.433,1.2743,-0.53825,-0.1541,29.515,17.46,3.898,7.0278,3.4793,1.2195,3.8914,1.459,14.25,11.873,5.9033,10.161
1.045,1.07,1.0474,-5.4645,-15.21,-16.223,253.9,67.719,-5.08,5.2501,0.90426,-2.0263,0.50195,39.191,19.894,5.1519,8.4012,4.4457,1.3699,5.797,1.217,12.922,12.665,5.245,12.249
1.045,1.07,1.0598,-4.9784,-14.243,-14.715,232.07,52.329,-6.6008,4.8345,1.7084,-0.56176,-0.89811,26.897,13.186,10.454,5.8037,2.6999,1.8091,10.095,0.49324,13.645,11.203,7.8121,8.4609
1.045,1.07,1.0571,-5.2487,-15.204,-15.898,244.76,50.5,-3.6277,8.455,1.7099,0.97238,-1.2073,29.426,17.19,13.384,2.1111,4.6657,2.3964,7.8839,1.4733,15.724,12.02,6.174,13.454
1.045,1.07,1.0555,-5.4688,-15.277,-15.741,254.31,70.154,-4.4613,6.6679,1.4414,-0.20828,-2.2276,24.375,16.202,9.8571,6.8302,3.3185,2.056,5.8228,1.2178,17.143,14.319,5.9075,9.3725
1.045,1.07,1.0567,-5.0545,-13.857,-14.872,235.26,57.261,-4.3421,6.8061,1.243,0.10118,0.18561,31.776,16.195,6.0885,3.1688,1.7314,1.4112,4.7726,1.475,10.539,15.368,7.1658,5.3355
1.045,1.07,1.0514,-5.0282,-14.27,-15.352,234.27,48.443,-5.7411,5.8755,1.3031,0.62656,1.9602,33.808,19.953,12.971,2.2132,3.5161,2.4267,5.8297,1.6698,11.449,11.075,7.2997,10.496
1.045,1.07,1.0584,-5.5608,-16.331,-17.212,259.44,50.465,-3.6301,11.916,1.9204,0.15452,0.65752,30.675,10.462,11.235,6.8211,5.4929,1.6308,7.5266,0.80918,13.859,24.524,4.2731,14.235
1.045,1.07,1.0581,-4.8265,-13.106,-13.496,225.02,55.583,-4.3609,9.712,2.0074,1.2184,1.4991,16.07,16.427,8.1023,5.0776,2.1918,1.3156,5.8801,2.2489,8.6879,17.78,5.4049,7.1958
1.045,1.07,1.0417,-5.0889,-15.504,-15.889,237.65,39.378,-4.5208,6.174,1.781,-1.3353,0.16885,35.457,28.64,6.9716,5.5283,1.7405,0.6801,5.7563,1.6936,22.579,19.554,6.2906,4.4956
1.045,1.07,1.0589,-4.7317,-13.442,-13.73,221.31,41.751,-4.7344,11.943,1.3689,1.3017,2.0864,20.495,15.158,9.8159,6.8865,3.2863,1.216,4.0426,1.7656,16.735,12.62,4.2782,10.915
1.045,1.07,1.0524,-4.5135,-12.674,-13.644,210.74,36.672,-3.2007,7.0808,2.0032,-1.6187,-0.01984,31.134,23.277,7.7783,3.4182,2.8196,0.79396,2.7768,2.886,8.9407,16.688,4.0545,9.2676
1.045,1.07,1.0545,-5.1973,-15.254,-15.535,242.27,52.827,-2.0518,5.8893,1.5024,-1.7184,2.0079,29.568,16.913,4.1219,4.6095,4.0983,1.8235,8.5609,1.5431,17.571,19.617,6.3387,11.528
1.045,1.07,1.0632,-5.0272,-14.658,-15.275,234.68,45.219,-5.9243,7.0706,1.7235,0.44529,0.54864,30.371,10.83,7.3928,5.3058,3.2027,1.0085,6.5331,0.46067,18.084,15.597,5.0501,9.7826
1.045,1.07,1.0563,-5.6999,-16.589,-17.862,265.51,54.623,-3.3583,10.037,1.7188,-0.062378,-1.4776,42.452,14.322,14.683,3.5148,3.6905,2.0915,7.0442,1.2697,18.475,10.584,4.6862,9.5185
1.045,1.07,1.0582,-4.3179,-12.357,-12.805,202.11,30.375,-4.1391,7.7653,1.7264,1.8979,-0.1791,22.516,17.473,9.5017,5.0186,3.3318,1.2775,3.5836,2.4304,14.191,11.32,6.6121,11.928
1.045,1.07,1.0539,-5.2764,-15.748,-17.109,246.31,37.327,-4.1429,8.3857,0.9527,0.83339,0.74445,41.52,13.167,15.704,7.4598,5.494,1.6996,4.8393,1.6448,16.593,13.65,4.4975,14.766
1.045,1.07,1.0513,-5.5827,-15.539,-16.947,259.74,61.687,-2.9579,10.902,1.5327,-0.9268,-0.9667,43.086,17.979,6.859,3.8653,3.655,2.5303,5.6192,2.4843,11.133,14.355,5.7014,9.8035
1.045,1.07,1.0467,-5.1117,-14.321,-15.507,237.92,52.149,-3.8979,6.5256,2.0161,0.64486,0.97816,33.64,22.335,13.392,6.4745,4.0736,1.3814,4.1074,1.8229,10.082,12.229,4.6634,11.762
1.045,1.07,1.0531,-5.2161,-13.925,-14.988,242.28,68.782,-4.3101,6.1554,1.5532,-0.97983,-0.41059,32.147,20.483,8.2674,5.4088,2.2905,1.1323,5.8804,0.93838,8.1655,10.14,2.8052,6.9372
1.045,1.07,1.0597,-5.6133,-16.063,-16.612,261.55,62.992,-2.5935,11.646,1.5728,-1.9554,-0.71686,27.607,10.738,10.876,7.164,4.6639,1.8383,6.5287,1.4934,18.006,17.541,4.7047,12.587
1.045,1.07,1.0444,-5.5214,-16.188,-17.444,257.41,47.704,-4.193,10.615,1.4173,0.41714,0.36051,48.082,19.336,1.1224,8.0964,4.9313,1.4109,4.9224,1.9849,15.702,20.56,7.2922,12.195
1.045,1.07,1.05,-4.7801,-13.359,-13.454,222.74,55.36,-4.1887,5.4461,1.5431,-1.6314,1.681,18.045,24.414,10.084,3.6266,3.3648,1.5097,5.9573,2.0361,13.325,13.175,7.1488,10.791
1.045,1.07,1.0514,-4.6175,-12.825,-12.969,215.56,46.737,-1.4183,9.3802,2.1686,1.3135,-0.8052,19.945,19.985,9.514,9.0054,4.33,1.9116,10.084,2.7023,8.5579,6.896,7.0639,14.616
1.045,1.07,1.0479,-5.4055,-16.218,-17.144,252.3,43.448,-4.8234,9.1824,1.1606,-1.1634,-0.097927,41.045,18.437,9.5678,5.3192,4.1553,1.3529,6.7099,1.9563,18.448,18.124,9.7997,10.55
1.045,1.07,1.064,-4.7086,-13.878,-14.209,220.5,34.089,-4.3916,10.434,1.7041,-0.40065,-0.7779,22.793,8.8014,10.618,8.0146,4.0684,1.5219,6.5822,1.5143,16.207,16.716,6.5035,13.176
1.045,1.07,1.0593,-5.2841,-15.229,-15.692,246.24,56.898,-2.7079,7.0586,0.62989,-0.9986,-0.1734,25.846,12.588,9.8621,4.2725,3.5932,2.142,7.87,1.5638,16.157,17.889,7.6571,10.283
1.045,1.07,1.0562,-4.8872,-13.509,-13.625,227.67,58.058,-2.5234,7.2173,2.433,1.2237,-0.59886,17.244,19.835,9.2544,5.1584,5.1803,2.2657,6.3916,1.8957,13.965,9.1923,4.2074,16.827
1.045,1.07,1.0496,-5.2862,-15.026,-16.481,246.72,44.685,-4.4238,14.083,1.1233,-0.35692,0.5612,47.456,18.915,7.8964,5.1059,2.4342,1.7496,2.4637,1.3598,16.379,9.8445,5.8852,6.7882
1.045,1.07,1.0587,-5.2698,-15.563,-16.096,246.19,45.783,-5.3097,10.951,1.4201,0.19887,-0.12903,28.347,15.537,8.0251,4.7946,2.6688,0.65019,4.6938,1.0596,20.531,22.841,3.5871,7.4077
1.045,1.07,1.0515,-5.4419,-16.121,-16.774,253.65,50.853,-2.6626,7.5774,2.1743,0.81938,-0.055014,34.88,17.568,7.3718,4.9047,3.8834,1.7775,7.3257,1.1335,19.359,18.646,7.505,10.158
1.045,1.07,1.0598,-5.1143,-14.093,-14.912,238.03,59.636,-3.4172,6.9375,1.9599,-0.44209,-0.92766,20.465,13.167,8.3131,4.3979,3.925,1.1451,4.8999,1.3397,6.4068,26.482,6.4457,11.428
1.045,1.07,1.0592,-4.4961,-13.605,-13.461,210.63,29.645,-3.2569,6.5975,1.6586,1.7672,-0.44845,22.771,18.081,3.4156,3.8167,4.6773,1.5276,6.0541,2.3086,22.309,14.821,6.7269,15.391
1.045,1.07,1.0605,-5.0595,-14.542,-15.458,236.01,46.192,-4.4871,7.5377,1.582,0.59517,0.70315,35.66,9.6311,5.3074,6.1355,4.1725,2.1596,6.3268,2.2051,14.563,14.781,6.8472,12.6
1.045,1.07,1.0512,-5.2898,-15.257,-16.024,246.21,55.7,-2.5739,4.8019,1.5141,-0.40126,1.0179,31.917,18.82,7.8394,5.9995,5.0346,1.3589,6.8915,1.1523,13.394,18.945,4.7345,13.918
1.045,1.07,1.0569,-4.992,-13.985,-14.681,232.39,55.889,-4.8335,4.4605,2.2244,-1.135,-0.54886,30.537,18.556,6.4224,4.5496,4.3661,1.5403,6.9753,0.66553,12.128,12.295,3.4827,13.664
1.045,1.07,1.0546,-5.1971,-14.17,-15.341,241.84,59.166,-3.3648,9.0483,1.7421,0.093399,-0.22062,29.748,14.774,7.1871,5.7202,2.0537,2.1545,4.2686,2.3542,6.6496,21.976,6.6782,5.9568
1.045,1.07,1.0469,-5.2606,-15.67,-15.927,245.17,52.141,-4.1371,4.3538,1.0599,-0.74643,2.1676,27.062,21.221,11.12,6.9401,5.7854,2.4948,8.7634,1.8789,17.424,17.218,6.4791,15.585
1.045,1.07,1.0629,-4.33,-11.806,-12.314,202.06,43.49,-4.7909,4.801,1.6986,-0.15817,0.74982,16.734,11.465,11.472,5.1266,2.2297,2.2399,7.5812,2.3675,5.0804,13.135,8.1771,8.2694
1.045,1.07,1.0619,-4.2435,-11.657,-11.707,198.52,39.598,-2.3699,9.198,1.6776,0.18584,-2.1625,14.946,17.979,6.5588,5.8038,0.73912,1.8956,3.1586,0.90396,14.956,11.886,3.2276,2.8178
1.045,1.07,1.0475,-5.5952,-15.432,-16.909,259.75,66.929,-3.0204,6.0767,1.6003,2.385,0.35384,41.619,18.352,10.283,6.3674,2.6266,2.8674,6.5855,1.1354,10.684,9.1511,6.0185,6.9973
1.045,1.07,1.0514,-5.2308,-14.661,-15.475,243.65,57.242,-2.2771,9.5407,1.5138,-2.3988,-0.28438,27.838,19.432,12.421,5.8166,2.9393,0.85954,5.5052,1.7185,10.946,17.893,5.6379,8.42
1.045,1.07,1.0485,-5.2031,-14.655,-14.818,242.33,61.356,-3.2818,8.3864,1.6131,1.1156,-1.1358,21.562,23.004,9.8929,7.3787,4.5033,2.1305,3.7431,1.6428,19.72,10.533,5.7266,13.212
1.045,1.07,1.0457,-5.3027,-14.396,-15.625,246.01,67.805,-2.3354,3.2052,1.5674,0.41642,0.34189,34.377,19.409,7.9765,9.0101,3.523,2.8259,5.1015,2.0267,7.0642,14.49,5.8941,9.9449
1.045,1.07,1.0451,-5.5369,-16.219,-17.419,257.97,49.629,-3.2011,9.2703,1.7806,1.371,0.41821,40.191,19.673,9.6524,7.1946,3.0067,1.8229,7.3093,1.7895,13.188,20.913,6.5812,7.4557
1.045,1.07,1.0558,-4.7743,-13.239,-14.312,222.8,43.35,-4.1548,9.6024,1.7656,-0.034594,-0.13898,34.466,17.698,5.8965,5.1249,3.1735,1.9447,6.2879,0.8624,7.0266,13.57,4.4249,10.314
1.045,1.07,1.0644,-4.9145,-13.381,-14.381,229.17,51.256,-4.4758,10.418,1.5685,1.0325,1.2542,24.948,11.369,8.9901,5.0705,3.7698,1.3291,8.1576,1.6587,3.1098,17.372,1.3184,12.302
1.045,1.07,1.0552,-5.1387,-14.351,-14.751,239.63,56.826,-3.1717,11.428,1.5048,0.58379,-0.6568,20.83,16.698,11.702,7.7618,3.9977,1.9193,7.5626,0.56977,11.796,13.742,5.0837,12.109
1.045,1.07,1.0577,-4.5149,-13.568,-14.451,211.4,22.463,-3.0037,6.4957,1.2408,0.16229,0.8335,30.934,13.237,12.899,6.5297,2.5689,1.7415,2.8081,1.7262,16.431,17.984,6.186,8.0353
1.045,1.07,1.0543,-5.3437,-15.227,-15.741,248.8,60.236,-2.8589,7.3476,1.7771,0.095674,-1.1971,20.28,16.304,15.721,8.458,3.1982,2.2108,4.3855,1.5992,16.737,18.436,3.3438,8.9741
1.045,1.07,1.0526,-4.257,-12.222,-13.424,199.17,23.604,-5.3513,5.8133,1.3766,-1.0082,-0.91567,37.089,19.453,7.9683,5.1687,2.4275,0.82773,2.9105,1.7583,8.7159,14.168,8.7061,8.0577
1.045,1.07,1.0584,-5.1141,-14.678,-16.02,238.31,46.215,-5.013,5.3454,0.90324,0.013477,-0.33344,37.01,12.407,13.297,5.8658,2.0357,1.5263,4.2924,2.3487,13.867,15.076,4.5135,5.9778
1.045,1.07,1.0565,-4.8588,-13.964,-14.454,226.83,44.523,-2.007,8.0701,1.1704,-0.43896,0.99521,27.302,14.914,8.6788,5.448,3.5395,1.9098,3.4446,1.0623,18.227,13.507,7.6402,11.076
1.045,1.07,1.0663,-4.0962,-11.684,-12.94,191.76,19.867,-3.4608,5.1703,1.9273,-0.15344,0.34834,33.099,9.7534,7.2935,2.3103,2.9153,2.2868,6.1358,2.3517,3.5482,17.02,6.2819,10.774
1.045,1.07,1.0535,-4.9407,-14.64,-14.987,230.75,41.268,-3.4751,6.9609,1.6294,1.1551,-0.29952,26.738,22.118,5.4227,5.1859,3.7451,1.7529,4.9647,1.3974,18.795,21.154,1.7693,10.947
1.045,1.07,1.0475,-5.7167,-16.843,-18.056,265.98,54.948,-3.6353,6.413,3.0477,1.5205,-1.3335,45.749,21.112,6.4739,4.8525,4.3387,1.254,7.4405,1.6208,17.602,17.225,4.7276,10.613
1.045,1.07,1.0527,-5.4371,-15.147,-16.544,252.82,59.77,-2.2927,7.6162,1.4959,0.55551,0.96606,32.533,16.044,13.107,6.7128,3.0331,0.42683,4.3654,2.0257,8.355,20.679,3.0186,8.2522
1.045,1.07,1.058,-4.8009,-14.25,-14.764,224.61,33.952,-2.4427,9.3695,1.2388,-0.50443,1.2354,28.232,13.265,8.5603,7.6984,4.2153,1.0978,8.0285,1.2382,13.562,19.364,5.0349,12.85
1.045,1.07,1.06,-4.5249,-13.466,-14.38,211.3,29.045,-3.0645,1.0556,1.7998,1.3196,0.57477,34.754,12.806,9.6549,6.0624,3.2235,2.4439,5.7174,2.4664,15.784,12.216,4.1669,10.549
1.045,1.07,1.0535,-5.6206,-15.968,-16.47,261.56,67.278,-3.6969,9.1101,1.5796,0.013087,0.29816,23.25,16.42,9.1494,6.0212,6.6687,1.3156,4.9314,1.7701,15.405,21.926,5.8571,17.584
1.045,1.07,1.0579,-4.9837,-13.861,-14.961,232.37,49.002,-4.4119,9.3647,1.8874,-0.81224,-0.71429,34.66,14.467,10.276,5.6571,3.8217,1.8263,5.9643,1.9075,10.003,9.7313,5.1163,11.995
1.045,1.07,1.067,-4.6491,-13.101,-14.113,217.04,38.851,-4.2048,6.5713,2.2393,1.4763,0.43678,34.268,5.1347,6.2937,6.2432,3.3842,1.7006,3.299,1.5521,15.395,8.5712,6.8995,11.585
1.045,1.07,1.0476,-5.0214,-14.214,-15.365,234.33,43.284,-4.8688,11.129,1.9766,1.1231,-1.4901,40.151,21.6,9.2373,7.1647,0.41077,1.3587,4.8695,2.2053,14.213,9.3064,6.567,1.211
1.045,1.07,1.0608,-4.7802,-13.856,-14.858,223.07,38.864,-5.9029,4.0212,1.334,0.95854,-0.43271,32.504,15.274,9.845,3.9721,3.8939,1.9588,8.0607,1.2004,9.9636,15.367,2.7057,12.433
1.045,1.07,1.0582,-5.2527,-14.978,-16.101,244.65,51.843,-2.3934,6.8711,1.1233,0.96939,0.26544,36.572,11.868,10.746,6.7398,2.411,1.2542,9.9394,1.4658,10.753,12.815,4.5183,6.9697
1.045,1.07,1.0535,-5.1562,-14.318,-15.345,239.91,57.36,-3.5066,6.1612,1.4005,0.75784,-0.83532,29.169,19.874,13.483,4.3185,3.8721,1.9992,5.1818,1.7173,10.473,12.221,3.6182,11.547
1.045,1.07,1.0596,-4.2123,-12.347,-12.525,197.68,24.117,-4.9592,9.5817,0.99512,0.2413,1.1107,23.851,15.367,5.1376,6.9428,3.7634,1.1232,5.7017,1.471,15.037,12.986,6.5585,13.665
1.045,1.07,1.067,-3.9653,-11.318,-12.093,185.91,19.66,-4.1075,6.2394,1.957,0.13929,0.31003,27.225,9.1964,7.6721,4.5895,3.6433,2.0441,4.0318,1.8452,9.8799,11.138,6.8308,14.442
1.045,1.07,1.0565,-4.5104,-12.402,-13.077,210.07,47.157,-1.7738,2.8392,2.0533,-0.57449,-0.37822,25.396,13.642,9.1836,9.8923,4.1794,2.281,2.2008,2.306,12.425,8.8904,5.8688,14.548
1.045,1.07,1.059,-4.4169,-12.045,-12.842,206.09,42.172,-3.7167,5.9549,1.2973,-0.036296,-0.6432,28.808,16.593,5.9373,6.6773,2.761,2.1043,5.3932,1.3578,8.1525,9.0479,3.2528,10.032
1.045,1.07,1.0683,-4.9742,-13.295,-13.242,231.67,67.934,-0.11537,10.038,1.8499,-0.34482,-3.0171,8.0269,12.156,7.7087,3.715,3.7582,1.9803,1.8912,1.7357,17.184,15.046,3.0135,12.363
1.045,1.07,1.0508,-4.6342,-12.81,-13.371,216.34,44.612,-3.3377,9.5969,1.4236,0.37867,0.86422,26.912,21.521,6.4146,8.3522,2.8646,2.0994,4.392,1.1967,11.354,10.973,3.4409,9.5898
1.045,1.07,1.0578,-4.6414,-13.025,-13.352,216.83,43.715,-3.0488,9.6341,1.9552,0.37052,1.4963,19.071,16.359,13.983,8.4087,3.4229,1.04,4.9233,1.6857,14.376,8.4734,2.3648,11.646
1.045,1.07,1.0608,-4.2818,-12.258,-12.587,200.28,32.797,-2.3626,5.5631,1.3823,0.46138,-1.8994,20.543,14.301,10.834,8.6847,2.5089,1.9094,5.7137,1.6704,13.446,10.931,4.4546,9.1618
1.045,1.07,1.052,-6.1303,-17.251,-19.41,284.59,68.817,-2.7514,8.5033,1.1403,-0.32245,-0.046774,57.187,14.523,5.5778,2.9151,2.8467,1.5868,6.6293,2.1776,10.825,18.04,3.8104,6.6354
1.045,1.07,1.0494,-5.3469,-15.334,-15.47,248.85,63.759,-3.7066,5.6608,1.6023,0.47526,-1.5127,17.198,23.88,13.823,5.4695,3.1211,2.0143,7.8069,2.4727,16.077,18.504,4.6828,8.6378
1.045,1.07,1.0644,-4.6818,-13.002,-13.921,218.51,43.031,-3.3787,8.0886,1.933,0.015476,0.015672,28.335,8.1557,9.0718,4.8724,4.8051,1.2559,7.7683,1.3544,6.1991,12.101,8.7024,16.303
1.045,1.07,1.0556,-5.2369,-15.27,-16.146,244.76,42.502,-6.337,13.701,1.9911,0.34599,0.56824,35.498,17.316,10.384,5.1937,3.6048,2.1891,8.5285,1.2975,14.03,14.52,2.6209,10.311
1.045,1.07,1.0412,-5.724,-16.598,-18.028,266.12,58.314,-3.7591,6.1407,1.3438,0.6754,0.53746,44.595,26.497,9.5569,3.5053,3.4319,1.7498,5.2583,2.406,14.493,19.283,4.0706,8.2163
1.045,1.07,1.057,-5.1432,-15.2,-16.889,240.31,30.672,-2.9198,11.194,2.2457,0.52572,1.2844,49.041,10.25,4.8947,5.698,4.1678,1.679,5.6954,1.9131,10.502,22.16,5.052,11.263
1.045,1.07,1.059,-5.0719,-15.179,-15.372,237.15,41.372,-4.1601,9.8152,1.7381,0.34355,0.30337,25.551,17.822,10.19,3.4863,3.8319,1.9646,10.568,1.9872,17.99,16.455,2.7363,11.26
1.045,1.07,1.0583,-4.8862,-13.786,-15.591,227.74,39.888,-4.4073,5.6308,1.4363,-2.1256,0.52334,47.499,11.903,8.6445,5.9547,3.0939,1.5337,5.4787,2.3577,6.5862,13.011,3.4617,9.5028
1.045,1.07,1.0553,-5.319,-15.931,-16.775,247.95,46.097,-5.8939,4.0975,2.0338,1.2803,-1.8165,36.829,14.179,7.9607,7.12,5.0024,1.896,10.892,2.2164,14.352,19.119,6.0696,13.464
1.045,1.07,1.0584,-5.7557,-15.355,-16.117,267.22,83.872,-3.1381,10.385,1.3703,0.43827,-0.23328,28.051,13.549,2.0188,4.9671,4.148,0.98909,5.5088,1.5021,12.125,16.427,5.1871,11.325
1.045,1.07,1.0644,-4.5258,-13.207,-14.149,211.69,29.62,-4.1328,5.9522,0.71387,-0.37747,-1.4033,33.016,10.98,8.5846,5.605,3.1905,2.2358,6.3471,0.86321,11.795,15.055,3.9193,10.823
1.045,1.07,1.0638,-4.1218,-11.616,-12.219,193.12,26.174,-1.8841,8.6355,0.96332,-0.10865,1.5574,25.872,10.661,6.3236,7.906,3.6509,0.73158,3.505,1.7102,11.404,10.864,4.6014,14.043
1.045,1.07,1.0529,-5.5907,-15.208,-16.334,259.76,71.252,-3.8079,9.2842,1.6442,1.2054,0.98008,34.21,20.443,6.3488,1.1784,3.566,1.9324,6.6348,2.0855,9.5112,14.383,4.3056,9.8259
1.045,1.07,1.0511,-5.054,-14.445,-15.407,235.63,47.017,-4.0607,7.6771,1.6887,0.16578,-0.61501,33.428,19.952,6.2853,6.4142,2.7448,1.7733,4.7033,1.4427,11.94,20.691,4.346,7.9032
1.045,1.07,1.0557,-5.0106,-13.634,-14.71,233.22,56.787,-6.28,7.3768,2.6072,-0.38616,0.9335,34.807,17.145,3.5539,6.0291,2.7655,1.5325,4.5728,2.1051,9.5527,13.66,2.9561,8.6823
1.045,1.07,1.0597,-4.5881,-13.32,-14.058,214.62,32.23,-4.6757,8.0295,1.4166,0.67838,-0.50996,32.913,15.562,4.0523,4.3211,4.9919,2.4633,5.8063,1.7807,12.851,14.332,5.0565,16.641
1.045,1.07,1.0643,-4.4995,-12.825,-13.311,210.31,37.184,-3.5035,6.7002,1.3073,1.187,1.4211,24.814,12.478,7.5788,4.6178,3.7859,2.3552,5.5445,1.6017,14.482,10.739,3.3679,13.388
1.045,1.07,1.0638,-5.389,-15.677,-16.705,251.31,50.166,-5.0201,8.5898,1.228,0.13901,0.71056,32.782,9.6127,10.052,3.3141,3.8418,2.0848,6.8127,1.4539,14.522,21.781,3.1159,10.668
1.045,1.07,1.0665,-4.9855,-14.343,-15.139,233.06,41.392,-3.4429,11.882,1.1758,-0.13152,0.76647,36.161,10.083,4.273,3.2135,5.6676,2.182,6.7626,1.5732,15.888,10.793,2.3876,17.908
1.045,1.07,1.0433,-5.6439,-15.55,-16.409,262.38,70.034,-3.1185,11.148,1.3314,2.287,1.1781,31.89,25.335,7.0228,5.6864,3.0395,1.4561,3.0403,1.1594,15.584,14.612,4.9841,8.0276
1.045,1.07,1.052,-5.4345,-15.397,-16.723,253.04,55.65,-4.6379,9.3154,1.8936,-2.1926,1.4646,37.021,14.516,13.886,6.3719,3.5303,0.9481,7.8291,1.7293,7.8363,17.425,6.9182,9.5463
1.045,1.07,1.0567,-4.6364,-13.348,-13.493,216.7,41.251,-3.1078,7.987,1.4841,0.078205,0.19469,18.846,17.635,6.4915,5.0442,0.77327,1.9502,8.3469,1.2666,11.993,21.72,7.0063,2.4377
1.045,1.07,1.0569,-4.7613,-13.795,-14.486,222.48,38.141,-2.0271,8.3089,1.051,-1.3541,0.99791,33.251,13.9,6.5417,9.3688,2.1274,1.5507,9.6688,1.7009,10.828,15.443,3.2916,6.7362
1.045,1.07,1.0606,-4.7858,-13.825,-14.21,223.63,42.219,-3.3855,8.7406,2.0618,-1.7874,0.19953,26.299,12.524,11.184,7.1238,4.4281,1.4399,9.4875,0.37661,13.213,10.3,5.7261,14.385
1.045,1.07,1.0532,-4.6602,-12.636,-12.651,217.11,57.967,-4.2347,6.6447,2.6852,-1.4173,1.083,15.737,21.389,7.0626,6.4883,3.2099,1.2764,4.987,1.0739,12.46,11.459,5.7615,10.948
1.045,1.07,1.0562,-5.5802,-16.211,-17.149,259.89,56.405,-4.9145,8.0743,1.7906,1.7286,1.2927,37.449,12.521,6.6376,6.5373,3.9429,2.0034,7.0362,1.3336,17.981,17.135,4.4871,10.446
1.045,1.07,1.0557,-4.2576,-11.013,-10.686,198.31,59.321,-3.0605,5.0988,1.6996,-1.3848,-0.22163,10.976,24.918,2.0344,5.4582,2.4724,1.243,4.5949,1.6773,11.839,6.0902,2.8673,9.5615
1.045,1.07,1.0596,-4.7682,-13.938,-15.241,222.76,31.45,-4.8141,6.5625,2.1526,0.37677,-1.1978,37.654,11.761,8.5072,3.9322,2.8904,2.4646,5.6524,0.69976,9.8995,20.05,7.87,8.7319
1.045,1.07,1.0697,-4.8313,-13.899,-14.637,225.63,42.416,-4.5613,6.7724,0.80279,-0.21144,1.5298,28.401,5.5261,10.405,4.5846,2.5903,1.7253,7.3178,2.2074,14.942,13.2,4.0345,8.4964
1.045,1.07,1.0602,-5.4717,-15.147,-16.171,254.68,64.049,-4.2715,10.324,1.4603,-0.63858,0.2703,32.019,11.878,10.815,5.398,2.9288,1.2736,8.3052,1.6018,10.529,13.603,3.7769,8.3588
1.045,1.07,1.0666,-4.0753,-11.421,-12.181,190.77,26.495,-3.1447,5.8761,1.0933,1.2917,-0.61886,22.948,10.223,10.628,6.3451,-0.5683,1.5714,4.176,2.2058,10.489,12.738,4.1248,-2.2197
1.045,1.07,1.0582,-4.8702,-13.368,-14.199,226.79,54.377,-5.7346,5.5287,1.4857,0.54474,-0.30789,29.869,19.223,8.4621,3.1172,3.2711,1.9208,6.084,1.0328,11.269,7.5829,2.7506,10.753
1.045,1.07,1.0533,-4.8635,-14.186,-15.332,227.31,33.099,-3.2907,9.8515,1.8192,0.28301,0.022305,37.054,16.357,9.2749,5.706,4.1284,2.734,4.5712,1.4565,11.75,17.256,6.2022,12.22
1.045,1.07,1.0598,-5.0796,-13.766,-14.811,236.32,59.908,-2.9861,7.0543,1.0207,0.61685,0.71999,31.117,10.993,9.6636,5.7123,3.3664,2.0984,4.6474,2.188,11.269,7.8828,6.3957,10.567
1.045,1.07,1.06,-4.5755,-12.752,-13.081,213.83,43.169,-4.5383,9.5006,1.4976,1.6536,-0.80888,18.433,14.739,5.6068,7.1799,3.7103,1.2739,7.2564,1.8083,8.3002,17.463,5.9565,12.751
1.045,1.07,1.0498,-5.8717,-16.189,-17.742,272.57,73.17,-5.0637,7.9392,1.5363,1.0984,0.19107,43.548,16.019,6.4693,7.0944,3.7255,1.7098,3.9261,1.696,12.971,14.778,4.8776,9.4532
1.045,1.07,1.0589,-4.9916,-14.409,-15.127,232.98,44.991,-3.0793,8.1136,1.128,-0.4885,-0.30592,31.752,13.352,10.033,5.5102,3.7342,2.0456,4.7735,1.1188,17.798,11.759,6.1305,11.452
1.045,1.07,1.0539,-5.4288,-15.509,-16.335,252.99,57.384,-6.0111,9.7161,1.0524,-0.62741,-0.45696,33.886,17.982,7.7423,4.314,3.259,2.1918,2.9764,1.3334,19.337,16.606,5.4259,9.027
1.045,1.07,1.0563,-4.5786,-13.158,-14.305,213.94,31.663,-4.6636,6.6905,1.5987,0.13177,1.475,33.556,16.218,8.4873,4.6483,3.0955,0.99489,4.7881,1.9743,8.1705,18.544,5.5297,9.8999
1.045,1.07,1.0579,-4.6178,-12.742,-13.502,215.69,42.055,-3.09,10.225,1.4127,0.47335,-1.5333,26.921,16.844,13.193,5.786,4.1617,1.4172,7.4745,1.5567,8.0372,4.4497,5.6421,14.347
