V2,V6,V9,Theta2,Theta6,Theta9,P1,P4,Q4,P5,Q5,P7,Q7,P9,P10,Q10,P11,P12,Q12,P13,P14,Q14,LoadMargin
1.045,1.07,1.061,-4.8447,-14.338,-14.414,226.49,41.305,-5.0418,7.3603,1.4169,1.519,-0.32068,21.697,11.59,4.688,2.9009,7.5046,1.446,21.621,11.081,3.3346,4.8263
1.045,1.07,1.0586,-4.8879,-14.146,-14.632,228.18,45.033,-4.2798,6.8211,1.2424,-0.51441,-0.75716,26.137,11.203,3.2582,4.4357,5.0663,1.487,17.38,12.544,6.6221,-1.6158
1.045,1.07,1.0553,-5.6442,-16.29,-16.876,262.63,65.521,-4.0899,6.9447,1.8546,-2.1417,-0.3662,25.068,10.54,4.5292,4.8882,7.9842,1.6288,13.386,26.327,3.9683,-5.4888
1.045,1.07,1.0576,-5.3324,-15.101,-15.153,248.3,66.236,-4.7731,7.4521,1.9183,-0.71225,0.3027,17.575,6.3513,5.0548,2.9341,7.1119,2.0188,16.817,22.118,4.7238,-2.0288
1.045,1.07,1.0554,-4.8064,-13.281,-14.196,224.55,43.172,-3.935,13.547,2.0199,-0.41947,0.32553,28.075,8.9467,6.7962,3.1669,3.4248,1.619,8.8118,16.178,4.5097,-1.3507
1.045,1.07,1.0563,-4.7124,-13.267,-13.685,220.23,43.596,-4.6951,10.51,1.126,0.42418,-0.14917,26.939,3.9028,7.0041,4.2727,3.6981,2.0664,15.494,12.155,6.4991,1.4105
1.045,1.07,1.0599,-4.6037,-12.697,-13.32,214.91,44.39,-2.6259,8.7753,1.9391,0.11922,-1.0696,25.951,4.6569,4.4592,1.9385,3.3807,0.85088,12.58,14.356,4.648,0.41054
1.045,1.07,1.0533,-5.3517,-14.806,-15.746,248.8,63.431,0.23278,7.5333,1.8789,0.0024594,0.421,29.188,5.5666,4.919,1.4203,3.7673,1.4056,11.792,23.616,5.4793,0.0067863
1.045,1.07,1.0543,-5.2264,-14.422,-15.329,243.2,60.651,-3.9358,8.0925,2.1862,-0.27758,0.75208,26.551,13.669,6.1713,4.5427,7.9239,0.60273,6.9117,13.559,4.7007,-0.82077
1.045,1.07,1.0562,-5.3177,-15.083,-15.849,247.67,58.336,-5.8657,8.0305,2.8823,-1.4422,-2.0499,26.574,9.6225,5.2511,2.7767,7.75,1.6934,10.073,23.629,4.9134,-4.0306
1.045,1.07,1.0534,-5.2987,-14.84,-16.396,246.97,49.255,-4.052,11.65,1.3201,1.3948,-1.1094,43.012,7.3461,4.2222,4.572,4.2754,1.7148,9.8007,13.732,6.01,3.9535
1.045,1.07,1.0576,-4.9459,-14.602,-14.674,231.34,42.596,-6.2468,10.601,1.8344,-0.9524,2.8386,22.888,7.5573,4.5446,3.9059,6.4728,1.0843,19.536,18.234,5.33,-2.8809
1.045,1.07,1.0613,-4.5034,-13.116,-13.546,210.51,34.298,-3.3655,5.3421,2.1066,0.93249,1.4006,27.565,6.664,2.9779,1.5851,8.2709,1.1345,14.867,12.599,3.5133,3.1972
1.045,1.07,1.0516,-5.1448,-15.032,-16.147,240.11,41.097,-4.8737,8.9936,1.7277,1.1975,0.21821,41.284,5.0826,7.9233,3.496,8.934,1.2831,10.928,17.759,5.0927,3.356
1.045,1.07,1.0503,-6.3217,-18.12,-19.726,293.45,74.216,-4.1319,7.2729,0.63269,2.1496,-1.4392,47.844,8.9451,4.9336,5.015,8.5785,1.4413,14.827,17.034,3.341,4.8496
1.045,1.07,1.0511,-5.3607,-14.706,-16.262,249.33,59.071,-3.9575,9.1027,1.5868,-0.50871,0.84934,44.082,8.3497,3.9992,3.9889,7.2932,1.5295,6.4858,9.2694,8.285,-1.4384
1.045,1.07,1.053,-4.8969,-14.381,-15.368,228.42,37.807,-1.1598,4.8197,1.7526,1.3942,0.38398,39.328,9.3279,8.3067,3.1559,9.2838,2.2686,13.15,10.079,3.4506,4.1622
1.045,1.07,1.0537,-5.3191,-15.118,-16.117,247.79,53.75,-3.3455,8.8029,1.2209,1.9225,-0.63993,29.725,13.258,5.5888,1.3113,6.4322,2.1452,12.677,17.735,5.5136,5.3882
1.045,1.07,1.0552,-4.6208,-13.556,-14.358,215.95,31.978,-5.8682,5.7202,2.8682,1.1816,0.6824,31.774,9.1367,4.7631,3.4459,5.5346,1.7725,13.661,14.542,7.9829,3.7491
1.045,1.07,1.0589,-4.518,-13.056,-13.54,211.17,36.161,-5.0153,5.6255,1.6507,0.0096481,0.16329,29.748,7.3353,5.5882,1.691,4.4122,1.1123,18.859,8.9078,4.7531,0.033186
1.045,1.07,1.0557,-5.0845,-14.585,-15.111,237.01,50.938,-2.5392,7.1398,1.9415,1.6504,-0.46411,22.734,13.213,5.6337,3.1633,5.5953,1.7272,15.908,15.637,5.6521,4.9029
1.045,1.07,1.0519,-5.1565,-15.387,-16.443,240.47,40.39,-3.0588,4.9829,2.0013,0.061534,0.00090015,38.999,8.9658,7.1,5.794,6.9359,1.0729,14,18.855,4.6812,0.16751
1.045,1.07,1.0498,-5.6266,-16.417,-17.896,261.98,51.587,-3.0489,8.434,1.8043,-0.17387,0.19818,47.232,10.24,7.8658,2.4022,3.0787,1.2802,19.715,15.711,2.2983,-0.43766
1.045,1.07,1.0518,-6.1939,-17.268,-18.421,287.56,81.581,-5.9204,9.5285,1.0168,1.2458,-0.43392,41.707,7.2668,3.0201,2.6342,5.8212,0.97144,20.075,10.999,7.6419,3.0065
1.045,1.07,1.0562,-5.1358,-14.795,-15.728,239.68,44.57,-4.1645,10.11,1.8776,2.5315,0.60367,29.535,9.7617,4.5359,1.9658,6.0449,2.4033,12.597,21.204,3.4398,7.2838
1.045,1.07,1.0579,-4.7905,-14.06,-15.226,223.86,31.88,-4.314,7.0476,1.1892,0.79867,-0.17605,41.121,5.5644,1.8481,4.1692,5.6275,2.3769,13.431,14.573,5.7475,2.4644
1.045,1.07,1.0637,-4.5752,-13.055,-13.332,213.95,39.716,-3.5402,8.7566,1.7879,-0.17068,-1.7271,23.585,8.9118,2.0203,3.5737,5.6678,1.9601,17.328,7.9907,4.6145,-0.59624
1.045,1.07,1.061,-4.0983,-11.39,-12.339,191.38,30.352,-3.6485,2.1508,1.674,0.93726,0.6608,28.763,11.79,3.6381,2.6245,5.5057,1.1262,7.852,4.729,3.8259,3.6082
1.045,1.07,1.0536,-5.2352,-14.02,-15.224,243.45,64.229,-3.4348,9.6636,1.9507,-1.4977,0.39839,33.639,6.4322,5.9671,3.2026,5.0803,1.1064,5.9075,15.188,5.0131,-4.4619
1.045,1.07,1.0595,-4.7792,-13.567,-13.51,223.23,49.084,-5.3162,8.8571,1.932,2.081,-0.12199,16.165,6.033,8.1284,3.5164,4.4165,2.2954,19.169,14.289,2.3499,6.8687
1.045,1.07,1.0592,-5.4386,-14.72,-14.721,253,79.238,-6.053,10.006,0.90382,-1.1932,-0.52533,12.274,6.3918,6.0319,2.0168,6.776,0.90969,13.762,20.926,3.0885,-3.4768
1.045,1.07,1.0587,-4.8456,-13.856,-14.093,226.03,49.67,-5.3332,5.6192,2.1382,0.97084,-0.76716,23.764,8.4903,6.943,5.7977,5.0252,1.9022,19.078,7.8162,3.7164,3.151
1.045,1.07,1.0554,-5.5847,-15.516,-16.348,259.63,69.148,-3.707,8.0442,1.3083,2.4645,-1.2137,27.448,8.2244,4.4317,4.4514,7.2096,2.4596,11.527,17.663,5.2461,6.7458
1.045,1.07,1.0636,-3.7647,-10.726,-11.148,176.42,20.427,-3.9838,2.8987,1.8144,0.68299,1.0399,24.419,5.8676,3.3284,4.0862,5.9808,2.2409,9.9939,6.5621,4.2477,2.86
1.045,1.07,1.0544,-4.6537,-13.747,-14.376,217.75,31.289,-2.8286,8.4222,0.90483,-1.2172,-0.39371,27.597,14.219,6.9318,3.9012,9.1501,1.2508,9.8385,15.422,7.194,-3.8004
1.045,1.07,1.0573,-4.9128,-14.642,-14.874,229.59,40.719,-4.64,6.9314,1.694,-0.0058398,-0.17579,24.287,10.716,7.3405,3.668,6.1597,1.9017,20.367,16.412,3.0856,-0.017661
1.045,1.07,1.0574,-4.5933,-13.275,-13.785,214.65,37.507,-4.7063,6.1944,1.1491,-0.099587,1.6117,24.99,9.3094,5.1777,5.2753,4.3193,1.2878,14.019,14.337,5.4441,-0.33083
1.045,1.07,1.056,-4.3366,-11.601,-12.8,202.45,37.678,-6.8667,7.8706,1.9117,1.2535,0.97113,32.243,7.228,8.5222,1.4539,6.1631,1.3635,2.1062,8.8598,3.2651,4.5928
1.045,1.07,1.0517,-5.4878,-16.044,-16.753,255.83,52.748,-2.5164,10.191,2.077,0.75007,-0.57132,27.583,10.517,4.3849,2.5788,3.5004,1.2233,18.439,26.098,8.855,1.8698
1.045,1.07,1.0531,-4.9008,-13.62,-14.192,228.5,51.907,-2.4647,8.8031,0.80474,0.22145,0.10887,25.891,9.7153,9.2612,3.6338,6.5245,1.787,11.169,10.6,5.9433,0.70312
1.045,1.07,1.0529,-5.4636,-15.63,-16.858,254.17,56.78,-1.9555,5.7606,0.74995,1.1337,-1.2223,36.604,8.4826,7.273,2.2729,4.0847,1.406,14.818,21.221,2.2652,3.0204
1.045,1.07,1.0563,-5.1754,-14.597,-15.682,240.93,53.336,-2.4492,6.3213,1.7146,0.63436,1.4432,37.753,4.7188,4.1024,4.3574,8.9083,0.85274,9.037,14.529,2.6833,1.8685
1.045,1.07,1.0553,-4.9749,-14.506,-15.963,232.34,34.646,-3.5847,8.7827,1.2805,-1.0308,-1.4028,48.212,6.3958,3.51,4.6193,2.2706,1.828,16.421,11.585,5.563,-3.0326
1.045,1.07,1.0552,-4.3158,-13.045,-13.73,202.31,18.281,-2.585,6.4534,1.3127,-0.74848,0.72631,35.006,5.2522,8.5465,3.3364,9.3753,1.4051,10.074,17.51,4.177,-2.4303
1.045,1.07,1.0543,-4.5471,-13.339,-14.016,213.16,24.835,-2.9939,12.508,1.1518,1.9424,0.33596,34.794,7.9463,7.8372,4.9864,5.7118,2.0603,15.544,6.4052,6.5001,6.4028
1.045,1.07,1.0528,-4.9814,-13.653,-14.836,232.08,51.33,-4.446,9.09,1.1654,0.68324,1.4005,32.484,8.7681,7.1341,3.407,3.0387,0.97382,8.744,14.107,5.1563,2.1131
1.045,1.07,1.0525,-5.6041,-16.049,-17.077,260.75,61.568,-4.0294,7.4411,1.3111,-0.98096,-1.4004,37.001,8.9497,4.6265,5.5112,6.1724,2.0138,14.696,16.777,7.4181,-2.5806
1.045,1.07,1.0489,-5.9942,-16.719,-18.152,278.46,72.635,-4.9629,10.459,1.9508,0.23396,0.30359,44.816,6.0968,6.6316,3.7159,6.3563,1.7663,13.192,15.344,5.3648,0.57502
1.045,1.07,1.0532,-5.3976,-14.9,-15.872,251.09,63.837,-3.4894,9.176,1.849,0.039427,0.53378,38.043,4.7962,8.1096,4.1516,9.4861,1.031,9.9061,9.3393,3.0775,0.11299
1.045,1.07,1.057,-4.9758,-14.439,-14.872,232.5,44.058,-3.4323,10.343,0.86536,-0.35945,-0.33627,25.473,9.3688,4.5353,3.4675,6.109,0.7541,15.926,17.558,6.4759,-1.0873
1.045,1.07,1.0505,-5.489,-16.047,-17.235,256.03,47.64,-3.5382,11.259,0.68694,0.34342,0.42956,34.317,16.98,8.943,5.0188,6.5237,0.98208,12.171,18.708,2.2539,0.89205
1.045,1.07,1.0597,-4.5692,-12.897,-13.289,213.32,42.675,-1.2106,6.5442,1.6682,-0.44444,-0.46728,15.797,13.659,4.8643,3.8094,9.5637,2.4296,5.3159,17.658,4.0887,-1.5017
1.045,1.07,1.0574,-5.2278,-14.887,-15.676,243.97,50.345,-3.3078,12.374,1.4887,-0.48557,0.34961,28.542,13.233,4.0379,4.5474,5.6768,1.9611,13.997,14.159,3.2159,-1.4225
1.045,1.07,1.0576,-4.9556,-14.25,-14.613,231.5,46.025,-4.3462,10.528,1.9859,0.12886,-0.3099,25.342,9.1105,4.9109,4.0134,4.0199,1.6293,19.285,12.68,5.9462,0.40082
1.045,1.07,1.0583,-4.4213,-12.44,-13.087,206.47,37.068,-4.5847,5.2978,2.1633,2.1786,0.71124,22.681,9.2038,6.4543,4.0871,2.6208,0.91462,12.033,13.267,3.7303,7.6785
1.045,1.07,1.0553,-5.3908,-14.845,-15.634,251.01,63.904,-4.9147,11.536,1.7149,0.33763,1.1304,23.368,9.7442,4.6947,3.9678,4.3563,1.8275,10.375,20.897,4.6648,0.96015
1.045,1.07,1.0522,-4.8297,-14.487,-15.688,226.21,23.345,-4.8404,11.854,1.4887,0.18232,1.8016,39.426,9.8971,5.7633,3.6517,3.4019,2.0148,14.226,20.215,5.9231,0.51452
1.045,1.07,1.0527,-5.5913,-16.197,-17.388,260.45,54.947,-4.5449,9.2078,1.1332,-0.65642,0.75323,43.99,8.2535,4.7742,4.6145,5.3365,1.8567,18.288,13.015,4.5271,-1.7255
1.045,1.07,1.0593,-4.8454,-14.245,-14.554,226.53,39.407,-2.9605,8.8149,1.4757,0.99393,-0.61961,25.326,11.962,3.5078,2.0733,5.6807,1.6556,21.438,10.932,5.7949,3.1283
1.045,1.07,1.0531,-5.1995,-14.758,-15.695,242.24,53.104,-3.7359,7.8652,1.3747,-0.67093,0.19976,29.611,9.7696,7.7043,1.4899,7.0887,2.3661,9.4363,22.822,3.6802,-1.8933
1.045,1.07,1.0561,-5.0457,-14.735,-15.226,235.56,45.285,-3.7136,8.4131,1.6406,0.18453,0.70614,27.526,10.695,6.3,3.2039,9.7955,0.92703,13.736,15.877,4.0495,0.54872
1.045,1.07,1.0529,-5.648,-16.211,-17.202,263.1,57.97,-1.9504,12.113,2.1042,-0.52681,0.43756,34.521,9.8849,4.3206,5.8257,6.0657,2.1504,13.813,19.584,4.9517,-1.3627
1.045,1.07,1.0586,-4.6569,-12.543,-13.648,217.23,45.723,-2.4451,9.8643,1.1992,-0.57021,-1.0869,31.421,5.3068,6.254,3.3997,2.318,1.9172,7.415,13.431,1.8267,-1.9518
1.045,1.07,1.0555,-5.1812,-15.15,-15.905,241.5,49.162,-5.2063,5.0683,1.225,0.20207,1.7388,32.216,9.4267,4.618,1.9041,5.3194,1.4378,18.775,17.845,4.1788,0.57625
1.045,1.07,1.0533,-5.2636,-14.769,-15.654,245.44,54.112,-5.6164,11.916,1.3029,1.344,0.80275,35.071,5.9587,5.8132,2.9957,6.7434,1.7506,13.298,12.261,6.9572,3.9229
1.045,1.07,1.0547,-5.5368,-14.715,-15.072,257.07,83.538,-3.9804,8.8692,1.5017,0.18082,1.5093,18.344,8.9933,7.1339,4.2514,6.065,1.8454,12.294,11.49,4.2844,0.51922
1.045,1.07,1.0513,-4.8682,-14.211,-15.092,227.25,38.227,-2.2457,6.5776,0.72366,1.1089,-0.15324,30.427,6.7124,7.5939,3.7406,5.8475,1.9905,9.6911,24.591,7.599,3.0748
1.045,1.07,1.0535,-4.975,-14.438,-14.74,232.3,45.886,-3.3963,9.156,1.792,0.6593,0.97347,24.002,11.203,6.3455,2.5739,7.0701,1.964,16.984,14.213,8.5202,1.9801
1.045,1.07,1.0567,-4.6624,-13.363,-14.198,217.83,36.846,-4.0823,7.4321,1.2877,0.4192,-1.4556,22.86,10.178,6.0027,2.2005,8.2513,1.4751,3.4096,26.807,5.1367,1.2455
1.045,1.07,1.056,-4.7839,-14.173,-15.126,223.63,31.561,-2.406,7.7262,2.1482,-1.6794,-1.4612,39.979,7.689,5.0165,4.6066,3.7207,1.7818,17.721,12.69,5.5468,-5.1336
1.045,1.07,1.0592,-4.6996,-12.778,-13.45,219.4,47.849,-3.6171,11.149,1.0877,0.25418,-0.33979,23.781,14.115,4.4178,3.5137,4.9664,1.1586,11.087,3.6616,5.186,0.87521
1.045,1.07,1.0553,-5.1421,-14.721,-15.299,239.92,50.929,-3.8383,9.8792,1.0405,-0.28954,-0.94609,27.408,9.6033,7.4338,2.9235,6.6771,1.4824,14.618,16.881,4.386,-0.85419
1.045,1.07,1.0544,-4.7822,-13.591,-13.967,223.15,46.26,-3.0553,7.1344,1.2419,1.6655,0.24718,25.783,8.0103,9.2361,4.5795,6.3293,1.4426,15.129,8.7485,5.3926,5.3996
1.045,1.07,1.0498,-5.7049,-15.835,-17.219,265.25,66.228,-4.8092,10.601,2.1414,-0.16032,1.1538,34.963,11.665,6.3473,3.6305,2.2766,1.5411,11.811,20.048,5.0829,-0.41401
1.045,1.07,1.0576,-4.8695,-13.504,-13.965,227.14,52.564,-4.7599,9.2475,1.626,-0.59523,1.2221,25.465,10.086,4.9733,2.0398,5.0513,1.3543,16.092,7.3499,5.6378,-1.9485
1.045,1.07,1.0527,-4.9658,-13.907,-14.477,231.32,54.379,-3.0614,6.4254,1.5573,-0.51367,-0.2151,31.137,3.9209,8.6913,3.0498,4.6949,2.3764,15.693,12.121,6.9109,-1.5909
1.045,1.07,1.0586,-4.6502,-13.834,-13.751,217.56,37.897,-5.5479,6.343,1.0584,0.37492,0.32271,19.516,9.0922,7.3778,3.5144,8.6245,2.0189,18.249,14.794,4.3257,1.222
1.045,1.07,1.0491,-5.7512,-15.958,-17.402,267.67,63.414,-3.4195,14.414,1.4522,0.51476,-0.46055,38.182,11.632,8.3794,4.9263,7.4379,1.8061,6.4232,16.457,4.3638,1.3273
1.045,1.07,1.0529,-5.5327,-16.793,-17.77,257.98,46.207,-5.4649,5.659,1.5213,-1.8314,-2.2125,37.822,11.044,6.1748,5.0887,4.4234,2.2916,20.501,25.408,3.9881,-4.486
1.045,1.07,1.0549,-4.1767,-11.507,-12.485,195.31,28.831,-4.5055,7.642,2.0416,2.0928,0.63114,31.722,8.8224,8.2499,3.1659,6.9531,1.1686,4.7185,4.392,6.4716,7.7628
1.045,1.07,1.0556,-4.7648,-13.305,-14.177,222.35,43.794,-5.015,8.5629,1.9397,1.7918,-0.20423,26.511,9.2558,5.5736,3.7396,3.5524,1.5226,10.124,15.496,6.7423,5.7801
1.045,1.07,1.0521,-5.772,-16.397,-17.592,268.2,67.514,-2.505,6.3057,0.51676,-0.45612,1.7856,42.337,9.5782,4.8242,3.9681,5.7268,1.5529,18.213,10.661,3.6698,-1.1734
1.045,1.07,1.0522,-5.8238,-17.176,-18.03,271.31,57.516,-1.1032,11.076,1.6859,-1.4068,1.9551,38.056,7.6109,3.8904,5.8686,5.6322,1.704,19.953,22.055,3.9025,-3.4084
1.045,1.07,1.0553,-4.6498,-13.398,-14.205,217,37.938,-2.9585,4.673,2.0422,0.17073,-0.28646,34.547,2.3433,7.542,4.0979,4.726,1.67,12.934,16.487,4.5593,0.54679
1.045,1.07,1.0562,-5.1713,-14.769,-15.507,240.91,54.027,-5.4767,6.1033,1.6118,0.27636,0.59852,35.55,8.4813,4.3944,3.0003,6.9102,0.73779,18.376,6.9117,5.6895,0.82433
1.045,1.07,1.0571,-4.3773,-12.623,-12.804,204.75,34.949,-3.5071,6.316,1.0895,-0.071566,2.3111,18.629,7.9597,5.3376,1.8958,5.5839,2.1938,13.337,18.104,7.3588,-0.24258
1.045,1.07,1.0549,-4.3317,-12.773,-13.389,202.55,26.349,-1.777,3.5974,1.5562,1.7097,2.8236,28.878,10.241,6.1082,1.7272,4.6855,1.5293,15.974,11.634,6.5074,5.7771
1.045,1.07,1.0465,-5.8985,-16.729,-18.34,273.92,67.33,-5.9587,6.3944,2.1262,0.31882,0.25396,45.858,9.6128,7.2549,4.3444,7.6496,1.964,10.413,16.783,6.9799,0.77287
1.045,1.07,1.0535,-5.4225,-16.013,-17,252.7,48.401,-3.392,6.8966,1.8695,1.6154,1.334,38.524,8.7797,6.3919,4.4206,8.2546,1.5213,16.146,16.965,1.8177,4.3028
1.045,1.07,1.0557,-4.8896,-14.559,-15.235,228.4,37.305,-3.9406,5.8271,1.3794,-0.74169,-0.12037,29.479,16.1,4.1989,3.9727,8.0229,1.9496,15.101,13.17,7.234,-2.2187
1.045,1.07,1.0547,-5.5555,-15.79,-16.232,258.39,68.423,-4.0615,6.3385,1.4159,0.097825,-0.65145,29.126,6.1967,7.6859,3.4511,8.7793,1.4687,17.2,15.447,3.5468,0.26762
1.045,1.07,1.0572,-4.6811,-12.859,-13.719,218.12,48.866,-4.8757,5.4234,2.0482,-1.3009,2.0419,27.464,10.087,3.3898,4.0641,5.379,2.0254,7.7738,11.291,6.3328,-4.3815
1.045,1.07,1.0555,-5.087,-13.993,-14.738,236.73,60.34,-3.1673,6.5425,0.99597,-0.3746,-0.10513,24.878,11.71,5.2711,4.727,5.2627,1.8825,10.505,12.225,6.2658,-1.1527
1.045,1.07,1.0597,-4.1294,-13.015,-13.309,194.2,7.5334,-2.8568,6.8063,1.7119,0.18308,0.0047452,24.958,12.727,3.8377,2.3001,5.5496,1.6409,19.092,17.838,6.3916,0.60084
1.045,1.07,1.0566,-4.8217,-13.552,-14.39,225.06,44.672,-3.4546,9.0051,0.50248,-0.46873,0.26263,33.293,7.1376,6.4007,3.6639,8.19,1.2889,9.3349,10.604,3.8932,-1.5185
1.045,1.07,1.0558,-5.1396,-14.694,-15.605,239.73,48.299,-3.7771,9.4566,1.428,-0.20522,0.33686,29.001,15.237,4.9282,5.0627,2.911,2.2255,15.59,13.173,3.9103,-0.60504
1.045,1.07,1.0547,-5.6571,-16.34,-16.856,263.35,64.451,-4.8324,8.3408,2.0395,-0.18647,0.43196,28.178,8.9254,4.7722,4.0058,5.281,1.9803,20.603,19.737,4.799,-0.48721
1.045,1.07,1.0543,-5.2836,-15.003,-15.907,246.43,52.623,-5.5567,11.771,2.3151,-1.8159,-0.067186,34.171,8.5077,5.3777,4.4337,5.1884,1.4725,13.611,16.025,5.837,-5.1948
1.045,1.07,1.0568,-4.6157,-13.73,-14.69,216.25,22.881,-4.4826,10.218,1.7892,1.8553,-0.83609,34.955,8.9644,6.0879,4.5411,8.6416,2.4148,9.3632,15.922,4.0692,5.8507
1.045,1.07,1.058,-4.2452,-12.417,-13.046,199.01,22.802,-4.6778,8.2154,1.59,-1.3925,0.22282,26.343,9.61,4.9026,4.2898,4.8806,0.60688,10.081,16.735,7.0084,-4.8058
1.045,1.07,1.0561,-5.3402,-14.784,-15.077,248.11,71.968,-2.0632,4.6994,2.1195,-0.50702,0.22492,18.78,7.0061,5.2322,3.43,6.4475,2.1295,13.604,20.331,5.1583,-1.4541
1.045,1.07,1.0567,-5.2337,-14.756,-15.027,243.44,66.175,-4.1467,3.924,1.2782,-2.327,1.306,28.264,3.389,5.5572,4.7341,6.5384,1.5075,18.372,12.694,4.61,-6.9179
1.045,1.07,1.0519,-5.5601,-16.103,-17.271,258.96,55.159,-6.1635,8.2612,1.3782,-0.11072,-0.42431,38.951,11.059,3.7525,3.5653,6.7142,1.9113,14.88,17.052,8.3305,-0.28916
1.045,1.07,1.0552,-5.417,-15.109,-15.58,251.81,70.302,-3.351,5.3627,1.0699,-0.76595,-1.6108,26.325,10.055,6.8088,3.2825,8.1777,1.6177,15.43,11.105,5.478,-2.1952
1.045,1.07,1.0525,-5.5556,-15.865,-17.656,258.2,55.628,-3.3024,4.5591,2.0884,0.64148,-0.77904,45.335,10.802,2.6987,4.128,6.5414,1.3916,8.6884,18.464,5.2088,1.6564
1.045,1.07,1.0561,-4.7683,-13.161,-14.149,222.32,45.23,-2.1981,8.3331,2.325,2.0138,-0.46161,27.735,11,5.6508,4.1222,4.5912,1.3811,8.2843,11.585,5.1253,6.5716
1.045,1.07,1.0546,-5.5042,-15.606,-16.412,256.24,62.255,-5.2089,8.8736,2.0212,-0.72774,-0.85268,34.682,6.0505,4.6247,2.4746,7.4268,1.6134,15.385,16.748,6.4092,-1.9952
1.045,1.07,1.0525,-4.9706,-14.382,-15.512,231.77,41.004,-1.4442,6.2904,1.9141,0.58262,-1.2284,36.433,9.9492,7.2021,3.5189,6.8363,1.1088,10.392,16.26,5.8614,1.7014
1.045,1.07,1.0525,-4.9697,-13.509,-14.95,231.55,49.585,-3.0833,10.416,1.5328,-0.79072,0.044984,37.959,9.2782,6.4815,4.083,4.1872,2.1884,5.4456,11.058,5.9254,-2.447
1.045,1.07,1.0564,-5.0599,-14.261,-15.004,235.95,52.081,-6.1246,8.6702,1.3363,-0.29794,1.0019,33.443,8.7515,5.2595,4.1312,8.9568,1.3416,12.351,7.1647,5.0691,-0.92246
1.045,1.07,1.0526,-4.8013,-14.457,-15.697,224.57,25.632,-3.6891,7.676,1.5531,-1.8191,1.5712,49.86,6.9702,6.7493,2.4087,6.9814,1.1945,16.365,10.821,4.4371,-5.3156
1.045,1.07,1.0572,-4.9656,-14.72,-14.882,231.91,43.738,-2.3132,7.1318,2.0441,-0.12638,-1.7608,27.944,3.402,8.0821,4.7129,11.346,1.3594,15.07,18.117,3.3123,-0.37815
1.045,1.07,1.0554,-4.5774,-12.474,-13.301,213.68,43.565,-4.39,9.856,2.5356,-0.69631,-0.47698,25.029,10.198,8.6516,4.4685,3.2771,1.615,7.1115,12.253,4.5696,-2.3937
1.045,1.07,1.0544,-5.0749,-14.555,-15.215,236.56,49.786,-2.1301,7.5082,2.5146,-0.58231,0.19301,32.797,7.2627,8.5175,3.6962,8.547,1.537,13.448,13.216,2.7085,-1.7355
1.045,1.07,1.0591,-4.5163,-12.17,-12.889,210.84,45.318,-3.4674,9.4386,0.671,0.068297,-0.66298,25.267,8.3235,5.3943,1.5433,3.6045,1.1241,10.265,8.7208,5.1161,0.24524
1.045,1.07,1.0567,-5.3239,-15.368,-16.025,247.97,56.63,-3.3913,6.3503,1.4611,-1.8884,0.067545,30.242,10.984,4.2498,3.2428,6.9912,1.2957,16.821,16.415,3.8926,-5.3359
1.045,1.07,1.0585,-4.4649,-12.946,-13.29,208.83,34.295,-2.7785,6.7063,1.1701,-0.27404,0.027012,27.636,6.843,6.8168,4.5872,8.2672,1.9801,13.362,9.2434,4.2671,-0.95164
1.045,1.07,1.0496,-5.8322,-16.428,-17.88,271.05,66.33,-3.0326,9.2953,1.9003,-0.39163,0.34602,43.407,13.564,7.3156,3.4249,5.3324,1.5543,15.543,9.8912,3.4054,-0.98759
1.045,1.07,1.0532,-5.1629,-14.031,-14.912,239.9,65.463,-3.4435,4.9664,1.6601,-0.30989,-0.17413,26.988,10.726,8.5297,3.1724,5.2405,1.9055,9.6386,12.734,4.393,-0.93557
1.045,1.07,1.0593,-4.6907,-13.668,-14.239,218.81,41.512,-4.5787,2.0301,2.0173,-0.5985,-2.0127,28.024,12.87,4.9152,4.2309,6.8833,1.1377,15.813,8.8814,5.0357,-1.96
1.045,1.07,1.0561,-5.3722,-15.293,-15.867,249.75,64.714,-5.0947,2.7827,1.7178,0.71938,0.37368,25.421,6.7757,7.1911,1.8179,8.9215,1.4438,12.987,23.001,1.3203,2.0054
1.045,1.07,1.0526,-5.4709,-15.852,-16.705,254.67,57.951,-2.6838,6.2436,1.3177,-2.331,0.19273,39.671,9.1069,6.8728,4.8874,6.5395,0.87455,19.002,10.773,4.3568,-6.3215
1.045,1.07,1.0493,-5.7946,-16.829,-17.867,269.6,62.477,-5.8468,7.3794,1.171,0.39851,-1.5963,31.743,15.57,7.0796,4.2016,5.1155,0.77079,16.267,21.603,7.4603,0.9737
1.045,1.07,1.054,-5.105,-14.363,-15.223,237.85,53.109,-4.3782,7.6812,1.2362,0.61487,1.1355,30.03,9.1278,5.1549,3.3633,6.1601,1.0983,11.387,15.31,6.7683,1.835
1.045,1.07,1.0566,-4.7153,-14.343,-14.692,220.99,27.858,-5.7899,9.4934,1.1723,-1.245,1.9125,29.342,12.611,7.3607,2.3147,10.015,0.92192,17.049,14.149,3.1656,-3.8549
1.045,1.07,1.0537,-5.538,-15.499,-16.62,257.5,65.551,-5.6469,7.1914,1.762,-1.9844,0.58863,40.037,7.3284,5.5249,2.7519,2.7439,2.0038,18.647,12.087,3.8671,-5.4554
