V2,V6,V9,Theta2,Theta6,Theta9,P1,P4,Q4,P5,P7,P9,P10,Q10,P11,P12,P13,P14,LoadMargin
1.045,1.07,1.0558,-4.8529,-13.022,-14.1,225.93,55.509,-5.4502,7.359,-1.3753,33.704,5.6602,6.3158,1.0217,4.7795,8.247,11.242,18.57
1.045,1.07,1.0554,-4.9654,-13.398,-14.35,231.12,57.405,-3.5743,8.0468,0.77602,31.226,6.2856,6.344,4.692,3.2773,10.786,8.386,20.129
1.045,1.07,1.0561,-5.2672,-15.448,-16.505,245.49,46.881,-3.1347,5.953,-0.069539,43.994,6.1293,2.6338,2.85,7.986,17.789,12.136,17.187
1.045,1.07,1.0495,-5.5425,-15.47,-16.921,257.56,62.772,-3.2236,6.7687,0.093035,42.763,3.2651,7.4936,3.8157,0.84003,14.523,19.349,8.6166
1.045,1.07,1.0548,-4.583,-13.172,-14.084,214.06,34.583,-2.6551,6.2761,-0.87227,36.311,6.8978,7.6445,5.4693,6.8121,9.8472,10.088,22.701
1.045,1.07,1.0595,-4.2371,-12.084,-12.056,198.51,33.624,-4.3569,8.8806,-1.5647,9.4138,13.488,7.462,3.9601,4.7727,11.02,17.471,48.635
1.045,1.07,1.0588,-4.3209,-11.732,-12.316,201.73,41.534,-4.4255,6.5667,0.27038,19.225,7.5701,6.3074,2.7981,2.1479,8.597,15.374,27.79
1.045,1.07,1.0596,-4.3771,-12.811,-13.069,204.93,30.781,-4.646,6.7047,-0.2085,24.871,6.0236,5.8105,3.8598,6.2942,15.164,13.532,21.102
1.045,1.07,1.0505,-5.502,-16.33,-17.852,256.4,45.291,-6.3577,6.697,-0.8119,46.949,11.865,5.6669,1.5578,5.6664,16.671,19.277,29.842
1.045,1.07,1.0565,-4.7914,-13.939,-14.641,223.81,38.108,-3.7254,7.2847,0.96957,26.859,12.72,5.6652,1.9651,8.248,11.493,16.463,39.624
1.045,1.07,1.0509,-5.8966,-16,-17.292,273.49,81.198,-3.9792,7.538,0.25294,36.716,9.1309,6.2697,3.8429,7.0231,9.7054,13.077,23.522
1.045,1.07,1.0537,-5.1906,-15.032,-15.827,242.1,48.501,-4.4549,8.564,-0.36751,30.492,9.2795,6.7263,4.7599,6.0611,13.041,20.151,26.227
1.045,1.07,1.0498,-5.7238,-17.048,-18.016,266.43,55.927,-5.0048,5.3566,0.25797,42.799,7.2046,7.6872,3.9476,9.546,18.368,18.634,17.679
1.045,1.07,1.0561,-4.9447,-13.286,-13.871,229.92,63.24,-2.3927,5.584,1.0471,21.494,6.2216,6.6996,3.8365,4.5661,9.5561,14.121,19.993
1.045,1.07,1.0564,-5.3927,-14.888,-15.83,250.7,66.372,-3.4431,6.7395,-0.67214,30.897,8.9625,3.235,3.5497,8.989,8.4248,15.023,25.715
1.045,1.07,1.0524,-4.5382,-13.134,-14.052,212.13,30.53,-2.3875,7.1746,0.30969,36.831,5.3624,10.194,4.4142,6.1788,10.359,12.45,17.361
1.045,1.07,1.0495,-5.1514,-14.668,-15.905,239.95,48.558,-2.9778,7.0821,-0.059201,36.108,11.786,9.6502,3.4612,3.7246,11.905,16.028,33.306
1.045,1.07,1.0528,-5.862,-16.01,-17.089,272.03,80.384,-3.4346,7.9723,-0.74622,35.273,6.5611,4.9544,3.3184,5.904,12.952,15.548,17.032
1.045,1.07,1.0614,-4.5386,-13.069,-12.789,212.36,41.164,-2.1369,9.2417,0.81188,8.8986,9.3452,4.7097,2.7843,4.7627,17.842,18.772,31.569
1.045,1.07,1.0586,-4.9219,-13.831,-14.695,229.34,49.454,-2.7978,5.9652,0.75144,28.014,8.0857,2.4978,5.0562,5.5034,9.9382,16.356,25.343
1.045,1.07,1.0554,-4.8049,-13.316,-14.09,223.95,50.023,-4.0727,6.8319,-0.92142,23.764,10.786,7.1226,4.1611,5.0324,7.4818,17.079,34.605
1.045,1.07,1.0537,-4.8023,-14.05,-15.476,224.5,29.056,-4.1393,9.137,-0.56401,39.307,10.984,5.4423,4.1992,4.6336,8.35,19.571,32.152
1.045,1.07,1.0511,-5.9441,-16.487,-17.445,276.02,78.046,-2.3606,9.4369,0.06588,40.313,4.6425,6.6142,2.9206,4.1015,21.121,10.103,11.768
1.045,1.07,1.0633,-4.3182,-12.389,-12.629,202.47,29.36,-3.8572,11.139,0.47381,18.614,8.9672,2.229,3.1112,6.8073,11.591,14.764,32.623
1.045,1.07,1.0555,-5.3007,-15.233,-15.416,246.73,61.654,-3.1826,4.8911,1.8976,18.842,11.869,6.726,5.5342,6.5947,18.344,15.008,33.971
1.045,1.07,1.062,-4.2306,-12.008,-12.09,197.98,35.837,-5.1743,6.3151,-1.8756,19.817,4.6561,4.904,2.9661,5.6552,13.574,13.724,17.432
1.045,1.07,1.0576,-4.6679,-13.043,-13.894,217.78,43.061,-4.3208,6.6725,0.72716,26.769,10.26,5.024,3.0872,5.3497,9.1309,13.681,34.239
1.045,1.07,1.059,-4.6175,-13.877,-14.23,216.07,30.812,-2.8225,6.1173,-0.81743,20.169,16.451,3.939,3.5584,5.3188,16.935,18.424,51.626
1.045,1.07,1.0534,-5.1377,-14.38,-15.654,239.13,53.261,-3.8578,6.132,-1.1925,38.026,8.4391,5.9644,2.3927,6.2069,9.0339,15.606,24.75
1.045,1.07,1.0561,-4.8901,-14.27,-14.39,228.12,48.167,-4.0305,4.448,0.97232,17.295,13.324,7.7995,4.9276,4.6528,19.193,14.93,41.104
1.045,1.07,1.0603,-4.919,-13.979,-13.693,229.34,58.118,-2.1728,6.1095,-0.68524,10.807,8.3063,4.7112,5.1726,9.2333,14.121,17.81,26.247
1.045,1.07,1.062,-3.9735,-11.179,-11.309,186.25,28.662,-6.6755,6.8741,-0.033554,14.859,8.4566,5.9137,4.1345,2.65,12.591,11.743,33.902
1.045,1.07,1.0606,-4.2627,-12.692,-12.327,199.77,31.029,-2.4672,6.015,-1.8584,12.692,7.3354,6.5148,4.828,5.8183,17.487,18.731,25.397
1.045,1.07,1.0569,-4.8229,-14.309,-14.636,225.85,33.964,-3.6959,12.088,-0.14175,25.003,12.499,6.2943,3.1786,4.6507,20.08,14.673,38.581
1.045,1.07,1.0552,-5.4876,-15.2,-16.093,255.33,65.696,-4.3045,9.9032,0.2411,29.106,10.249,4.4762,4.3011,7.5457,10.105,15.31,28.786
1.045,1.07,1.0515,-5.4808,-15.569,-15.937,254.81,67.835,-1.9274,5.3666,0.29705,18.651,10.521,9.0484,2.7528,7.2251,13.27,25.597,27.73
1.045,1.07,1.0503,-5.7593,-15.411,-17.266,267.22,73.917,-3.2638,9.2031,0.26985,42.777,11.037,5.2215,4.2016,7.2026,2.6865,11.659,29.012
1.045,1.07,1.0518,-5.4688,-15.932,-16.89,254.61,55.192,-3.8406,6.0072,-0.73041,34.985,11.04,6.6302,4.1999,4.9529,17.154,18.79,29.161
1.045,1.07,1.0554,-5.0852,-15.025,-15.553,237.23,46.7,-5.1141,5.2013,-1.7571,30.798,11.209,6.2028,3.4941,5.3404,20.635,14.521,32.671
1.045,1.07,1.0587,-4.0657,-11.831,-12.424,190.55,21.831,-5.7839,5.4025,-1.2231,26.79,9.4897,6.9698,3.2964,7.2117,8.3748,12.702,35.24
1.045,1.07,1.0506,-5.8112,-17.02,-18.231,270.58,56.759,-3.2139,9.7092,-0.12763,41.264,9.2502,5.2343,4.496,8.459,13.893,22.019,22.375
1.045,1.07,1.0534,-4.9883,-14.232,-14.56,232.64,51.233,-1.7252,8.1322,-0.32143,23.176,10.058,9.5193,3.3895,6.1421,15.39,14.874,30.575
1.045,1.07,1.0532,-5.2862,-14.96,-15.843,246.28,55.433,-3.2431,9.4264,-1.0069,28.735,12.453,6.6963,2.2771,7.6004,9.9855,19.349,35.129
1.045,1.07,1.0551,-5.5307,-15.873,-16.494,257.93,57.53,-3.4425,13.275,-0.76512,33.238,6.6219,4.7328,3.76,5.5032,19.542,16.046,18.006
1.045,1.07,1.0586,-4.4367,-12.339,-12.88,207.58,36.881,-3.248,11.229,-1.4385,24.666,7.5217,6.0062,5.7456,3.9565,9.7485,11.266,26.879
1.045,1.07,1.0559,-4.8927,-13.234,-14.183,227.99,53.781,-5.3084,9.4278,0.25468,32.061,4.5781,6.5502,3.7038,7.5894,5.5196,11.14,14.908
1.045,1.07,1.058,-4.6734,-13.596,-14.307,218.61,33.468,-6.0673,8.7973,1.4909,28.17,7.6323,4.8196,2.9441,5.2867,13.036,18.563,24.423
1.045,1.07,1.0564,-5.4955,-15.97,-16.179,255.91,63.527,-4.135,6.6125,-1.8474,29.118,3.7073,4.8265,4.1544,7.1637,21.836,18.458,10.08
1.045,1.07,1.0545,-5.0474,-14.44,-15.339,235.1,49.34,-2.4133,4.8974,0.68623,37.631,-1.131,5.918,5.0812,4.8684,13.736,19.068,-3.3211
1.045,1.07,1.0545,-5.304,-14.927,-16.056,246.63,59.437,-4.278,4.2915,-0.51406,36.483,7.6642,4.6619,3.6798,4.6728,13.514,15.357,21.854
1.045,1.07,1.0504,-6.1132,-17.257,-17.736,283.76,83.817,-3.6258,7.4219,1.2319,28.213,7.7337,8.259,4.0598,9.7369,17.217,17.908,18.693
1.045,1.07,1.06,-4.7875,-13.59,-13.589,223.37,52.3,-6.2276,5.716,0.31039,13.477,11.206,5.2806,2.925,6.6312,15.68,15.43,36.796
1.045,1.07,1.0579,-4.9675,-14.322,-14.311,231.96,50.785,-2.2742,9.5515,-2.0829,15.841,13.528,5.8191,3.278,4.95,19.319,16.245,41.576
1.045,1.07,1.0586,-4.5853,-13.056,-13.919,214.49,33.193,-2.9961,10.541,-0.21434,30.402,12.076,3.8723,3.0982,7.8448,8.7125,10.209,40.753
1.045,1.07,1.0586,-4.475,-13.096,-13.492,209.36,32.967,-4.0065,6.429,-2.095,32.033,4.8123,6.0335,2.875,7.3569,16.108,10.619,16.489
1.045,1.07,1.053,-4.8429,-15.067,-15.951,226.84,21.704,-4.6511,7.8903,-1.5008,38.61,12.405,7.2316,3.1653,8.4434,15.922,20.047,34.159
1.045,1.07,1.056,-5.2064,-13.887,-14.383,242.21,69.586,-4.2248,10.316,1.422,20.034,10.849,6.8667,4.5099,3.9969,13.053,7.0956,33.557
1.045,1.07,1.049,-5.3887,-15.996,-17.034,251.54,43.573,-6.1674,10.377,-0.45813,41.646,13.285,10.122,2.7712,7.6687,17.914,12.276,35.125
1.045,1.07,1.0559,-4.9039,-13.557,-14.532,228.74,48.749,-4.1696,10.221,-1.4841,26.743,9.9964,5.2956,4.026,2.0707,8.9783,19.247,31.195
1.045,1.07,1.0492,-5.7153,-16.013,-17.394,265.39,67.83,-1.7091,6.2608,-0.42128,43.193,7.539,7.2208,3.5125,2.8091,16.616,13.915,19.407
1.045,1.07,1.0535,-5.1099,-14.507,-15.79,237.91,49.214,-2.5782,5.3641,-0.29424,38.303,10.199,5.3376,2.7912,4.2286,12.725,14.276,29.713
1.045,1.07,1.0524,-5.7064,-15.893,-16.702,265.41,70.686,-3.6392,10.943,-0.8055,32.904,7.8544,6.7966,3.185,7.8834,13.55,15.182,20.902
1.045,1.07,1.0525,-5.3149,-15.09,-16.132,247.61,54.306,-5.5549,8.8716,-0.20156,33.241,10.457,7.1683,2.267,5.8771,12.202,18.434,29.272
1.045,1.07,1.0521,-5.059,-14.083,-15.293,235.35,53.525,-1.8648,5.0664,-0.66871,40.431,7.2952,7.6457,4.1487,1.7093,15.539,7.5494,21.944
1.045,1.07,1.0568,-4.9465,-14.288,-14.594,230.63,50.227,-3.8045,4.7899,0.41179,20.363,10.936,6.2751,4.1892,10.436,10.718,18.095,33.411
1.045,1.07,1.0593,-4.5987,-12.594,-12.741,214.54,51.712,-3.2851,7.5878,-0.60372,20.507,4.4706,6.3678,3.1831,7.7891,11.215,9.9938,15.717
1.045,1.07,1.053,-5.3784,-15.26,-16.12,250.3,59.46,-4.9361,6.5287,1.3694,31.187,13.531,7.1942,2.4934,6.3345,16.293,10.751,38.144
1.045,1.07,1.0534,-4.9025,-14.408,-15.854,228.99,30.662,-1.5539,8.3111,0.44234,39.957,10.787,4.713,3.228,7.5516,6.6816,21.054,30.499
1.045,1.07,1.0552,-4.5977,-12.702,-13.331,214.71,43.484,-4.1102,9.4514,-0.39981,26.481,8.3117,8.984,3.3177,1.76,13.932,9.6737,28.481
1.045,1.07,1.0583,-4.5512,-13.351,-13.233,212.95,38.186,-3.5908,7.4183,-1.1206,17.426,8.02,7.6107,2.9548,9.1352,14.545,17.613,26.556
1.045,1.07,1.0563,-4.9014,-14.037,-14.723,228.59,47.252,-5.3639,5.7532,-1.3137,29.633,8.5434,6.0122,2.7686,5.5931,14.255,15.933,26.523
1.045,1.07,1.054,-5.4012,-14.978,-15.658,251.18,66.331,-2.0595,7.9214,0.82982,25.357,7.4066,6.2824,4.5173,5.6268,11.961,18.676,20.906
1.045,1.07,1.0562,-5.0435,-14.73,-14.749,235.38,50.951,-3.7255,7.3509,-0.59079,17.441,10.307,7.2988,4.5458,6.6306,17.548,20.175,30.361
1.045,1.07,1.0589,-4.447,-12.963,-13.073,208.17,33.79,-4.4595,7.661,0.77346,23.768,4.3289,6.9568,2.2336,4.151,19.963,13.261,14.97
1.045,1.07,1.0552,-4.7933,-13.908,-14.967,223.76,37.585,-5.9813,5.5877,-0.61272,32.5,11.413,5.9166,3.9912,7.1314,8.1118,18.303,34.905
1.045,1.07,1.0592,-4.5714,-12.519,-13.066,213.34,47.246,-4.812,7.8816,-1.5889,21.202,10.826,5.1872,2.2483,3.8623,10.968,12.099,37.949
1.045,1.07,1.0555,-4.7742,-13.072,-13.954,222.3,51.674,-2.9726,5.3909,-0.11232,29.015,9.3187,6.8268,5.2685,4.5316,9.2138,8.5774,30.755
1.045,1.07,1.0511,-5.8023,-16.425,-17.607,269.89,64.808,-2.1551,10.836,1.011,38.862,12.638,5.7909,5.9271,7.0212,14.527,9.7911,32.316
1.045,1.07,1.0548,-5.0695,-13.807,-14.485,236.02,60.269,-1.9168,9.2573,-0.54232,21.263,12.952,7.0404,1.8654,8.4116,6.0477,15.63,39.879
1.045,1.07,1.0517,-5.3326,-15.599,-16.214,248.44,53.218,-3.3362,6.1353,0.4832,28.703,10.103,8.5787,3.9786,6.5803,16.401,20.439,27.325
1.045,1.07,1.0542,-4.7319,-13.616,-14.646,221.35,31.954,-2.744,11.888,0.2364,39.958,9.2812,7.344,2.2742,6.934,13.022,6.5706,29.55
1.045,1.07,1.0581,-5.1712,-15.086,-15.734,241.23,47.787,-2.4782,7.9003,0.055472,32.336,7.8002,2.2665,2.7725,5.3884,19.84,15.892,22.598
1.045,1.07,1.059,-5.2435,-15.191,-15.331,244.44,57.664,-4.8535,6.9247,-0.68298,23.78,9.9582,3.7089,3.5671,7.8465,20.851,12.758,29.212
1.045,1.07,1.0589,-4.7573,-14.03,-14.514,222.15,39.719,-4.8609,4.0884,-1.1425,28.698,10.035,4.0696,4.3262,6.2751,17.467,13.153,31.917
1.045,1.07,1.0528,-5.1049,-14.864,-15.909,238.23,43.124,-4.1326,8.6171,-2.513,35.851,10.539,6.7641,2.8927,6.7879,11.241,20.46,29.652
1.045,1.07,1.0555,-4.884,-13.579,-14.311,227.79,50.028,-5.4919,8.8021,0.059938,28.147,8.9331,7.3226,2.8224,4.1679,13.208,11.663,28.678
1.045,1.07,1.0531,-5.0027,-14.577,-15.335,233.27,43.739,-0.9016,5.7822,1.7739,32.492,4.6011,7.5047,5.065,6.7242,12.853,19.499,13.341
1.045,1.07,1.0592,-4.6041,-12.996,-13.442,214.93,43.951,-4.1922,6.1493,-1.0507,25.976,6.9821,5.0839,2.5512,6.9027,12.756,11.949,23.896
1.045,1.07,1.0497,-5.2667,-15.209,-16.899,245.29,44.674,-3.4359,6.3817,-0.41087,46.699,7.9779,6.7796,3.7812,2.0794,12.815,19.266,21.203
1.045,1.07,1.0569,-4.7499,-13.942,-15.183,221.99,29.744,-3.0818,7.3962,0.44542,44.734,7.4277,3.1905,2.7566,7.4081,13.359,9.3484,23.113
1.045,1.07,1.056,-4.6809,-13.797,-13.968,218.87,37.983,-2.8621,7.2607,-1.4948,20.993,10.647,8.0626,4.3459,3.7227,18.584,17.496,33.57
1.045,1.07,1.0535,-5.1671,-15.15,-15.923,240.91,46.832,-2.6319,6.296,-0.39121,35.449,12.241,6.8422,4.0106,5.1288,20.285,9.707,35.038
1.045,1.07,1.0533,-5.3901,-15.329,-16.634,251.02,53.072,-4.378,8.638,1.2119,37.8,12.086,4.7085,0.81625,4.3611,15.223,15.328,33.29
1.045,1.07,1.0529,-5.8052,-16.068,-17.072,269.66,75.852,-6.3158,8.0972,-0.34518,31.996,10.971,5.6119,2.5579,7.1958,12.783,15.958,28.721
1.045,1.07,1.0559,-4.07,-12.675,-13.296,191.27,6.3755,-2.851,5.8793,0.32349,33.64,11.405,8.3602,2.3405,5.9336,17.139,11.437,38.503
1.045,1.07,1.0501,-5.6388,-15.577,-17.318,262.06,64.014,-5.9343,8.6479,-0.011871,46.786,9.6876,6.3689,1.8766,5.5376,10.375,11.501,25.674
1.045,1.07,1.0579,-5.2066,-14.535,-15.194,242.44,60.018,-5.0059,7.5092,0.52952,23.292,7.3923,3.2667,4.183,6.4722,10.068,21.306,21.777
1.045,1.07,1.0588,-4.5971,-13.887,-14.351,215.34,26.292,-3.1097,7.9296,-0.42057,27.155,5.2769,3.7151,4.3905,6.6197,13.614,25.311,15.694
1.045,1.07,1.0548,-5.2516,-15.199,-16.146,245.03,47.538,-5.4049,10.048,-0.23463,27.649,14.815,4.6397,3.8595,5.9142,11.332,22.139,41.059
1.045,1.07,1.0549,-4.6101,-13.242,-13.671,215.08,43.13,-6.116,2.867,0.0058419,22.143,7.3722,9.4896,5.6235,2.7841,13.983,18.164,23.939
1.045,1.07,1.052,-5.3775,-15.453,-16.52,250.13,56.832,-3.9405,3.9903,0.04903,32.092,15.669,6.6782,1.7566,3.7102,17.101,16.404,42.667
1.045,1.07,1.0577,-4.7327,-13.801,-13.812,221.16,42.626,-2.1078,7.5148,-0.096183,22.764,8.9652,7.168,5.2105,7.4885,18.775,8.566,29.233
1.045,1.07,1.0569,-4.497,-13.297,-13.897,210.21,31.015,-4.7659,3.4856,0.71933,25.48,12.134,6.5691,4.4962,3.6502,15.593,15.152,39.813
1.045,1.07,1.0599,-4.8468,-13.604,-14.123,226.23,48.827,-4.4969,9.1821,-1.1339,28.564,6.0698,3.3616,4.2923,5.0341,15.34,10.293,19.887
1.045,1.07,1.0509,-5.2501,-14.732,-16.576,244.25,49.679,-3.1782,6.3358,0.34758,44.524,9.4466,5.5036,2.1141,5.7103,5.2462,18.962,25.906
1.045,1.07,1.0528,-5.1013,-14.575,-16.003,237.72,44.155,-2.1516,7.303,0.12263,40.824,9.3268,5.4168,4.088,5.1841,9.7517,15.894,26.742
1.045,1.07,1.0545,-5.0915,-14.959,-15.925,237.34,43.987,-2.743,4.5249,-0.19049,32.314,9.9975,4.8037,3.2594,7.7019,11.006,23.446,27.723
1.045,1.07,1.0601,-4.38,-12.518,-12.471,204.98,37.459,-4.5119,7.9628,0.75406,13.894,11.749,6.6557,1.4072,4.1084,18.292,11.43,42.23
1.045,1.07,1.0515,-5.3068,-14.753,-16.425,246.59,57.329,-3.3995,4.3261,-0.52891,40.333,16.335,5.6463,3.1562,6.5552,6.7985,10.272,45.832
1.045,1.07,1.0598,-4.5586,-13.267,-13.148,213.3,38.782,-3.9682,8.1854,1.0907,17.303,9.2005,6.3814,2.4563,6.4172,19.595,11.595,31.401
1.045,1.07,1.0508,-6.0722,-17.703,-18.754,282.11,69.851,-1.9554,6.1786,-1.487,39.29,9.9879,4.2679,3.5731,7.132,18.864,22.34,23.124
1.045,1.07,1.0591,-4.2931,-12.464,-13.284,200.99,24.192,-2.701,6.7685,0.89336,30.479,7.5935,4.1849,3.1487,5.7138,10.186,14.461,26.575
1.045,1.07,1.0532,-4.7676,-13.519,-14.453,222.51,41.705,-4.1107,7.7125,-1.6347,31.438,8.7469,8.6462,3.8671,2.5292,11.767,16.796,27.379
1.045,1.07,1.0597,-5.2425,-14.907,-14.737,244.29,64.409,-3.3913,8.0217,-1.1496,16.752,6.6472,3.9774,4.4756,6.3355,20.573,16.384,19.675
1.045,1.07,1.0577,-4.8137,-14.123,-14.399,224.87,41.744,-2.854,6.8589,-0.91526,21.423,10.597,5.3163,3.0914,5.8908,16.526,19.72,32.58
1.045,1.07,1.052,-5.5552,-16.356,-17.558,258.64,52.571,-3.683,5.8357,-1.1966,39.585,12.001,4.7482,2.1914,7.112,15.53,21.462,30.367
1.045,1.07,1.0542,-4.5694,-12.983,-14.05,213.41,34.806,-4.4673,6.7184,-0.29001,37.409,7.6405,8.1276,2.5829,2.9108,13.524,9.5011,25.319
1.045,1.07,1.054,-5.047,-13.935,-14.745,235.22,54.726,-4.097,9.9387,-0.53308,34.025,8.0489,8.0169,4.1137,5.2182,13.993,5.0833,25.061
1.045,1.07,1.0603,-4.6885,-13.438,-13.56,219.01,44.466,-3.4513,7.2348,0.57249,22.165,4.9237,4.4412,5.39,2.5121,20.704,11.849,16.469
1.045,1.07,1.0553,-4.7161,-14.113,-14.871,220.68,29.313,-4.9955,7.6487,-0.88252,34.623,9.5993,6.8443,1.6081,7.2949,15.283,16.757,29.305
1.045,1.07,1.0564,-4.6391,-12.887,-13.523,216.69,43.834,-4.7997,9.6868,-1.9415,26.438,6.3956,7.3854,5.1333,3.3087,10.365,14.543,21.582
1.045,1.07,1.0578,-4.5966,-13.82,-14.746,215.19,23.598,-3.9684,6.9011,0.56813,32.45,12.571,3.5316,3.9815,4.7655,14.533,16.904,39.165
1.045,1.07,1.0587,-5.026,-14.237,-14.495,233.97,58.336,-2.712,3.6655,0.86957,23.321,7.2513,4.3314,3.8416,5.4285,19.221,11.351,22.534
1.045,1.07,1.0566,-5.1126,-14.377,-15.014,238.43,53.696,-5.9288,9.9308,0.55625,31.372,4.0448,5.683,4.3019,6.6357,13.965,12.918,12.358
1.045,1.07,1.0589,-4.7832,-14.095,-14.861,223.48,35.519,-3.4878,6.2029,-0.078441,34.372,10.933,2.7012,4.0777,5.658,18.02,9.2214,34.516
1.045,1.07,1.0507,-5.389,-15.318,-16.071,250.95,58.035,-3.1699,8.9368,1.4192,33.284,7.6207,9.701,4.5299,5.3658,16.831,12.515,21.245
1.045,1.07,1.0544,-5.193,-15.441,-16.245,242.46,42.52,-4.4851,8.357,-2.1853,40.577,7.7292,5.7574,2.9291,10.56,15.575,14.849,21.697
1.045,1.07,1.06,-4.2142,-12.506,-12.965,197.87,18.388,-4.824,9.803,0.86749,30.493,6.6714,5.3973,3.2847,8.0025,13.702,9.4731,24.108
1.045,1.07,1.0561,-5.4368,-14.949,-15.925,253.03,64.736,-4.1873,10.842,-0.61678,28.903,6.9622,3.2453,4.1061,3.0755,11.419,20.848,19.596
1.045,1.07,1.0564,-5.1554,-14.244,-14.894,239.9,61.479,-4.128,6.6829,1.4143,26.362,6.4506,5.4515,4.4187,6.5208,11.636,13.704,19.615
1.045,1.07,1.057,-4.7122,-13.577,-13.661,220.06,45.205,-2.114,6.9483,-1.708,22.093,8.7418,7.6967,3.5585,4.9692,19.057,11.889,28.598
1.045,1.07,1.0545,-5.137,-15.454,-15.903,240.27,37.768,-4.6727,11.156,1.392,32.499,7.7452,7.053,1.6109,8.0228,20.842,17.813,21.741
1.045,1.07,1.0538,-5.3382,-15.051,-15.638,248.33,63.769,-5.5327,5.4751,0.63184,23.764,10.72,7.5111,2.7487,4.9052,15.71,18.291,30.432
1.045,1.07,1.0573,-4.9111,-14.196,-14.559,229.59,42.594,-3.0847,11.529,0.10471,24.555,9.0993,5.6411,2.7701,4.9574,17.724,16.028,28.177
1.045,1.07,1.0586,-4.8806,-14.426,-14.573,228.05,42.847,-6.8061,6.5098,1.2403,19.289,12.935,5.4687,2.7526,6.0385,20.205,16.04,39.986
1.045,1.07,1.056,-5.0218,-14.285,-14.798,234.41,49.004,-3.7164,10.662,-0.25073,28.544,6.531,6.4946,3.4861,4.859,16.567,14.355,20.009
1.045,1.07,1.0525,-4.7116,-13.858,-14.588,220.25,32.923,-1.7756,7.8245,-0.23472,31.977,10.87,9.5982,3.4069,5.6557,14.487,14.003,33.515
1.045,1.07,1.0559,-4.8805,-13.783,-14.342,227.95,45.973,-5.4691,10.937,0.39408,19.67,13.187,7.0626,4.7522,2.8787,12.645,17.432,41.401
1.045,1.07,1.0596,-4.4577,-13.658,-13.918,209.19,20.291,-3.2306,8.971,0.28792,29.839,6.3854,4.6328,3.1621,8.8481,17.804,15.254,20.851
1.045,1.07,1.0542,-4.7535,-13.963,-14.385,222.07,37.711,-2.1865,6.6123,1.7598,29.625,3.6214,8.9278,2.9727,6.5799,16.477,17.105,11.2
1.045,1.07,1.0584,-4.7673,-13.314,-14.128,222.17,47.975,-4.0207,4.9641,0.52377,29.103,9.0208,4.0317,4.7468,5.6809,10.984,9.7554,29.783
1.045,1.07,1.0559,-5.1817,-14.954,-15.607,241.11,55.661,-3.0125,2.3369,0.30736,30.951,9.0307,4.9573,3.4289,7.3391,16.842,13.742,26.282
1.045,1.07,1.055,-5.1191,-14.57,-15.134,238.61,53.468,-3.1486,8.01,-0.45399,28.859,1.5749,6.495,3.6621,5.8242,13.225,23.083,4.5478
1.045,1.07,1.0559,-4.4588,-13.173,-14,208.44,27.86,-1.8666,4.0901,-1.1348,30.5,10.757,6.309,3.4789,6.2577,10.463,17.818,34.557
1.045,1.07,1.0519,-5.4988,-15.926,-16.835,255.78,58.873,-3.3761,4.4856,0.59068,32.634,12.083,6.7826,4.0563,7.2499,15.04,17.633,32.036
1.045,1.07,1.0574,-4.6622,-13.971,-14.107,218.14,34.812,-4.0795,6.5693,-1.9235,20.731,9.6571,6.6087,3.3415,5.6198,17.486,22.431,29.396
1.045,1.07,1.056,-5.1632,-14.995,-14.878,240.63,57.895,-2.8671,5.6518,0.59291,12.012,9.2089,7.1487,5.8146,6.2576,16.731,24.714,25.947
1.045,1.07,1.0578,-4.7576,-13.656,-14.431,222.31,38.312,-4.4846,8.9188,0.67363,28.222,9.1513,4.4084,3.9882,5.3862,11.618,16.537,29.239
1.045,1.07,1.0538,-5.3799,-15.292,-16.783,250.33,54.078,-4.8088,6.0104,-0.40206,43.964,10.943,3.6792,3.1895,7.0975,11.536,11.572,30.31
1.045,1.07,1.0558,-4.6377,-12.131,-12.218,216.05,62.167,-4.2996,8.979,-1.4529,11.874,6.8148,10.551,4.0453,2.398,10.016,12.327,23.944
1.045,1.07,1.0572,-4.95,-13.699,-14.956,230.99,45.631,-5.9741,11.372,0.37079,28.147,12.101,2.9933,2.4078,3.5788,5.9745,20.968,37.118
1.045,1.07,1.0541,-5.55,-15.311,-16.562,257.77,68.212,-4.6638,5.7004,2.1413,40.1,7.1599,4.3695,3.8617,5.5371,14.604,7.3419,19.847
1.045,1.07,1.0529,-5.2609,-15.864,-16.411,245.58,43.929,-4.7216,6.9721,-1.1741,29.434,9.7877,7.1346,2.224,5.9048,19.373,26.776,25.133
1.045,1.07,1.0569,-5.2009,-13.43,-14.524,241.58,72.966,-5.2416,9.0738,-0.45296,32.251,5.3851,4.3321,3.7703,7.713,3.6777,5.9151,16.849
1.045,1.07,1.0511,-5.2112,-14.598,-15.965,242.58,52.69,-4.509,7.2277,0.79023,38.167,10.82,7.9712,4.2742,7.9636,6.2374,12.876,31.115
1.045,1.07,1.0579,-4.5799,-13.113,-12.925,213.91,45.92,-1.9387,6.2313,-0.92109,11.063,8.4277,7.7849,1.6036,4.6273,16.65,21.303,27.415
1.045,1.07,1.0557,-5.3712,-14.932,-14.758,249.84,74.232,-4.4726,7.0066,0.21309,12.851,3.8851,8.101,4.6379,7.7241,14.677,22.017,11.085
